ID,Comune,Classe-priorità,X,Y
PE0280055,Pescara,,14.236251562288093,42.440936213888087
PE0280056,Pescara,,14.236556156264458,42.440884206575156
PE0280057,Pescara,,14.236203808598079,42.440863851359701
PE0280058,Pescara,,14.236228013444606,42.440873014470014
PE0280059,Pescara,,14.236350683393065,42.440783779410985
PE0280060,Pescara,,14.236410923092949,42.440829210439631
PE0280061,Pescara,,14.23664343416972,42.439705070142892
PE0280062,Pescara,,14.236395583494675,42.440090651242315
PE0280063,Pescara,,14.236171716120683,42.440503419186797
PE0280064,Pescara,,14.23620840677054,42.440485650899362
PE0280065,Pescara,,14.236203151796293,42.440917878706841
PE0280066,Pescara,,14.236456041234227,42.440118076179452
PE0280067,Pescara,,14.236220892712776,42.440458719485747
PE0280068,Pescara,,14.211365610735411,42.460111416064763
PE0280069,Pescara,2,14.197232717491948,42.462057452381181
PE0280070,Pescara,4,14.213522748452004,42.459757030836442
PE0280071,Pescara,2,14.197341670353113,42.463048814652701
PE0280072,Pescara,2,14.197693894925926,42.463087300203462
PE0280073,Pescara,2,14.198282963426966,42.461722601813683
PE0280074,Pescara,2,14.196414511399551,42.463267446276014
PE0280075,Pescara,2,14.19984315502607,42.465272665024806
PE0280076,Pescara,4,14.200004244096631,42.465039650895093
PE0280077,Pescara,2,14.213404558398716,42.463367400572594
PE0280078,Pescara,2,14.19400998049691,42.481927899485711
PE0280079,Pescara,3,14.21253281442592,42.464991394235632
PE0280080,Pescara,2,14.193779128129616,42.467697637698606
PE0280081,Pescara,2,14.208158140530067,42.446346926993051
PE0280082,Pescara,3,14.208212006908832,42.446896636780004
PE0280083,Pescara,2,14.207130018864966,42.445916557553531
PE0280084,Pescara,3,14.19423875738366,42.46789898957465
PE0280085,Pescara,2,14.226475523291096,42.463708471281514
PE0280086,Pescara,2,14.191328255152445,42.471939941952407
PE0280087,Pescara,2,14.205037241616424,42.462355046355079
PE0280088,Pescara,3,14.205278989405402,42.46247380068867
PE0280089,Pescara,3,14.203836853617677,42.461103950464654
PE0280090,Pescara,2,14.189688926563141,42.478313238130276
PE0280091,Pescara,2,14.189640967552027,42.478258870395749
PE0280092,Pescara,2,14.213335819770759,42.460115963745686
PE0280093,Pescara,2,14.226542360986654,42.447409084723425
PE0280094,Pescara,2,14.21880483940752,42.456524171140209
PE0280095,Pescara,2,14.197290284427327,42.472774384292258
PE0280096,Pescara,2,14.194103123146448,42.451931342125953
PE0280097,Pescara,2,14.223361459379591,42.447009353444138
PE0280098,Pescara,2,14.197068923687929,42.472961944431297
PE0280099,Pescara,2,14.20223375129196,42.448476133283201
PE0280100,Pescara,2,14.219582667046504,42.450693939872522
PE0280101,Pescara,2,14.201030167776779,42.470441101223543
PE0280102,Pescara,2,14.197962504956617,42.475381671781356
PE0280103,Pescara,2,14.190830828068831,42.468064077357297
PE0280104,Pescara,4,14.21281157168066,42.459247836031722
PE0280105,Pescara,2,14.193709665728763,42.463635665357273
PE0280106,Pescara,2,14.19253831284438,42.460142302695097
PE0280107,Pescara,2,14.18536314027183,42.474167046028597
PE0280108,Pescara,4,14.225474731773504,42.460036508311077
PE0280109,Pescara,2,14.199254145604648,42.449463955487012
PE0280110,Pescara,2,14.219275688265903,42.452889179097241
PE0280111,Pescara,2,14.177472809630732,42.489591025419728
PE0280112,Pescara,2,14.213305906567147,42.464447373756435
PE0280113,Pescara,2,14.203259894097416,42.463441358201614
PE0280114,Pescara,2,14.236676855339969,42.440957053226086
PE0280115,Pescara,2,14.235867342400354,42.441537016815381
PE0280116,Pescara,2,14.206229012955982,42.447936554100664
PE0280117,Pescara,2,14.209306445998916,42.465239347449561
PE0280118,Pescara,2,14.207157735690062,42.447573759030114
PE0280119,Pescara,2,14.212910358846665,42.458158854364655
PE0280120,Pescara,2,14.215755507612945,42.457241797493381
PE0280121,Pescara,2,14.204527103140537,42.473824457086117
PE0280122,Pescara,2,14.185929623541686,42.464256032998904
PE0280123,Pescara,2,14.217724624064701,42.465143997091808
PE0280124,Pescara,2,14.21569631573213,42.460033078985809
PE0280125,Pescara,2,14.193864924069706,42.461016175773004
PE0280126,Pescara,2,14.247399138728731,42.444125822006427
PE0280127,Pescara,2,14.197133379364805,42.473628796937618
PE0280128,Pescara,2,14.231005031797091,42.450383887763529
PE0280129,Pescara,1,14.206702670681077,42.453757374197437
PE0280130,Pescara,2,14.206858132256437,42.453965571318172
PE0280131,Pescara,2,14.206421514890952,42.453872495025941
PE0280132,Pescara,2,14.2069418869758,42.454074225269672
PE0280133,Pescara,2,14.207109624334178,42.454273499437214
PE0280134,Pescara,3,14.18820531458586,42.486731836754018
PE0280135,Pescara,2,14.230846078918709,42.450454864030604
PE0280136,Pescara,2,14.197338662772772,42.473747308340329
PE0280137,Pescara,2,14.208139091991903,42.462322505115857
PE0280138,Pescara,4,14.1907660780036,42.442884315072725
PE0280139,Pescara,2,14.190329795422846,42.442773164624761
PE0280140,Pescara,2,14.188554269329055,42.443742199938058
PE0280141,Pescara,4,14.190076894557903,42.443527839109436
PE0280142,Pescara,2,14.209390963996631,42.469157285270718
PE0280143,Pescara,2,14.185435069856755,42.474248605336136
PE0280144,Pescara,2,14.219719260984382,42.458295469745487
PE0280145,Pescara,4,14.221731372252369,42.457858868027813
PE0280146,Pescara,4,14.209675663846374,42.456200403140578
PE0280147,Pescara,2,14.225573130981971,42.459947124701749
PE0280148,Pescara,2,14.213343605332867,42.445905376841324
PE0280149,Pescara,2,14.180862177899265,42.469506112703492
PE0280150,Pescara,2,14.180798660514121,42.469712783620935
PE0280151,Pescara,2,14.180775158453045,42.469649579255098
PE0280152,Pescara,2,14.181980605372834,42.468622564888044
PE0280153,Pescara,2,14.180787908676873,42.46960464551703
PE0280154,Pescara,2,14.236149485024729,42.441331771367885
PE0280155,Pescara,2,14.236256932197513,42.441494584756981
PE0280156,Pescara,2,14.23617172043588,42.44150302548551
PE0280157,Pescara,2,14.235858908175741,42.441230776485867
PE0280158,Pescara,2,14.23590786666704,42.441204082991007
PE0280159,Pescara,4,14.236968744252913,42.440949991395208
PE0280160,Pescara,2,14.236932381667925,42.440940746271011
PE0280161,Pescara,2,14.23688407931359,42.440913403884089
PE0280162,Pescara,2,14.236799304933847,42.440885823866289
PE0280163,Pescara,2,14.236775100010599,42.440876660882005
PE0280164,Pescara,2,14.236713983809882,42.440903263545188
PE0280165,Pescara,2,14.236944320717503,42.440958834547153
PE0280166,Pescara,2,14.236760863924689,42.441047668217664
PE0280167,Pescara,2,14.236724501305643,42.441038423028729
PE0280168,Pescara,2,14.236603472577805,42.440992590160931
PE0280169,Pescara,2,14.236700076486461,42.441047266187532
PE0280170,Pescara,2,14.236518042878865,42.441019037212151
PE0280171,Pescara,2,14.181919558510629,42.468640141736707
PE0280172,Pescara,2,14.185689715509096,42.46774845674517
PE0280173,Pescara,2,14.182074034297163,42.468920411581067
PE0280174,Pescara,2,14.182169223301107,42.469083193354166
PE0280175,Pescara,2,14.182058352390953,42.469190471435226
PE0280176,Pescara,2,14.181723782992208,42.46872879809532
PE0280177,Pescara,2,14.181863514451377,42.469207091717507
PE0280178,Pescara,2,14.180979105163816,42.469867173839553
PE0280179,Pescara,2,14.181157255981002,42.469265079851716
PE0280180,Pescara,2,14.185844323585835,42.468019721746785
PE0280181,Pescara,2,14.18586818145029,42.468055910091088
PE0280182,Pescara,1,14.236589443520783,42.44014597645856
PE0280183,Pescara,2,14.236035796185286,42.441682226761003
PE0280184,Pescara,2,14.185697439108344,42.46809071826889
PE0280185,Pescara,2,14.235955073740891,42.441321474401747
PE0280186,Pescara,2,14.236003484956353,42.441339800650738
PE0280187,Pescara,4,14.236017284993775,42.441204814541734
PE0280188,Pescara,2,14.236356382356455,42.441315136567034
PE0280189,Pescara,3,14.23688770567256,42.441615859234844
PE0280190,Pescara,3,14.236778614825464,42.441588114898636
PE0280191,Pescara,4,14.236742251882477,42.4415788697331
PE0280192,Pescara,2,14.236754627478378,42.441560936857897
PE0280193,Pescara,4,14.236864374449331,42.441534653903716
PE0280194,Pescara,2,14.236877954048364,42.441417673889795
PE0280195,Pescara,2,14.236865577764418,42.44143559780693
PE0280196,Pescara,2,14.236902268715241,42.441417829279018
PE0280197,Pescara,2,14.236902378977959,42.441408830686719
PE0280198,Pescara,2,14.236938413775158,42.441445089462547
PE0280199,Pescara,2,14.236975104708273,42.441427320912041
PE0280200,Pescara,2,14.236975104708273,42.441427320912041
PE0280201,Pescara,2,14.236974996416029,42.441436328416565
PE0280202,Pescara,1,14.236987262417211,42.441427403080958
PE0280203,Pescara,2,14.183246334326931,42.468568560543375
PE0280204,Pescara,2,14.236872046901057,42.441903928809573
PE0280205,Pescara,2,14.236859780795591,42.441912854138344
PE0280206,Pescara,2,14.23688420470358,42.441904010984409
PE0280207,Pescara,2,14.237116076330128,42.441833511701702
PE0280208,Pescara,2,14.236896472014529,42.441895085597814
PE0280209,Pescara,2,14.236908519559377,42.441904166362001
PE0280210,Pescara,4,14.236896253459452,42.441913091694424
PE0280211,Pescara,2,14.237222541954308,42.442077364992834
PE0280212,Pescara,2,14.237186616066076,42.442032098779869
PE0280213,Pescara,3,14.235710608840128,42.441427910132894
PE0280214,Pescara,2,14.235757705336999,42.441554300233577
PE0280215,Pescara,2,14.235806444026286,42.441545612934547
PE0280216,Pescara,1,14.235806444026286,42.441545612934547
PE0280217,Pescara,4,14.235854636807954,42.441581963342557
PE0280218,Pescara,4,14.235927472153222,42.441591446674174
PE0280219,Pescara,4,14.185378167388867,42.467386020841396
PE0280220,Pescara,3,14.181897420191177,42.469405448428617
PE0280221,Pescara,1,14.181435705040149,42.469366124796089
PE0280222,Pescara,2,14.237249590813393,42.441852403486607
PE0280223,Pescara,2,14.185278763857788,42.467547409556694
PE0280224,Pescara,2,14.23707905526903,42.441878285047935
PE0280225,Pescara,4,14.181131402590326,42.469381962214165
PE0280226,Pescara,1,14.237237214104477,42.44187033646584
PE0280227,Pescara,2,14.237103589356501,42.441860443258925
PE0280228,Pescara,4,14.181510913108273,42.469195564186997
PE0280229,Pescara,1,14.181704224892695,42.469296002532808
PE0280230,Pescara,1,14.237840040864247,42.441288986307605
PE0280231,Pescara,2,14.235549272173481,42.441696994912185
PE0280232,Pescara,2,14.23564664209883,42.441688636938828
PE0280233,Pescara,2,14.235828240444219,42.441752888409205
PE0280234,Pescara,1,14.23733228956795,42.442051081551327
PE0280235,Pescara,2,14.237407203285523,42.441889474408804
PE0280236,Pescara,1,14.235634266151953,42.441706569712316
PE0280237,Pescara,1,14.185255140547266,42.467493214245515
PE0280238,Pescara,1,14.181217363945782,42.469319539793723
PE0280239,Pescara,1,14.237115856625897,42.441851517850857
PE0280240,Pescara,1,14.237370402790917,42.441916250662373
PE0280241,Pescara,1,14.193616274134241,42.46806571726448
PE0280242,Pescara,3,14.194724794702788,42.467938434185157
PE0280243,Pescara,2,14.196852756260935,42.43755989011693
PE0280244,Pescara,2,14.180806579725111,42.435537068298174
PE0280245,Pescara,2,14.17963031671515,42.434375945158628
PE0280247,Pescara,2,14.178023938471384,42.433571944849199
PE0280249,Pescara,2,14.176587897116148,42.432760136180157
PE0280250,Pescara,2,14.176324956006848,42.432416034000155
PE0280251,Pescara,2,14.177585901381899,42.435459954734881
PE0280252,Pescara,2,14.189521204395176,42.447018033997473
PE0280253,Pescara,2,14.188644220712604,42.446192325449886
PE0280254,Pescara,2,14.190033513137028,42.445950004902095
PE0280255,Pescara,2,14.190900093126452,42.446640550888766
PE0280256,Pescara,2,14.191272145518278,42.44607582893174
PE0280257,Pescara,2,14.190687758637194,42.445189170104506
PE0280258,Pescara,2,14.191194315615183,42.447399090424767
PE0280259,Pescara,2,14.190839167459414,42.447594703218392
PE0280260,Pescara,2,14.190311154311386,42.447050642275471
PE0280261,Pescara,2,14.195261353550567,42.444104715173701
PE0280262,Pescara,4,14.189471059323512,42.444307025565394
PE0280263,Pescara,4,14.188902427610747,42.444086869764277
PE0280264,Pescara,1,14.188699066265864,42.44476984651083
PE0280265,Pescara,2,14.193571697423859,42.446911550835644
PE0280266,Pescara,2,14.194375191157004,42.446836150546837
PE0280267,Pescara,4,14.195370866413677,42.445996638449373
PE0280268,Pescara,2,14.196361680737439,42.445535312657682
PE0280269,Pescara,2,14.19672642720322,42.445537870669838
PE0280270,Pescara,3,14.196741349486697,42.445321841265837
PE0280271,Pescara,2,14.196469775374707,42.444689556613412
PE0280272,Pescara,2,14.196100482436641,42.444092601121959
PE0280273,Pescara,4,14.196292815416845,42.442364894051956
PE0280274,Pescara,2,14.197528023955867,42.443706371987943
PE0280275,Pescara,4,14.19801686758794,42.443511672189693
PE0280276,Pescara,2,14.197434595714673,42.442453957207171
PE0280277,Pescara,2,14.194697168251736,42.442587832676168
PE0280278,Pescara,2,14.194953978838237,42.442472560099276
PE0280279,Pescara,2,14.194965940047249,42.440590501068932
PE0280280,Pescara,2,14.195148602008947,42.439619192052191
PE0280281,Pescara,2,14.192783203563168,42.442034025289956
PE0280282,Pescara,3,14.191956608060883,42.442019194739181
PE0280283,Pescara,,14.193530418122949,42.444443753150402
PE0300001,Pianella,,14.045848672228018,42.396263850361713
PE0300002,Pianella,,14.010484508932388,42.382896787576932
PE0300003,Pianella,,14.01043705898795,42.382824332087601
PE0300004,Pianella,,14.081310578855359,42.378155442489806
PE0310001,Picciano,2,13.989492547082337,42.47528069645891
PE0310002,Picciano,4,13.989480384242157,42.475280588085432
PE0320001,Pietranico,,13.925018730783099,42.270214450684627
PE0320002,Pietranico,,13.912536415577119,42.271222421158328
PE0330001,Popoli,,13.831294192590759,42.166117985870962
PE0330002,Popoli,,13.830372616557387,42.172115506598772
PE0330003,Popoli,,13.830431148700733,42.172224180231794
PE0330004,Popoli,,13.83047525256865,42.172458777719335
PE0330005,Popoli,,13.829430166645537,42.170700980180584
PE0330006,Popoli,,13.829024937631271,42.17035462098179
PE0330007,Popoli,,13.825859001963268,42.175923904614919
PE0330008,Popoli,,13.829028569887244,42.170813952957189
PE0330009,Popoli,,13.830255564744128,42.171240748177553
PE0330010,Popoli,,13.825447460583561,42.170029852122127
PE0330011,Popoli,,13.866362979074569,42.164821899840511
PE0330012,Popoli,,13.838971728273242,42.16134179475295
PE0330013,Popoli,,13.865959552052088,42.16504305417822
PE0330014,Popoli,,13.862203194850881,42.16659989126186
PE0330015,Popoli,,13.864593175580897,42.164957494056445
PE0330016,Popoli,,13.863466300911426,42.16569381742611
PE0330017,Popoli,,13.86468855269284,42.165039491892344
PE0330018,Popoli,,13.864907375336205,42.164987614942454
PE0330019,Popoli,,13.862979908714301,42.165815077037117
PE0330020,Popoli,,13.864733099948712,42.165256068009832
PE0330021,Popoli,,13.829551588827613,42.16871192049684
PE0330022,Popoli,,13.825038027498595,42.170566010863858
PE0330023,Popoli,,13.829891655878789,42.168652347375165
PE0330024,Popoli,,13.830292242929545,42.168593397230246
PE0330025,Popoli,,13.830085815542406,42.168627317805168
PE0330026,Popoli,,13.830511105367028,42.168541593370676
PE0350001,Rosciano,,14.045055168844566,42.321177727130951
PE0350002,Rosciano,,14.045137517014163,42.321349523611033
PE0350003,Rosciano,,14.045860095103047,42.321715760743018
PE0350004,Rosciano,,14.046003387370101,42.321870058157579
PE0360001,Salle,,13.960057770090405,42.176687964475718
PE0360002,Salle,,13.961124106972848,42.175896113095106
PE0370001,Sant'eufemia A Maiella,,14.025975535053028,42.122817567854675
PE0370002,Sant'eufemia A Maiella,,14.021664196370834,42.11604438838318
PE0380001,San Valentino In Abruzzo Citeriore,4,13.98642651762162,42.231346429060018
PE0380004,San Valentino In Abruzzo Citeriore,2,13.958934283246313,42.248076070901831
PE0390001,Scafa,,13.979175346557183,42.264702623919128
PE0390002,Scafa,,13.9792603500855,42.264694377684165
PE0390003,Scafa,,13.979357331781376,42.264695234153542
PE0390004,Scafa,,13.979466291892232,42.264705211291343
PE0390005,Scafa,,13.979563128158176,42.264715085844337
PE0390006,Scafa,,13.979342739581218,42.264848207810971
PE0390007,Scafa,,14.000261493682123,42.266131218041089
PE0390008,Scafa,,14.001227440996059,42.257169882966053
PE0390009,Scafa,,14.002140523401607,42.265382099845866
PE0390010,Scafa,,13.99598921663609,42.264878106902458
PE0390011,Scafa,,14.003684036198079,42.265917854352466
PE0390012,Scafa,,14.000115162824113,42.2661839789765
PE0390013,Scafa,,14.015763741367154,42.243093540895302
PE0390014,Scafa,,13.993980597165137,42.26614832375013
PE0410001,Spoltore,,14.107849479763862,42.433046752190251
PE0410002,Spoltore,,14.108437109781189,42.431043106018855
PE0410005,Spoltore,,14.136555288656167,42.45048524601345
PE0410006,Spoltore,,14.157992341753129,42.425177373479166
PE0410007,Spoltore,,14.175402845131144,42.460074216146253
PE0410008,Spoltore,,14.177036071650461,42.460734357903092
PE0410009,Spoltore,,14.177313299780348,42.460925467767133
PE0410010,Spoltore,,14.177421686678736,42.461007289678996
PE0410011,Spoltore,,14.182038068683788,42.45300749642724
PE0410012,Spoltore,,14.139886992426309,42.452275385888377
PE0420001,Tocco Da Casauria,3,13.898177608002404,42.209341742939614
PE0420002,Tocco Da Casauria,3,13.913073387650153,42.20676413417582
PE0420003,Tocco Da Casauria,2,13.911999858020144,42.207204239603684
PE0420006,Tocco Da Casauria,2,13.925607828461292,42.229802076645448
PE0420007,Tocco Da Casauria,4,13.925312533167052,42.226494181095887
PE0430001,Torre de' Passeri,3,13.941772563104477,42.245055132074519
PE0450001,Vicoli,2,13.896292964940553,42.340401210012857
PE0450002,Vicoli,2,13.896659591706008,42.340260652785474
TE0010001,Alba Adriatica,3,13.911687254919586,42.821869134856719
TE0010002,Alba Adriatica,3,13.917107668133063,42.830195896579447
TE0010003,Alba Adriatica,2,13.932693645927348,42.820283678952066
TE0010004,Alba Adriatica,4,13.930518198120796,42.830096642320399
TE0010005,Alba Adriatica,2,13.930810532194883,42.830171412501912
TE0010006,Alba Adriatica,2,13.921511334457959,42.833046894674723
TE0010007,Alba Adriatica,2,13.929255217008009,42.82388956379048
TE0020001,Ancarano,2,13.738700453654047,42.83518423942126
TE0020002,Ancarano,2,13.738741368376658,42.834977572238039
TE0020003,Ancarano,2,13.765761937624827,42.840261204657359
TE0030001,Arsita,,13.784589071782936,42.501449373928416
TE0040001,Atri,,13.979416445559551,42.581562507306224
TE0040002,Atri,3,13.993539589854233,42.573997055936381
TE0040003,Atri,3,13.988193793500564,42.576066166813405
TE0040004,Atri,4,13.993216462424096,42.573634001462935
TE0070001,Bisenti,2,13.774942871055901,42.53047010301843
TE0070002,Bisenti,2,13.811528055106415,42.531260992657785
TE0070003,Bisenti,2,13.774813722923064,42.530225580940538
TE0070004,Bisenti,2,13.785177380455893,42.518187720191023
TE0070005,Bisenti,4,13.814606238385165,42.517874833196522
TE0070006,Bisenti,4,13.796497317410502,42.527123581600186
TE0080001,Campli,,13.737267894212339,42.759563100312803
TE0080002,Campli,,13.675278283604756,42.718645606463902
TE0080003,Campli,,13.64154818649836,42.732604522080166
TE0080004,Campli,,13.715982843476972,42.758821780207867
TE0080005,Campli,,13.738841491738544,42.744055865508862
TE0080006,Campli,,13.707719000241649,42.751911908907722
TE0080007,Campli,,13.709449257769766,42.729202840558706
TE0080008,Campli,,13.694984545948275,42.743293590536283
TE0080009,Campli,,13.652662538112615,42.735491322542842
TE0080010,Campli,,13.661174880818162,42.727072399827733
TE0080011,Campli,,13.684989270396166,42.723737345463064
TE0080012,Campli,,13.685119585680832,42.723927945405393
TE0080013,Campli,,13.737194220836971,42.759580298450317
TE0090001,Canzano,3,13.802918739471737,42.642016427372852
TE0110001,Castellalto,3,13.818097136528557,42.673943902270359
TE0110002,Castellalto,2,13.843672936824756,42.643858525448636
TE0110003,Castellalto,2,13.844525881784495,42.628756446216329
TE0110004,Castellalto,2,13.816885504907766,42.6747688180604
TE0110006,Castellalto,2,13.850448939300632,42.62365605986578
TE0110007,Castellalto,2,13.842773709816516,42.692305348403274
TE0110008,Castellalto,3,13.846289206452305,42.694952321234055
TE0110009,Castellalto,4,13.81655350014921,42.674900462104652
TE0110010,Castellalto,3,13.817512901079313,42.671290400348063
TE0110011,Castellalto,,13.854432641184355,42.626514571811711
TE0110012,Castellalto,,13.828792905133428,42.663923438974173
TE0110013,Castellalto,,13.844497303536583,42.628323914248945
TE0110014,Castellalto,,13.855718221983457,42.632218669351012
TE0110015,Castellalto,,13.841513497969331,42.628113686662921
TE0110016,Castellalto,,13.842000857285592,42.624849732283501
TE0110017,Castellalto,,13.843664458510871,42.625226732194541
TE0110018,Castellalto,,13.844527052279775,42.624740142555687
TE0110019,Castellalto,,13.842160679969615,42.623464539395997
TE0110020,Castellalto,,13.844479016899314,42.622065128630538
TE0110021,Castellalto,,13.845870405904041,42.620674348510043
TE0110022,Castellalto,,13.858039693776105,42.621318589892766
TE0110023,Castellalto,,13.85891629444572,42.620723982020081
TE0110024,Castellalto,,13.814072856762341,42.693019673722233
TE0110026,Castellalto,,13.829550273047163,42.698303029834278
TE0110027,Castellalto,,13.826455525343196,42.697325777501213
TE0110028,Castellalto,,13.826929012739406,42.697465705738921
TE0120001,Castelli,,13.709750979271544,42.486879171789823
TE0120002,Castelli,,13.710404208051179,42.48647227881262
TE0120003,Castelli,,13.69092719276134,42.507900461545248
TE0120004,Castelli,,13.697819425531891,42.504818095007188
TE0150001,Cellino Attanasio,,13.862332543965158,42.583125288104149
TE0150002,Cellino Attanasio,,13.860755626461623,42.584064183998301
TE0150003,Cellino Attanasio,,13.861017889225353,42.583715582875541
TE0150004,Cellino Attanasio,,13.859897140149778,42.583695429923289
TE0150005,Cellino Attanasio,,13.85936108544818,42.58903018689751
TE0150006,Cellino Attanasio,,13.861134272104774,42.583347526945126
TE0150007,Cellino Attanasio,,13.859023909682417,42.585469770095997
TE0160001,Cermignano,,13.810749938295613,42.608077231654427
TE0160002,Cermignano,,13.795884843861405,42.58933522524076
TE0160003,Cermignano,,13.8207475850932,42.613178417516053
TE0160004,Cermignano,,13.795165245664061,42.589363676603526
TE0170001,Civitella del Tronto,,13.642932885095457,42.79394469193339
TE0180001,Colledara,,13.67064890122921,42.538897749694222
TE0180002,Colledara,,13.69820862761015,42.545229906458069
TE0180003,Colledara,,13.712133408931166,42.559795970380108
TE0180004,Colledara,,13.712285671196094,42.55950049672655
TE0180005,Colledara,,13.67051460067024,42.538914201542973
TE0180006,Colledara,,13.694706100453557,42.560751371322674
TE0180007,Colledara,,13.678495133636217,42.538133030318782
TE0180008,Colledara,,13.670830179548622,42.538962891978933
TE0180009,Colledara,,13.670989976749139,42.538892702640752
TE0180010,Colledara,,13.712024726879562,42.55974971726058
TE0180011,Colledara,,13.670726346860757,42.538691528681085
TE0180012,Colledara,,13.712330862901085,42.559672114949059
TE0180013,Colledara,,13.712076780586351,42.559588207798136
TE0190001,Colonnella,,13.868137890828784,42.848668039145991
TE0190002,Colonnella,2,13.879370893320207,42.842673389416866
TE0240001,Fano Adriano,,13.563001363946542,42.549484378902157
TE0240002,Fano Adriano,,13.563103730086569,42.549269545291956
TE0240003,Fano Adriano,,13.504170790124626,42.52774967593632
TE0240005,Fano Adriano,,13.563198036948762,42.54940580079316
TE0250001,Giulianova,,13.964314644277575,42.736747290065686
TE0250002,Giulianova,,13.968397521867415,42.735109165363099
TE0250003,Giulianova,,13.962620315333448,42.743845873986984
TE0250004,Giulianova,,13.956049047348822,42.748838009884139
TE0250005,Giulianova,,13.955479285559997,42.750750867009216
TE0250006,Giulianova,,13.960105250167004,42.763453795915517
TE0250007,Giulianova,,13.959175704307146,42.752558440603558
TE0250008,Giulianova,,13.95337572076288,42.722564038075781
TE0250009,Giulianova,,13.948086633927606,42.721164850829481
TE0260001,Isola del Gran Sasso D'italia,2,13.652038783496026,42.511330790796421
TE0260002,Isola del Gran Sasso D'italia,2,13.660274770758788,42.498450551985727
TE0260003,Isola del Gran Sasso D'italia,2,13.649160504353699,42.489008520611584
TE0260004,Isola del Gran Sasso D'italia,2,13.659974569550032,42.499968957809308
TE0260005,Isola del Gran Sasso D'italia,3,13.665100406641027,42.482144044161956
TE0260006,Isola del Gran Sasso D'italia,2,13.665151785543094,42.508872765727517
TE0260007,Isola del Gran Sasso D'italia,2,13.603104143836291,42.482495564388465
TE0260008,Isola del Gran Sasso D'italia,2,13.65199088120168,42.511294196868782
TE0260009,Isola del Gran Sasso D'italia,2,13.663903062636351,42.505787352370142
TE0260010,Isola del Gran Sasso D'italia,2,13.662153443146309,42.522742178918911
TE0270001,Montefino,2,13.918930360700063,42.558809665338963
TE0270002,Montefino,2,13.883146920020708,42.544886459218041
TE0280001,Montorio al Vomano,2,13.658862235416478,42.58373202059353
TE0280002,Montorio al Vomano,2,13.629799232526457,42.581469657346169
TE0280003,Montorio al Vomano,2,13.661682806225516,42.595993744567487
TE0280004,Montorio al Vomano,2,13.661346085171161,42.596349999226476
TE0280005,Montorio al Vomano,2,13.677400007453455,42.580724008973917
TE0280006,Montorio al Vomano,2,13.601487022639706,42.596399582809731
TE0280007,Montorio al Vomano,2,13.575046066546218,42.584817568317234
TE0280008,Montorio al Vomano,2,13.582375391624948,42.565763704018799
TE0280009,Montorio al Vomano,2,13.582392059000281,42.565565801950662
TE0280010,Montorio al Vomano,2,13.644184620007181,42.578930512216019
TE0280011,Montorio al Vomano,2,13.679720997741246,42.581606288803115
TE0280012,Montorio al Vomano,2,13.57535941253305,42.585505850748298
TE0290001,Morro D'oro,2,13.918288935129251,42.662021135482384
TE0290002,Morro D'oro,2,13.953554729955362,42.644347448506878
TE0290003,Morro D'oro,2,13.924709057793219,42.642792605046196
TE0300001,Mosciano Sant'angelo,,13.889778372939567,42.739849282503833
TE0300002,Mosciano Sant'angelo,,13.882179835129529,42.756137011545178
TE0300003,Mosciano Sant'angelo,,13.889537137080241,42.739675840905946
TE0300004,Mosciano Sant'angelo,,13.903900212262684,42.734339334973562
TE0300005,Mosciano Sant'angelo,,13.888634851662033,42.74572733868996
TE0300006,Mosciano Sant'angelo,,13.882287040404355,42.756291150248096
TE0300007,Mosciano Sant'angelo,,13.890618607639032,42.740001522772253
TE0300008,Mosciano Sant'angelo,,13.891246877035234,42.757513043467107
TE0300009,Mosciano Sant'angelo,,13.914926813680047,42.764665115653067
TE0300010,Mosciano Sant'angelo,,13.882497173989618,42.756158128983373
TE0300011,Mosciano Sant'angelo,,13.888637952441083,42.744187541017837
TE0300012,Mosciano Sant'angelo,,13.886421228794289,42.7506224300257
TE0300013,Mosciano Sant'angelo,,13.885825076851559,42.745708978491031
TE0300014,Mosciano Sant'angelo,,13.887149855417958,42.745415722664305
TE0300015,Mosciano Sant'angelo,,13.875077878232068,42.705622014576541
TE0300016,Mosciano Sant'angelo,,13.863252924351178,42.738678969973641
TE0300017,Mosciano,,13.902791490044462,42.734175640099018
TE0300018,Mosciano Sant'angelo,,13.907630199916833,42.713924465656717
TE0300019,Mosciano Sant'angelo,,13.901741816973345,42.716830856871468
TE0310001,Nereto,,13.818241817362647,42.817934368146702
TE0320001,Notaresco,,13.887418496937324,42.628568634603333
TE0320002,Notaresco,,13.898575028844981,42.648010451716416
TE0320003,Notaresco,,13.892177816675019,42.653793096497665
TE0320004,Notaresco,,13.879610951923407,42.63484116864435
TE0320005,Notaresco,,13.882579877593161,42.6345459843591
TE0320006,Notaresco,,13.891928545158517,42.6534034638184
TE0320007,Notaresco,,13.892675567141758,42.654617372397801
TE0320008,Notaresco,,13.89217449711126,42.654666562106513
TE0320009,Notaresco,,13.880235370974082,42.63130825735918
TE0320010,Notaresco,,13.907513654915531,42.629374362224972
TE0330001,Penna Sant'andrea,4,13.756022366992488,42.605766062345836
TE0330002,Penna Sant'andrea,3,13.749724872935451,42.607345316150571
TE0350001,Pineto,3,14.024951124074997,42.645004756692273
TE0350002,Pineto,2,14.02512952164655,42.64373654709366
