Id_Regione;ID_Unità;Provincia;Comune - Frazione;Categoria;Descrizione materiali;Tipologia;A - Friabilità;B - Uso pubblico;C - Accessibilità;D - Presenza di confinamento;I1 - Quantità di materiale stimato (Kg);Peso stimato friabile (kg);Peso stimato compatto (kg);I2 - Presenza di un programma di manutenzione e controllo;I3 - Attività;I4 - Dispersione di fibre;I5 - Concentrazione di fibre aerodisperse (ff/l);I6 - Area di estensione del sito (m2);Effettiva area perimetrale (m2);I7 - Superficie esposta all’aria (m2);Effettiva superficie con amianto friabile  (m2);Effettiva superficie con amianto compatto (m2);I8 - Coinvolgimento del sito in lavori di urbanizzazione;I9 - Stato di conservazione delle strutture edili;I10 - Tempo trascorso dalla dismissione (anni);Data dismissione (gg-mm-aaaa);I11 - Tipologia di amianto presente;I12 - Dati epidemiologici;I13 - Frequenza di utilizzo;I14 - Distanza dal centro urbano (m);Distanza dal centro urbano (km);I15 - Densità di popolazione;I16 - Età media dei soggetti frequentatori (anni);Tipo di bonifica;Tipo di intervento;Costi Totali stimati dell intervento (€);Fondi locali/regionali assegnati;Fondi da richiedere;Classe di priorità;Coefficiente di priorità;Punteggio Mappatura;Coordinate X (WGS84-UTM fuso 32);Coordinate Y (WGS84-UTM fuso 32)
117;20130604/PR/ITC17/0008 B;At;Asti;2;Lastre ondulate;Scuole;2;2,5;2,5;2,5;5;;;10;1;5;2;9;41954;5;;;1;5;1;;3;1;5;1;;4;10;Rimozione;C Rimozione;;;;1;1,2;1069;437382;4972564
117;A66409;To;Beinasco;2;LASTRE;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;5;800;5;;;1;5;1;;1;1;20;3;0.5;4;2;-;-;;;;4;0,4;212;0;0
117;A66424;To;Orbassano;2;LASTRE;ATTIVITA  COMMERCIALE;1;1;1;2,5;10;;;1;1;1;2;3;400;5;;;1;5;1;;1;1;20;3;0.1;4;2;-;-;;;;4;0,4;203;0;0
117;A78402;To;Orbassano;2;LASTRE;EDIFICIO INDUSTRIALE;1;1;1;2,5;10;;;1;1;1;2;9;84000;5;;;1;5;1;;1;1;20;3;1;2;2;-;-;;;;4;0,4;203;0;0
117;A80790;To;Beinasco;2;LASTRE;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;3;200;5;;;1;5;1;;1;1;20;3;0.05;4;2;-;-;;;;4;0,4;203;0;0
117;A81316;To;Beinasco;2;LASTRE;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;3;300;5;;;1;5;1;;1;1;20;3;0.1;4;2;-;-;;;;4;0,4;203;0;0
117;A81317;To;Beinasco;2;LASTRE;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;3;300;5;;;1;5;1;;1;1;20;3;0.1;4;2;-;-;;;;4;0,4;203;0;0
117;B82891;To;Grugliasco;2;LASTRE;SCUOLA;1;2,5;1;2,5;15;;;1;1;1;2;5;2000;8;;;1;5;1;;1;1;20;3;0.05;4;10;-;-;;;;4;0,4;367;0;0
117;B86278;To;Grugliasco;2;LASTRE;EDIFICIO INDUSTRIALE;1;1;1;2,5;15;;;1;1;1;2;5;1000;8;;;1;5;1;;1;1;20;3;0.2;4;2;-;-;;;;4;0,4;245;0;0
117;B86279;To;Grugliasco;2;LASTRE;EDIFICIO INDUSTRIALE;1;1;1;2,5;15;;;1;1;1;2;5;1000;8;;;1;5;1;;1;1;20;3;0.2;4;2;-;-;;;;4;0,4;245;0;0
117;B86280;To;Grugliasco;2;LASTRE;MAGAZZINO INDUSTRIALE;1;1;1;1;15;;;1;1;1;2;5;1200;8;;;1;5;1;;1;1;20;3;0.2;4;2;Confinamento;-;;;;5;0,3;129;0;0
117;B86281;To;Grugliasco;2;LASTRE;EDIFICIO INDUSTRIALI;1;1;1;2,5;15;;;1;1;1;2;5;1100;8;;;1;5;1;;1;1;20;3;0.2;4;2;-;-;;;;4;0,4;245;0;0
117;B86970;To;Collegno;2;LASTRE;MAGAZZINO EDIFICIO COMMERCIALE;1;1;1;2,5;15;;;1;1;1;2;5;3500;8;;;1;5;1;;1;1;20;3;0.05;4;2;-;-;;;;4;0,4;245;0;0
117;B86973;To;Collegno;2;LASTRE;EDIFICIO INDUSTRIALE;1;1;1;2,5;15;;;1;1;1;2;9;11000;8;;;1;5;1;;1;1;20;3;0.2;4;2;-;-;;;;4;0,4;262;0;0
117;B86974;To;Collegno;2;LASTRE;EDIFICIO INDUSTRIALE;1;1;1;2,5;15;;;1;1;1;2;9;11000;8;;;1;5;1;;1;1;20;3;0.2;4;2;-;-;;;;4;0,4;262;0;0
117;B86980;To;Collegno;2;LASTRE;UFFICI EDIFICIO INDUSTRIALE;1;1;1;2,5;10;;;1;1;1;2;9;11000;5;;;1;5;1;;1;1;20;3;0.2;4;2;-;-;;;;4;0,4;229;0;0
117;B86991;To;Grugliasco;2;LASTRE;SCUOLA;1;2,5;1;2,5;10;;;1;1;1;2;9;15500;8;;;1;5;1;;1;1;20;3;0.1;4;10;-;-;;;;4;0,4;363;0;0
117;B88987;To;Grugliasco;2;LASTRE;SCUOLA;1;2,5;1;2,5;10;;;1;1;1;2;9;17000;5;;;1;5;1;;1;1;20;3;0.1;4;10;-;-;;;;4;0,4;345;0;0
117;B88988;To;Grugliasco;2;LASTRE;SCUOLA;1;2,5;1;2,5;10;;;1;1;1;2;9;17000;8;;;1;5;1;;1;1;20;3;0.1;4;10;-;-;;;;4;0,4;363;0;0
117;B88989;To;Grugliasco;2;LASTRE;SCUOLA;1;2,5;1;2,5;15;;;1;1;1;2;9;17000;8;;;1;5;1;;1;1;20;3;0.1;4;10;-;-;;;;4;0,4;384;0;0
117;B88990;To;Grugliasco;2;LASTRE;SCUOLA;1;2,5;1;2,5;10;;;1;1;1;2;9;17000;5;;;1;5;1;;1;1;20;3;0.1;4;10;-;-;;;;4;0,4;345;0;0
117;B88992;To;Grugliasco;2;LASTRE;SCUOLA;1;2,5;1;2,5;10;;;1;1;1;2;9;15500;5;;;1;5;1;;1;1;20;3;0.1;4;10;-;-;;;;4;0,4;345;0;0
117;TOG00002;To;Orbassano;2;LASTRE;RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;3;400;5;;;1;5;1;;1;1;20;3;0.01;4;2;-;-;;;;4;0,4;203;0;0
117;TOG00003;To;Orbassano;2;LASTRE;TETTOIA  OFFICINA;1;1;1;1;10;;;1;1;1;2;5;2000;5;;;1;5;1;;1;1;20;3;0.5;4;2;-;-;;;;5;0,3;114;0;0
117;TOG00005;To;Orbassano;2;LASTRE;TETTOIA MAGAZZINO;1;1;1;2,5;10;;;1;1;1;2;3;100;5;;;1;5;1;;1;1;20;3;0.1;4;2;-;-;;;;4;0,4;203;0;0
117;TOG00006;To;Beinasco;2;LASTRE;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;3;200;5;;;1;5;1;;1;1;20;3;0.05;4;2;-;-;;;;4;0,4;203;0;0
117;TOG00009;To;Orbassano;2;LASTRE;EX EDIFICIO INDUSTRIALE;1;1;1;2,5;10;;;1;3;1;2;5;3000;5;;;1;30;1;;1;1;5;3;0.1;4;2;-;-;;;;4;0,4;393;0;0
117;TOG00010;To;Orbassano;2;LASTRE;EX EDIFICIO INDUSTRIALE;1;1;1;2,5;10;;;1;3;1;2;5;3000;5;;;1;30;1;;1;1;5;3;0.1;4;2;-;-;;;;4;0,4;393;0;0
117;TOG00011;To;Orbassano;2;LASTRE;EX EDIFICIO INDUSTRIALE;1;1;1;2,5;10;;;1;3;1;2;5;3000;5;;;1;30;1;;1;1;5;3;0.1;4;2;-;-;;;;4;0,4;393;0;0
117;07/MAPP/13 A;Bi;Biella - Chiavazza;2;Lastre ondulate;Asilo nido;1;2,5;2,5;1;15;;;10;1;1;2;5;2766;8;;;1;5;1;;1;1;20;1;;4;10;-;C Rimozione;;;;5;0,3;295;428098;5046803
117;10892;Al;Alessandria;2;LASTRE;;1;1;1;2,5;15;;;1;3;1;2;9;20175;8;;;1;5;1;;1;1;5;3;0.5;2;2;-;-;;;;4;0,4;335;0;0
117;10893;Al;Alessandria;2;LASTRE;ARTIGIANALE E DI SERVIZIO;1;1;1;2,5;10;;;1;1;1;2;3;300;5;;;1;5;1;;1;1;10;3;1;2;2;-;-;;;;4;0,4;154;0;0
117;10896;Al;Alessandria;2;LASTRE;ARTIGIANALE E DI SERVIZIO;1;1;1;2,5;15;;;1;1;1;2;5;2800;8;;;1;5;1;;1;1;10;3;1;2;2;-;-;;;;4;0,4;196;0;0
117;10916;Al;Alessandria;2;LASTRE;DI SERVIZIO;1;2,5;1;2,5;15;;;1;1;1;2;9;500000;8;;;1;5;1;;1;1;10;3;1;2;2;-;-;;;;4;0,4;272;0;0
117;10930;Al;Alessandria;2;LASTRE TETTO;impianto ricreativo;1;1;2,5;2,5;15;;;1;1;1;2;9;14000;8;;;1;5;1;;1;1;10;3;0.5;2;2;-;-;;;;3;0,7;483;0;0
117;10931;Al;Alessandria;2;LASTRE TETTO;impianto ricreativo;1;1;2,5;2,5;15;;;1;1;1;2;9;14000;8;;;1;5;1;;1;1;10;3;0.5;2;2;-;-;;;;3;0,7;483;0;0
117;10937;Al;Alessandria;2;Lastre ondulate;RESIDENZIALE-DEPOSITO IN ABBANDONO;1;1;2,5;2,5;10;;;1;3;1;2;5;4000;5;;;1;30;1;;1;1;5;5;0;4;2;-;-;;;;3;0,7;1048;0;0
117;10938;Al;Alessandria;2;Lastre ondulate;RESIDENZIALE-DEPOSITO IN ABBANDONO;1;1;2,5;2,5;10;;;1;3;1;2;5;4000;5;;;1;30;1;;1;1;5;5;0;4;2;-;-;;;;3;0,7;1048;0;0
117;10944;Al;Alessandria;2;Lastre ondulate;DEPOSITO-ESPOSIZIONE;1;1;2,5;2,5;10;;;1;1;1;2;5;700;5;;;1;5;1;;1;1;10;5;0;4;2;-;-;;;;3;0,7;482;0;0
117;10945;Al;Alessandria;2;LASTRE;ARTIGIANALE E DI SERVIZIO;1;1;1;2,5;15;;;1;1;1;2;5;2800;8;;;1;5;1;;1;1;10;3;1;2;2;-;-;;;;4;0,4;196;0;0
117;10955;Al;Alessandria;2;Lastre ondulate;RESIDENZIALE-DEPOSITO IN ABBANDONO;1;1;2,5;2,5;10;;;1;3;1;2;5;4000;5;;;1;30;1;;1;1;5;5;0;4;2;-;-;;;;3;0,7;1048;0;0
117;10972;Al;Alessandria;2;Lastre ondulate;PALESTRA;1;2,5;2,5;2,5;10;;;1;1;1;2;3;300;5;;;1;5;1;;1;1;10;5;0;4;10;-;-;;;;2;0,8;788;0;0
117;10974;Al;Alessandria;2;LASTRE;EDIFICIO RESIDENZIALE;1;1;2,5;2,5;10;;;1;1;1;2;3;259;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;3;0,7;541;0;0
117;11486;Al;Alessandria;2;LASTRE;ARTIGIANALE E DI SERVIZIO;1;1;1;2,5;15;;;1;1;1;2;5;3700;8;;;1;5;1;;1;1;10;3;1;2;2;-;-;;;;4;0,4;196;0;0
117;11487;Al;Alessandria;2;LASTRE;;1;1;1;2,5;15;;;1;1;1;2;9;16000;8;;;1;5;1;;1;1;10;5;0;4;2;-;-;;;;4;0,4;272;0;0
117;11495;Al;Alessandria;2;LASTRE;ARTIGIANALE E DI SERVIZIO;1;1;1;2,5;15;;;1;1;1;2;5;4500;8;;;1;5;1;;1;1;10;3;1;2;2;-;-;;;;4;0,4;196;0;0
117;11497;Al;Alessandria;2;LASTRE;ARTIGIANALE E DI SERVIZIO;1;1;1;2,5;10;;;1;1;1;2;5;5000;5;;;1;5;1;;1;1;10;3;1;2;2;-;-;;;;4;0,4;163;0;0
117;11510;Al;Alessandria;2;LASTRE;;1;1;1;2,5;15;;;1;1;1;2;9;16000;8;;;1;5;1;;1;1;10;5;0;4;2;-;-;;;;4;0,4;272;0;0
117;11511;Al;Alessandria;2;LASTRE;;1;1;1;2,5;10;;;1;1;1;2;9;16000;5;;;1;5;1;;1;1;10;5;0;4;2;-;-;;;;4;0,4;238;0;0
117;11602;Al;Alessandria;2;LASTRE TETTO;EDIFICIO ARTIGIANALE-DEPOSITO;1;1;1;2,5;15;;;1;1;1;2;9;6000;8;;;1;5;1;;1;1;10;3;1;2;2;-;-;;;;4;0,4;213;0;0
117;11604;Al;Alessandria;2;LASTRE TETTO;EDIFICIO ARTIGIANALE;1;1;1;2,5;15;;;1;1;1;2;9;9000;8;;;1;5;1;;1;1;10;3;0.5;2;2;-;-;;;;4;0,4;213;0;0
117;11637;Al;Alessandria;2;LASTRE;EDIFICIO RESIDENZIALE/UFFICI PUBBLICA AMMINISTRAZIONE;1;1;2,5;2,5;10;;;1;1;1;2;5;542;8;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;3;0,7;578;0;0
117;11723;Al;Alessandria;2;LASTRE;DI SERVIZIO;1;2,5;1;2,5;10;;;1;1;1;2;9;500000;5;;;1;5;1;;1;1;10;3;0.2;2;2;-;-;;;;4;0,4;233;0;0
117;11748;Al;Alessandria;2;LASTRE;;1;1;1;2,5;15;;;1;3;1;2;9;20175;8;;;1;5;1;;1;1;5;3;0.5;2;2;-;-;;;;4;0,4;335;0;0
117;11751;Al;Alessandria;2;LASTRE;DI SERVIZIO;1;2,5;2,5;2,5;15;;;1;1;1;2;9;500000;8;;;1;5;1;;1;1;10;3;0.5;2;2;-;-;;;;2;0,8;671;0;0
117;11752;Al;Alessandria;2;LASTRE;DI SERVIZIO;1;2,5;2,5;2,5;10;;;1;1;1;2;9;500000;8;;;1;5;1;;1;1;10;3;0.5;2;2;-;-;;;;2;0,8;611;0;0
117;11764;Al;Alessandria;2;LASTRE;;1;1;1;2,5;15;;;1;3;1;2;5;3746;8;;;1;5;1;;1;1;5;3;0.5;2;2;-;-;;;;4;0,4;307;0;0
117;11765;Al;Alessandria;2;LASTRE;;1;1;1;2,5;10;;;1;3;1;2;5;3746;5;;;1;5;1;;1;1;5;3;0.5;2;2;-;-;;;;4;0,4;251;0;0
117;11779;Al;Alessandria;2;LASTRE;;1;1;1;2,5;15;;;1;3;1;2;5;3746;8;;;1;5;1;;1;1;5;3;0.5;2;2;-;-;;;;4;0,4;307;0;0
117;11781;Al;Alessandria;2;LASTRE;;1;1;1;2,5;15;;;1;3;1;2;5;3746;8;;;1;5;1;;1;1;5;3;0.5;2;2;-;-;;;;4;0,4;307;0;0
117;11785;Al;Alessandria;2;LASTRE;DI SERVIZIO;1;2,5;1;2,5;10;;;1;1;1;2;9;500000;5;;;1;5;1;;1;1;10;3;1;2;2;-;-;;;;4;0,4;233;0;0
117;11826;Al;Alessandria;2;LASTRE;DI SERVIZIO;1;2,5;1;2,5;10;;;1;1;1;2;9;500000;5;;;1;5;1;;1;1;10;3;0.2;2;2;-;-;;;;4;0,4;233;0;0
117;11841;Al;Alessandria;2;LASTRE;DI SERVIZIO;1;2,5;1;2,5;10;;;1;1;1;2;9;500000;5;;;1;5;1;;1;1;10;3;0.2;2;2;-;-;;;;4;0,4;233;0;0
117;11845;Al;Alessandria;2;LASTRE;EDIFICIO RESIDENZIALE;1;1;2,5;2,5;10;;;1;1;1;2;3;135;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;3;0,7;541;0;0
117;11858;Al;Alessandria;2;LASTRE;DI SERVIZIO;1;2,5;2,5;2,5;15;;;1;1;1;2;9;500000;8;;;1;5;1;;1;1;10;3;0.5;2;2;-;-;;;;2;0,8;671;0;0
117;11875;Al;Alessandria;2;LASTRE;EDIFICIO RESIDENZIALE;1;1;2,5;2,5;10;;;1;1;1;2;3;361;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;3;0,7;541;0;0
117;11876;Al;Alessandria;2;LASTRE;EDIFICIO COMMERCIALE;1;1;2,5;2,5;10;;;1;1;1;2;3;205;5;;;1;5;1;;1;1;10;5;0;4;2;-;-;;;;3;0,7;467;0;0
117;12011;Al;Alessandria;2;Lastre ondulate;RESIDENZIALE;1;1;2,5;2,5;15;;;1;1;1;2;5;700;8;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;3;0,7;630;0;0
117;12230;Al;Alessandria;2;LASTRE TETTO;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;9;30000;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;262;0;0
117;12231;Al;Alessandria;2;LASTRE TETTO;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;9;30000;8;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;275;0;0
117;12232;Al;Alessandria;2;LASTRE TETTO;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;9;30000;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;262;0;0
117;12233;Al;Alessandria;2;LASTRE TETTO;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;9;30000;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;262;0;0
117;12234;Al;Alessandria;2;LASTRE TETTO;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;9;30000;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;262;0;0
117;12235;Al;Alessandria;2;LASTRE TETTO;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;9;30000;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;262;0;0
117;12236;Al;Alessandria;2;LASTRE TETTO;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;9;30000;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;262;0;0
117;12237;Al;Alessandria;2;LASTRE TETTO;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;9;30000;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;262;0;0
117;12238;Al;Alessandria;2;LASTRE TETTO;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;9;30000;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;262;0;0
117;12239;Al;Alessandria;2;LASTRE TETTO;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;9;30000;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;262;0;0
117;12240;Al;Alessandria;2;LASTRE TETTO;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;9;30000;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;262;0;0
117;12266;Al;Alessandria;2;Lastre ondulate;OSPEDALE;1;2,5;2,5;2,5;10;;;1;1;1;2;9;10000;8;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;2;0,8;899;0;0
117;12267;Al;Alessandria;2;LASTRE TETTO;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;9;30000;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;262;0;0
117;12268;Al;Alessandria;2;LASTRE TETTO;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;9;30000;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;262;0;0
117;12269;Al;Alessandria;2;LASTRE TETTO;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;9;30000;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;262;0;0
117;12270;Al;Alessandria;2;LASTRE TETTO;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;9;30000;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;262;0;0
117;12271;Al;Alessandria;2;LASTRE TETTO;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;9;30000;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;262;0;0
117;12272;Al;Alessandria;2;LASTRE TETTO;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;9;30000;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;262;0;0
117;12278;Al;Alessandria;2;Lastre ondulate;OSPEDALE;1;2,5;2,5;2,5;15;;;1;1;1;2;9;10000;8;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;2;0,8;959;0;0
117;12279;Al;Alessandria;2;Lastre ondulate;OSPEDALE;1;2,5;2,5;2,5;15;;;1;1;1;2;9;10000;8;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;2;0,8;959;0;0
117;12280;Al;Alessandria;2;Lastre ondulate;OSPEDALE;1;2,5;2,5;2,5;10;;;1;1;1;2;9;10000;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;2;0,8;863;0;0
117;12282;Al;Alessandria;2;LASTRE TETTO;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;9;30000;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;262;0;0
117;12283;Al;Alessandria;2;LASTRE TETTO;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;9;30000;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;262;0;0
117;12284;Al;Alessandria;2;LASTRE TETTO;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;9;30000;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;262;0;0
117;12289;Al;Alessandria;2;LASTRE TETTO;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;9;30000;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;262;0;0
117;12290;Al;Alessandria;2;LASTRE TETTO;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;9;30000;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;262;0;0
117;12291;Al;Alessandria;2;LASTRE TETTO;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;9;30000;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;262;0;0
117;12292;Al;Alessandria;2;LASTRE TETTO;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;9;30000;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;262;0;0
117;12293;Al;Alessandria;2;LASTRE TETTO;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;9;30000;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;262;0;0
117;12294;Al;Alessandria;2;LASTRE TETTO;EDIFICIO RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;9;30000;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;262;0;0
117;12355;Al;Alessandria;2;Lastre ondulate;EDIFICIO ARTIGIANALE (AUTO OFFICINA);1;1;1;2,5;10;;;1;1;1;2;5;2300;5;;;1;5;1;;1;1;10;5;0;4;2;-;-;;;;4;0,4;221;0;0
117;12357;Al;Alessandria;2;Lastre ondulate;AUTOFFICINA;1;1;1;2,5;10;;;1;1;1;2;5;2300;5;;;1;5;1;;1;1;10;5;0;4;2;-;-;;;;4;0,4;221;0;0
117;12358;Al;Alessandria;2;Lastre ondulate;ESPOSIZIONE-AUTOFFICINA;1;1;1;2,5;15;;;1;1;1;2;5;2200;8;;;1;5;1;;1;1;10;5;0;4;2;-;-;;;;4;0,4;255;0;0
117;12359;Al;Alessandria;2;Lastre ondulate;;1;1;2,5;2,5;10;;;1;1;1;2;5;1500;8;;;1;5;1;;1;1;10;5;0;4;2;-;-;;;;3;0,7;504;0;0
117;12360;Al;Alessandria;2;Lastre ondulate;;1;1;2,5;2,5;10;;;1;1;1;2;5;1500;5;;;1;5;1;;1;1;10;5;0;4;2;-;-;;;;3;0,7;482;0;0
117;12361;Al;Alessandria;2;Lastre ondulate;AUTOFFICINA ED ESPOSIZIONE;1;1;1;2,5;10;;;1;1;1;2;5;2200;5;;;1;5;1;;1;1;10;5;0;4;2;-;-;;;;4;0,4;221;0;0
117;12370;Al;Alessandria;2;Lastre ondulate;RESIDENZIALE;1;1;1;2,5;10;;;1;1;1;2;5;500;8;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;4;0,4;258;0;0
117;12385;Al;Alessandria;2;LASTRE;;1;1;1;2,5;10;;;1;1;1;2;9;10000;5;;;1;5;1;;1;1;10;5;0;4;2;-;-;;;;4;0,4;238;0;0
117;12386;Al;Alessandria;2;LASTRE;;1;1;1;2,5;10;;;1;1;1;2;9;10000;5;;;1;5;1;;1;1;10;5;0;4;2;-;-;;;;4;0,4;238;0;0
117;12387;Al;Alessandria;2;LASTRE;;1;1;1;2,5;10;;;1;1;1;2;9;10000;5;;;1;5;1;;1;1;10;5;0;4;2;-;-;;;;4;0,4;238;0;0
117;12388;Al;Alessandria;2;LASTRE;;1;1;1;2,5;10;;;1;1;1;2;9;10000;8;;;1;5;1;;1;1;10;5;0;4;2;-;-;;;;4;0,4;251;0;0
117;12389;Al;Alessandria;2;LASTRE;;1;1;1;2,5;10;;;1;1;1;2;9;10000;5;;;1;5;1;;1;1;10;5;0;4;2;-;-;;;;4;0,4;238;0;0
117;12390;Al;Alessandria;2;LASTRE;;1;1;1;2,5;10;;;1;1;1;2;9;10000;5;;;1;5;1;;1;1;10;5;0;4;2;-;-;;;;4;0,4;238;0;0
117;12391;Al;Alessandria;2;LASTRE;;1;1;1;2,5;10;;;1;1;1;2;9;10000;5;;;1;5;1;;1;1;10;5;0;4;2;-;-;;;;4;0,4;238;0;0
117;12392;Al;Alessandria;2;Lastre ondulate;RESIDENZIALE-UFFICI;1;1;1;1;10;;;1;1;1;2;3;225;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;5;0,3;125;0;0
117;12405;Al;Alessandria;2;LASTRE;EDIFICIO DI SERVIZIO/DEPOSITO;1;1;2,5;2,5;15;;;1;1;1;2;9;14322;8;;;1;5;1;;1;1;10;5;0;4;2;-;-;;;;3;0,7;586;0;0
117;12406;Al;Alessandria;2;LASTRE;EDIFICIO RESIDENZIALE;1;1;2,5;2,5;10;;;1;1;1;2;5;550;8;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;3;0,7;578;0;0
117;12407;Al;Alessandria;2;LASTRE;EDIFICIO RESIDENZIALE;1;1;2,5;2,5;10;;;1;1;1;2;3;376;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;3;0,7;541;0;0
117;12408;Al;Alessandria;2;LASTRE;EDIFICIO RESIDENZIALE;1;1;2,5;2,5;15;;;1;1;1;2;5;725;8;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;3;0,7;630;0;0
117;12431;Al;Alessandria;2;LASTRE TETTO;;1;1;1;2,5;15;;;1;1;1;2;5;3600;8;;;1;5;1;;1;1;10;3;1;2;2;-;-;;;;4;0,4;196;0;0
117;12433;Al;Alessandria;2;Lastre ondulate;RESIDENZIALE;1;1;2,5;2,5;10;;;1;1;1;2;3;220;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;3;0,7;541;0;0
117;12448;Al;Alessandria;2;LASTRE;EDIFICIO RESIDENZIALE;1;1;2,5;2,5;10;;;1;1;1;2;3;451;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;3;0,7;541;0;0
117;12465;Al;Alessandria;2;LASTRE;EDIFICIO RESIDENZIALE;1;1;2,5;2,5;10;;;1;1;1;2;3;418;5;;;1;5;1;;1;1;20;5;0;4;2;-;-;;;;3;0,7;541;0;0
