Id_Regione;Id_Unità;Provincia;Comune;Categoria;Tipologia;Descrizione materiali;A - Friabilità;B - Uso pubblico;C - Accessibilità;D - Presenza di confinamento;I1 - Quantità di materiale stimato;Peso stimato friabile (kg);Peso stimato compatto (kg);I2 - Presenza di un programma di manutenzione e controllo;I3 - Attività;I4 - Presenza di cause che creano o favoriscono la dispersione di fibre;I5 - Concentrazione di fibre aerodisperse (ff/l);I6 - Area di estensione del sito (m2);Effettiva area perimetrale (m2);I7 - Superficie esposta allaria;Effettiva superficie con amianto friabile (m2);Effettiva superficie con amianto compatto (m2);I8 - Coinvolgimento del sito in lavori di urbanizzazione;I9 - Stato di conservazione delle strutture;I10 - Tempo trascorso dalla dismissione (anni);Data dismissione (gg-mm-aaaa);I11 - Tipologia di amianto presente;I12 - Dati epidemiologici;I13 - Frequenza di utilizzo;I14 - Distanza dal centro urbano(m);Distanza dal centro urbano (km);I15 - Densità di popolazione;I16 - Età media dei soggetti frequentatori (anni);Tipo di bonifica;Tipo di intervento;Costi totali stimati dell’intervento (€);Fondi locali/regionali assegnati;Fondi da richiedere;Classe di priorità;Coefficiente di priorità;Punteggio mappatura;Coordinate X (WGS84-UTM fuso 32);Coordinate Y (WGS84-UTM fuso 32)
113;318;BZ;BOLZANO;1;Edifici artigianali e di servizi;copertura;1;1;1;2,5;10;;8500;1;1;1;2;5;;5;0;500;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;221,4;678682;5150423
113;319;BZ;BOLZANO;1;Edifici artigianali e di servizi;copertura;1;1;1;1;10;;9350;1;1;1;2;5;;8;0;550;1;5;1;;1;1;10;5;0;4;2;C;C;8247;0;8247;5;0,3;116,1;678834;5150490
113;320;BZ;BOLZANO;1;Edifici artigianali e di servizi;copertura;1;1;1;1;15;;13600;1;3;1;2;5;;8;0;800;1;30;3;;1;1;5;5;0;4;2;C;C;11995;0;11995;5;0,3;274,5;678936;5150601
113;322;BZ;BOLZANO;1;Edifici artigianali e di servizi;copertura;1;1;1;1;10;;7140;1;1;1;2;3;;5;0;420;1;5;1;;1;1;10;5;0;4;2;C;C;6297;0;6297;5;0,3;107,1;679223;5150729
113;323;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;5950;1;1;1;2;3;;5;0;350;1;30;1;;1;1;10;5;0;4;2;C;C;5248;0;5248;5;0,3;152,1;679262;5150710
113;326;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;3400;1;1;1;2;3;;5;0;200;1;30;1;;1;1;10;5;0;4;2;C;C;2999;0;2999;5;0,3;152,1;679240,56;5150639,41
113;329;BZ;BOLZANO;1;Edifici artigianali e di servizi;copertura;1;1;1;2,5;15;;17000;1;1;1;2;5;;8;0;1000;1;5;1;;1;1;10;5;0;4;2;A;;14994;0;14994;4;0,4;255;679078;5150359
113;330;BZ;BOLZANO;1;Edifici artigianali e di servizi;copertura;1;1;1;1;10;;6290;1;1;1;2;3;;5;0;370;1;30;1;;1;1;10;5;0;4;2;C;C;5548;0;5548;5;0,3;152,1;679255;5150508
113;331;BZ;BOLZANO;1;Edifici artigianali e di servizi;copertura;1;1;1;1;10;;3910;1;1;1;2;3;;5;0;230;1;30;1;;1;1;10;5;0;4;2;C;C;3449;0;3449;5;0,3;152,1;679228;5150517
113;332;BZ;BOLZANO;1;Edifici artigianali e di servizi;copertura;1;1;1;1;10;;6800;1;1;1;2;3;;5;0;400;1;30;1;;1;1;10;5;0;4;2;C;C;5998;0;5998;5;0,3;152,1;679257;5150531
113;333;BZ;BOLZANO;1;Edifici artigianali e di servizi;copertura;1;1;1;2,5;10;;8500;1;1;1;2;5;;5;0;500;1;30;1;;1;1;10;5;0;4;2;A;;7497;0;7497;4;0,4;281,4;679288;5150525
113;334;BZ;BOLZANO;1;Edifici artigianali e di servizi;copertura;1;1;1;2,5;10;;1870;1;1;1;2;3;;5;0;110;1;30;1;;1;1;10;5;0;4;2;A;;1649;0;1649;4;0,4;273;679285;5150546
113;335;BZ;BOLZANO;1;Edifici artigianali e di servizi;copertura;1;1;1;2,5;10;;1700;1;1;1;2;3;;5;0;100;1;30;1;;1;1;10;5;0;4;2;A;;1499;0;1499;4;0,4;273;679297;5150528
113;336;BZ;BOLZANO;1;Edifici industriali e loro pertinenze;copertura;1;1;1;1;15;;119000;1;1;1;2;9;;10;0;7000;1;30;1;;1;1;10;5;0;4;2;C;C;104958;0;104958;5;0,3;180,9;679268;5150483
113;337;BZ;BOLZANO;1;Edifici artigianali e di servizi;copertura;1;1;2,5;1;15;;42500;1;1;1;2;5;;8;0;2500;1;5;1;;1;1;10;5;0;4;2;C;C;37485;0;37485;5;0,3;172,4;681574;5152407
113;338;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;2,5;1;10;;4250;1;1;1;2;3;;5;0;250;1;5;1;;1;1;10;5;0;4;2;C;C;3749;0;3749;5;0,3;147,6;680640;5152876
113;339;BZ;BOLZANO;1;Edifici artigianali e di servizi;copertura;1;1;1;1;10;;1190;1;1;1;2;3;;5;0;70;1;5;1;;1;1;10;5;0;4;2;C;C;1050;0;1050;5;0,3;107,1;681307;5152420
113;340;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;2890;1;1;1;2;3;;5;0;170;1;30;1;;1;1;10;5;0;4;2;C;C;2549;0;2549;5;0,3;152,1;681236;5152310
113;341;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;850;1;1;1;2;3;;5;0;50;1;30;1;;1;1;10;5;0;4;2;C;C;750;0;750;5;0,3;152,1;681226;5152306
113;343;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;2040;1;1;1;2;3;;5;0;120;1;30;1;;1;1;10;5;0;4;2;C;C;1799;0;1799;5;0,3;152,1;680923;5152254
113;345;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;2550;1;1;1;2;3;;5;0;150;1;30;1;;1;1;10;5;0;4;2;C;C;2249;0;2249;5;0,3;152,1;678821;5152454
113;346;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;4250;1;1;1;2;3;;5;0;250;1;30;1;;1;1;10;5;0;4;2;C;C;3749;0;3749;5;0,3;152,1;678829;5152475
113;347;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;2550;1;1;1;2;3;;5;0;150;1;30;1;;1;1;10;5;0;4;2;C;C;2249;0;2249;5;0,3;152,1;678819;5152485
113;348;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;1700;1;1;1;2;3;;5;0;100;1;30;1;;1;1;10;5;0;4;2;C;C;1499;0;1499;5;0,3;152,1;678819;5152469
113;349;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;6800;1;1;1;2;3;;5;0;400;1;30;1;;1;1;10;5;0;4;2;C;C;5998;0;5998;5;0,3;152,1;679605;5152660
113;350;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;5100;1;1;1;2;3;;5;0;300;1;30;1;;1;1;10;5;0;4;2;C;C;4498;0;4498;5;0,3;152,1;679625;5152648
113;351;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;5100;1;1;1;2;3;;5;0;300;1;30;1;;1;1;10;5;0;4;2;C;C;4498;0;4498;5;0,3;152,1;679564;5152395
113;352;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;3400;1;1;1;2;3;;5;0;200;1;30;1;;1;1;10;5;0;4;2;C;C;2999;0;2999;5;0,3;152,1;679619;5152412
113;353;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;3400;1;1;1;2;3;;5;0;200;1;30;1;;1;1;10;5;0;4;2;C;C;2999;0;2999;5;0,3;152,1;679607;5152424
113;354;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;6800;1;1;1;2;3;;5;0;400;1;30;1;;1;1;10;5;0;4;2;C;C;5998;0;5998;5;0,3;152,1;679591;5152385
113;355;BZ;BOLZANO;1;Edifici artigianali e di servizi;copertura;1;1;1;2,5;15;;15300;1;1;1;2;5;;8;0;900;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;255;679121;5152108
113;356;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;5950;1;1;1;2;3;;5;0;350;1;30;1;;1;1;10;5;0;4;2;C;C;5248;0;5248;5;0,3;152,1;679520;5151869
113;1088;BZ;SELVA DI VAL GARDENA;2;Edifici residenziali;copertura;1;1;1;2,5;10;;850;1;1;1;2;3;;5;0;50;1;30;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;273;709369;5160051
113;1089;BZ;ORTISEI;2;Edifici residenziali;copertura;1;1;1;1;10;;850;1;1;1;2;3;;5;0;50;1;30;1;;1;1;10;5;0;4;2;C;C;750;0;750;5;0,3;152,1;704246;5161222
113;1091;BZ;CASTELROTTO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;2550;1;1;1;2;3;;5;0;150;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;696269;5160485
113;1092;BZ;CASTELROTTO;2;Edifici residenziali;copertura;1;1;1;1;10;;2550;1;1;1;2;3;;5;0;150;1;30;1;;1;1;10;5;0;4;2;C;C;2249;0;2249;5;0,3;152,1;695962;5159685
113;1093;BZ;CASTELROTTO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;5100;1;1;1;2;3;;5;0;300;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;696079;5160439
113;1096;BZ;CORNEDO ALL ISARCO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;850;1;1;1;2;3;;5;0;50;1;5;1;;1;1;10;3;0,78;2;2;;;;0;;4;0,4;154,2;690726;5150778
113;1097;BZ;MAREBBE;2;Edifici residenziali;copertura;1;1;1;2,5;10;;1360;1;1;1;2;3;;5;0;80;1;30;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;273;719932;5177744
113;1099;BZ;MAREBBE;2;Edifici residenziali;copertura;1;1;1;2,5;5;;340;1;1;1;2;3;;5;0;20;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;192;718555;5175746
113;1111;BZ;LAION;2;Edifici residenziali;copertura;1;1;1;2,5;10;;5610;1;1;1;2;3;;5;0;330;1;5;1;;1;1;10;3;0;2;2;;;;0;;4;0,4;154,2;696732;5163963
113;1113;BZ;LAION;2;Edifici residenziali;copertura;1;1;1;2,5;10;;5100;1;1;1;2;3;;5;0;300;1;5;1;;1;1;10;3;0,2;2;2;;;;0;;4;0,4;154,2;700834;5163587
113;1118;BZ;GAIS;2;Edifici residenziali;copertura;1;1;1;1;10;;5100;1;1;1;2;5;;5;;300;1;5;1;;1;1;10;5;0;4;2;C;C;4498;0;4498;5;0,3;110,7;724889;5190825
113;1123;BZ;MERANO;2;Edifici residenziali;balcone;1;1;1;2,5;5;;300;1;1;1;2;5;;5;0;;1;5;1;;1;1;10;5;0;4;2;;;265;0;265;4;0,4;200,4;665345;5170380
113;1087;BZ;SELVA DI VAL GARDENA;2;Edifici residenziali;copertura;1;1;1;2,5;10;;1700;1;1;1;2;3;;5;0;100;1;30;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;273;709204;5159806
113;1333;BZ;MERANO;2;Edifici residenziali;camino;1;1;1;2,5;5;;170;1;1;1;2;3;;5;0;;1;5;1;;1;1;10;5;0;4;2;;;150;0;150;4;0,4;192;665811;5169286
113;1334;BZ;ULTIMO;1;Altro;altro;1;1;1;2,5;5;;100;1;1;1;2;5;;5;0;;1;5;1;;1;1;10;3;0;2;2;;;88;0;88;4;0,4;141,6;649911;5154562
113;1335;BZ;SCENA;2;Edifici residenziali;copertura interna;1;1;1;1;10;;5100;1;1;1;2;3;;5;0;300;1;30;1;;1;1;10;5;0;4;2;C;C;4498;0;4498;5;0,3;152,1;667353;5172715
113;1336;BZ;BOLZANO;2;Edifici residenziali;camino;1;1;1;1;5;;170;1;1;1;2;3;;5;0;;1;30;1;;1;1;5;5;0;4;2;C;C;150;0;150;5;0,3;134,1;680983;5152453
113;1337;BZ;BOLZANO;2;Edifici residenziali;pannelli;1;1;1;1;5;;200;1;1;1;2;5;;5;0;;1;30;1;;1;1;10;5;0;4;2;C;C;176;0;176;5;0,3;146,7;678870;5151498
113;1339;BZ;LANA;2;Edifici residenziali;copertura;1;1;1;2,5;10;;2890;1;1;1;2;3;;5;0;170;1;30;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;273;664139;5164898
113;1340;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;850;1;1;1;2;3;;5;;50;1;5;1;;1;1;10;5;0;4;2;;;750;0;750;4;0,4;213;678658,73;5152216,71
113;1341;BZ;RODENGO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;850;1;1;1;2;3;;5;0;50;1;30;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;273;705348;5183678
113;1342;BZ;MERANO;2;Edifici residenziali;pannelli;1;1;1;1;5;;200;1;1;1;2;;;5;0;;1;30;1;;1;1;10;5;0;4;2;C;C;176;0;176;5;0,3;143,1;664926;5171025
113;1343;BZ;ORTISEI;2;Edifici residenziali;pavimento;1;1;1;2,5;5;;200;1;1;1;2;3;;5;0;;1;5;1;;1;1;10;3;0;2;2;;;176;0;176;4;0,4;133,2;703223;5161393
113;1344;BZ;CASTELROTTO;2;Edifici residenziali;camino;1;1;1;1;5;;170;1;1;1;2;3;;5;0;;1;30;1;;1;1;5;5;0;4;2;C;C;150;0;150;5;0,3;134,1;696303;5157853
113;1345;BZ;ORA;2;Edifici residenziali;camino;1;1;1;1;5;;170;1;1;1;2;3;;5;0;;1;30;1;;1;1;5;5;0;4;2;C;C;150;0;150;5;0,3;134,1;677325;5135180
113;1346;BZ;BOLZANO;2;Edifici artigianali e di servizi;copertura;1;1;1;2,5;10;;850;1;1;1;2;5;;5;;50;1;5;1;;1;1;10;3;0;2;2;;;750;0;750;4;0,4;162,6;680774;5153297
113;1347;BZ;SARENTINO;2;Edifici residenziali;pannelli;1;1;1;1;5;;200;1;1;1;2;3;;5;0;;1;30;1;;1;1;10;3;0,61;2;2;C;C;176;0;176;5;0,3;117,9;681695;5165967
113;1348;BZ;BOLZANO;2;Edifici residenziali;pannelli;1;1;1;1;5;;200;1;1;1;2;3;;5;0;;1;30;1;;1;1;10;5;0;4;2;C;C;176;0;176;5;0,3;143,1;679652;5152362
113;1349;BZ;SANTA CRISTINA VALGARDENA;2;Edifici residenziali;copertura;1;1;1;2,5;10;;4250;1;1;1;2;3;;5;0;250;1;5;1;;1;1;10;3;0;2;2;;;;0;;4;0,4;154,2;706136;5160500
113;1350;BZ;CASTELROTTO;2;Edifici residenziali;pannelli;1;1;1;1;5;;200;1;1;1;2;3;;5;0;;1;30;1;;1;1;10;1;2,81;2;2;C;C;176;0;176;5;0,3;110,7;703684;5157072
113;1351;BZ;BRUNICO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;1700;1;1;1;2;3;;5;;100;1;5;1;;1;1;10;3;0;2;2;A;;1499;0;1499;4;0,4;154,2;726647,4;5184518,43
113;1352;BZ;VARNA;2;Edifici residenziali;pannelli;1;1;1;1;5;;200;1;1;1;2;3;;5;0;;1;30;1;;1;1;10;5;0;4;2;C;C;176;0;176;5;0,3;143,1;701407;5179569
113;1353;BZ;PRATO ALLO STELVIO;2;Edifici residenziali;copertura;1;1;1;1;10;;4250;1;1;1;2;3;;5;0;250;1;30;1;;1;1;10;5;0;4;2;C;C;3749;0;3749;5;0,3;152,1;621788;5163749
113;1354;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;3060;1;1;1;2;3;;5;0;180;1;30;1;;1;1;10;5;0;4;2;C;C;2699;0;2699;5;0,3;152,1;680096;5153131
113;1355;BZ;POSTAL;2;Edifici artigianali e di servizi;pannelli;1;1;1;2,5;5;;200;1;1;1;2;5;;5;0;;1;5;1;;1;1;10;3;0;2;2;;;176;0;176;4;0,4;141,6;667192;5163877
113;1356;BZ;MERANO;2;Edifici residenziali;pannelli;1;1;1;1;5;;200;1;1;1;2;3;;5;0;;1;30;1;;1;1;10;5;0;4;2;C;C;176;0;176;5;0,3;143,1;665792;5170578
113;1357;BZ;NOVA PONENTE;2;Edifici residenziali;copertura;1;1;1;2,5;15;;11900;1;1;1;2;5;;8;;700;1;5;1;;1;1;10;5;0;4;2;;;10496;0;10496;4;0,4;255;686466;5142953
113;1358;BZ;POSTAL;2;Edifici artigianali e di servizi;copertura;1;1;1;2,5;15;;22100;1;1;1;2;5;;8;;1300;1;5;1;;1;1;10;3;0;2;2;;;19492;0;19492;4;0,4;196,2;667181,02;5163899,77
113;1359;BZ;APPIANO SULLA STRADA DEL VINO;2;Edifici residenziali;copertura;1;1;1;1;15;;15300;1;1;1;2;5;;8;0;900;1;30;1;;1;1;10;5;0;4;2;C;C;13495;0;13495;5;0,3;170,1;673913;5147644
113;1360;BZ;TERMENO S.S.D. VINO;2;Edifici residenziali;copertura;1;1;1;1;15;;17000;1;1;1;2;3;;8;0;1000;1;30;1;;1;1;10;3;0,36;2;2;C;C;14994;0;14994;5;0,3;141,3;672775;5132972
113;1361;BZ;VADENA;2;Edifici residenziali;copertura;1;1;1;2,5;10;;1020;1;1;1;2;5;;5;;60;1;5;1;;1;1;10;3;0;2;2;;;900;0;900;4;0,4;162,6;677835;5142631
113;1362;BZ;FALZES;2;Edifici residenziali;pannelli;1;1;1;1;5;;200;1;1;1;2;3;;5;0;;1;30;1;;1;1;10;5;0;4;2;C;C;176;0;176;5;0,3;143,1;719760;5188158
113;1363;BZ;APPIANO SULLA STRADA DEL VINO;2;Edifici residenziali;sfiato;1;1;1;1;5;;170;1;1;1;2;5;;5;0;;1;30;1;;1;1;10;5;0;4;2;C;C;150;0;150;5;0,3;146,7;673538;5147088
113;1364;BZ;APPIANO SULLA STRADA DEL VINO;2;Edifici residenziali;sfiato;1;1;1;1;5;;170;1;1;1;2;5;;5;0;;1;30;1;;1;1;10;5;0;4;2;C;C;150;0;150;5;0,3;146,7;673545;5147067
113;1365;BZ;BRESSANONE;2;Edifici residenziali;copertura;1;1;1;1;15;;45900;1;1;1;2;5;;8;0;2700;1;30;1;;1;1;10;5;0;4;2;C;C;40484;0;40484;5;0,3;170,1;701470;5173688
113;1366;BZ;VADENA;2;Edifici residenziali;pannelli;1;1;1;1;5;;200;1;1;1;2;3;;5;0;;1;30;1;;1;1;10;3;0,45;2;2;C;C;176;0;176;5;0,3;117,9;677702;5143039
113;1367;BZ;FIE  ALLO SCILIAR;2;Edifici residenziali;camino;1;1;1;1;5;;170;1;1;1;2;3;;5;0;;1;30;1;;1;1;5;5;0;4;2;C;C;150;0;150;5;0,3;134,1;691842;5154613
113;1368;BZ;NATURNO;2;Edifici residenziali;pannelli;1;1;1;1;5;;200;1;1;1;2;3;;5;0;;1;30;1;;1;1;10;5;0;4;2;C;C;176;0;176;5;0,3;143,1;653199;5168179
113;1369;BZ;BOLZANO;2;Altro;copertura;1;1;1;2,5;15;;10710;1;1;1;2;5;;8;;630;1;5;1;;1;1;10;5;0;4;2;;;9446;0;9446;4;0,4;255;678366;5149375
113;1370;BZ;MERANO;2;Edifici residenziali;pannelli;1;1;1;1;5;;200;1;1;1;2;3;;5;0;;1;30;1;;1;1;10;5;0;4;2;C;C;176;0;176;5;0,3;143,1;665653;5169681
113;1371;BZ;SARENTINO;2;Edifici residenziali;guarnizione;1;1;1;1;5;;10;1;1;1;2;3;;5;0;;1;30;1;;1;1;10;5;0;4;2;C;C;9;0;9;5;0,3;143,1;680290;5168019
113;1372;BZ;BOLZANO;1;Edifici artigianali e di servizi;copertura;1;1;1;2,5;15;;30600;1;1;1;2;5;;8;;1800;1;5;1;;1;1;10;5;0;4;2;;;26989;0;26989;4;0,4;255;678976;5148759
113;1373;BZ;MERANO;2;Edifici residenziali;pannelli;1;1;1;1;5;;200;1;1;1;2;3;;5;0;;1;30;1;;1;1;10;5;0;4;2;C;C;176;0;176;5;0,3;143,1;664595;5171667
113;1374;BZ;BRONZOLO;2;Edifici residenziali;pannelli;1;1;1;2,5;5;;;1;1;1;2;3;;5;0;;1;30;1;;1;1;10;3;0,11;2;2;;;;0;;4;0,4;193,2;678319;5142126
113;1375;BZ;VIPITENO;2;Edifici residenziali;copertura;1;1;1;1;15;;25500;1;1;1;2;3;;8;0;1500;1;30;1;;1;1;10;5;0;4;2;C;C;22491;0;22491;5;0,3;166,5;684387;5195384
113;1152;BZ;EGNA;1;Edifici industriali e loro pertinenze;copertura;1;1;1;2,5;10;;8500;1;1;1;2;9;;5;0;500;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;238,2;672504;5127354
113;1155;BZ;BOLZANO;2;Altro;copertura;1;1;1;2,5;5;;310;1;1;1;2;3;;5;0;310;1;5;1;;1;1;10;5;0;4;2;A;;273;0;273;4;0,4;192;679378;5151569
113;1156;BZ;EGNA;2;Edifici residenziali;copertura;1;1;1;2,5;10;;5950;1;1;1;2;5;;5;0;350;1;30;1;;1;1;10;3;0;2;2;;;;0;;4;0,4;222,6;676177;5131605
113;1157;BZ;EGNA;2;Edifici residenziali;copertura;1;1;1;2,5;15;;10200;1;1;1;2;5;;8;0;600;1;5;1;;1;1;10;3;0;2;2;;;;0;;4;0,4;196,2;676183;5131584
113;1158;BZ;EGNA;2;Edifici residenziali;copertura;1;1;1;2,5;10;;3060;1;3;1;2;3;;5;0;180;1;5;3;;1;1;5;3;0;2;2;;;;0;;4;0,4;245;676250;5131584
113;1159;BZ;EGNA;1;Edifici artigianali e di servizi;copertura;1;1;1;2,5;10;;9860;1;1;1;2;5;;8;0;580;1;5;1;;1;1;10;3;0;2;2;;;;0;;4;0,4;175,2;676260;5131548
113;1161;BZ;ORA;2;Edifici residenziali;copertura;1;1;1;1;10;;3060;1;1;1;2;3;;5;0;180;1;5;1;;1;1;10;5;0;4;2;C;C;2699;0;2699;5;0,3;107,1;676571;5134756
113;1162;BZ;ORA;2;Edifici residenziali;copertura;1;1;1;1;10;;850;1;1;1;2;3;;5;0;50;1;5;1;;1;1;10;5;0;4;2;C;C;750;0;750;5;0,3;107,1;676580;5134739
113;1165;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;2,5;15;;25500;1;1;1;2;5;;8;0;1500;1;5;1;;1;1;10;3;0,1;2;2;;;;0;;4;0,4;196,2;676384;5150411
113;1168;BZ;VARNA;2;Edifici residenziali;copertura;1;1;1;2,5;10;;4590;1;1;1;2;5;;5;0;270;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;221,4;702304;5178822
113;1169;BZ;TERLANO;2;Edifici residenziali;copertura;1;1;1;1;15;;14450;1;1;1;2;3;;8;0;850;1;5;1;;1;1;10;5;0;4;2;C;C;12745;0;12745;5;0,3;121,5;673050;5154509
113;1170;BZ;TERLANO;2;Edifici residenziali;copertura;1;1;1;1;10;;7650;1;1;1;2;5;;5;0;450;1;5;1;;1;1;10;3;0;2;2;C;C;6747;0;6747;5;0,3;85,5;670033;5159631
113;1171;BZ;GARGAZZONE;2;Edifici residenziali;copertura;1;1;1;1;10;;5610;1;1;1;2;5;;5;0;330;1;5;1;;1;1;10;5;0;4;2;C;C;4948;0;4948;5;0,3;110,7;669132;5161230
113;1172;BZ;TERLANO;2;Edifici residenziali;copertura;1;1;1;2,5;15;;12580;1;1;1;2;5;;8;0;740;1;5;1;;1;1;10;3;0;2;2;;;;0;;4;0,4;196,2;673857;5153552
113;1174;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;5440;1;1;1;2;3;;5;0;320;1;30;1;;1;1;10;5;0;4;2;C;C;4798;0;4798;5;0,3;152,1;678941;5151564
113;1175;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;5950;1;1;1;2;3;;5;0;350;1;30;1;;1;1;10;5;0;4;2;C;C;5248;0;5248;5;0,3;152,1;678964;5151505
113;1176;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;5440;1;1;1;2;3;;5;0;320;1;30;1;;1;1;10;5;0;4;2;C;C;4798;0;4798;5;0,3;152,1;678929;5151527
113;1177;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;850;1;1;1;2;3;;5;0;50;1;30;1;;1;1;10;5;0;4;2;C;C;750;0;750;5;0,3;152,1;678710;5151596
113;1178;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;850;1;1;1;2;3;;5;0;50;1;30;1;;1;1;10;5;0;4;2;C;C;750;0;750;5;0,3;152,1;678714;5151590
113;1185;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;3400;1;1;1;2;3;;5;0;200;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;665264;5169702
113;1186;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;1360;1;1;1;2;3;;5;0;80;1;5;1;;1;1;10;5;0;4;2;C;C;1200;0;1200;5;0,3;107,1;678903;5152285
113;1187;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;2,5;1;10;;2890;1;1;1;2;3;;5;0;170;1;5;1;;1;1;10;5;0;4;2;C;C;2549;0;2549;5;0,3;147,6;678994;5152334
113;1188;BZ;BRENNERO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;3400;1;1;1;2;3;;5;0;200;1;30;1;;1;1;10;5;0;4;2;A;;2999;0;2999;4;0,4;273;686179;5201163
113;1189;BZ;MALLES VENOSTA;2;Edifici residenziali;copertura;1;1;1;2,5;10;;3400;1;3;1;2;3;;5;0;200;1;5;3;;1;1;5;5;0;4;2;;;;0;;4;0,4;343;618071;5172026
113;1191;BZ;MALLES VENOSTA;2;Edifici residenziali;copertura;1;1;1;2,5;10;;3400;1;1;1;2;3;;5;0;200;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;618067;5171962
113;1195;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;6290;1;1;1;2;3;;5;0;370;1;30;1;;1;1;10;3;0,74;2;2;C;C;5548;0;5548;5;0,3;126,9;677894;5148132
113;1196;BZ;BOLZANO;1;Edifici artigianali e di servizi;copertura;1;1;1;2,5;10;;7820;1;1;1;2;3;;5;0;460;1;5;1;;1;1;10;3;0,79;2;2;;;;0;;4;0,4;154,2;678072;5148006
113;1197;BZ;BOLZANO;1;Edifici artigianali e di servizi;copertura;1;1;1;2,5;15;;17000;1;1;1;2;5;;8;0;1000;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;255;678927;5148818
113;1198;BZ;ANDRIANO;2;Edifici residenziali;copertura;1;1;1;1;10;;1190;1;1;1;2;3;;5;0;70;1;5;1;;1;1;10;5;0;4;2;C;C;1050;0;1050;5;0,3;107,1;671098;5153552
113;1199;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;15;;78200;1;1;1;2;9;;8;0;4600;1;30;1;;1;1;10;5;0;4;2;C;C;68972;0;68972;5;0,3;177,3;678857;5149262
113;1218;BZ;BRESSANONE;2;Edifici residenziali;copertura;1;1;1;2,5;10;;8500;1;3;1;2;5;;5;0;500;1;30;3;;1;1;5;5;0;4;2;;;;0;;4;0,4;457;703155;5176784
113;1224;BZ;POSTAL;2;Edifici artigianali e di servizi;copertura;1;1;1;2,5;10;;7055;1;1;1;2;3;;5;0;415;1;5;1;;1;1;5;5;0;4;2;;;;0;;4;0,4;201;667070;5164094
113;1225;BZ;LANA;2;Edifici residenziali;copertura;1;1;1;2,5;10;;2550;1;1;1;2;5;;5;0;150;1;5;1;;1;1;10;5;0;4;2;A;;2249;0;2249;4;0,4;221,4;666281;5163974
