Id_Regione;Id_Unità;Provincia;Comune;Categoria;Tipologia;Descrizione materiali;A - Friabilità;B - Uso pubblico;C - Accessibilità;D - Presenza di confinamento;I1 - Quantità di materiale stimato;Peso stimato friabile (kg);Peso stimato compatto (kg);I2 - Presenza di un programma di manutenzione e controllo;I3 - Attività;I4 - Presenza di cause che creano o favoriscono la dispersione di fibre;I5 - Concentrazione di fibre aerodisperse (ff/l);I6 - Area di estensione del sito (m2);Effettiva area perimetrale (m2);I7 - Superficie esposta allaria;Effettiva superficie con amianto friabile (m2);Effettiva superficie con amianto compatto (m2);I8 - Coinvolgimento del sito in lavori di urbanizzazione;I9 - Stato di conservazione delle strutture;I10 - Tempo trascorso dalla dismissione (anni);Data dismissione (gg-mm-aaaa);I11 - Tipologia di amianto presente;I12 - Dati epidemiologici;I13 - Frequenza di utilizzo;I14 - Distanza dal centro urbano(m);Distanza dal centro urbano (km);I15 - Densità di popolazione;I16 - Età media dei soggetti frequentatori (anni);Tipo di bonifica;Tipo di intervento;Costi totali stimati dell’intervento (€);Fondi locali/regionali assegnati;Fondi da richiedere;Classe di priorità;Coefficiente di priorità;Punteggio mappatura;Coordinate X (WGS84-UTM fuso 32);Coordinate Y (WGS84-UTM fuso 32)
113;145;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;2,5;15;;20400;1;1;1;2;5;;8;;1200;1;5;1;;1;1;10;5;0;4;2;;;17993;0;17993;4;0,4;255;666748;5166571
113;146;BZ;MERANO;1;Edifici artigianali e di servizi;copertura;1;1;1;2,5;15;;10540;1;1;1;2;5;;8;0;620;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;255;666597;5166740
113;147;BZ;LANA;2;Edifici residenziali;copertura;1;1;1;2,5;10;;1360;1;1;1;2;3;;5;0;80;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;665285;5163592
113;148;BZ;LANA;2;Edifici residenziali;copertura;1;1;1;2,5;10;;1020;1;1;1;2;3;;5;0;60;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;665218;5163778
113;149;BZ;LANA;2;Edifici residenziali;copertura;1;1;1;2,5;10;;2550;1;1;1;2;3;;5;0;150;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;665214;5163757
113;151;BZ;LANA;2;Edifici residenziali;copertura;1;1;1;2,5;10;;850;1;1;1;2;3;;5;0;50;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;665522;5164332
113;152;BZ;LANA;2;Edifici residenziali;copertura;1;1;1;2,5;10;;1700;1;1;1;2;5;;5;0;100;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;221,4;665699;5163809
113;155;BZ;LANA;2;Edifici residenziali;copertura;1;1;1;2,5;10;;850;1;1;1;2;3;;5;0;50;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;666104;5164109
113;156;BZ;LANA;2;Edifici residenziali;copertura;1;1;1;1;10;;3060;1;1;1;2;3;;5;0;180;1;30;1;;1;1;10;5;0;4;2;C;C;2699;0;2699;5;0,3;152,1;666177;5164162
113;157;BZ;LANA;2;Edifici residenziali;copertura interna;1;1;1;2,5;10;;8500;1;1;1;2;;;5;0;500;1;5;1;;1;1;10;5;0;4;2;A;;7497;0;7497;4;0,4;221,4;666287;5164070
113;158;BZ;LANA;2;Edifici residenziali;copertura;1;1;1;2,5;15;;15300;1;1;1;2;9;;8;0;900;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;271,8;666191;5164031
113;159;BZ;LANA;2;Edifici residenziali;copertura;1;1;1;2,5;10;;5100;1;1;1;2;3;;5;0;300;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;666091;5163999
113;160;BZ;LANA;2;Uffici Pubblica Amministrazione;copertura;1;2,5;1;2,5;10;;2550;1;1;1;2;9;;5;0;150;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;317,4;666106;5164011
113;161;BZ;LANA;2;Edifici residenziali;copertura;1;1;1;2,5;10;;5950;1;1;1;2;3;;5;0;350;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;666418;5163993
113;162;BZ;LANA;2;Edifici residenziali;copertura;1;1;1;2,5;10;;3400;1;1;1;2;3;;5;0;200;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;666844;5164047
113;163;BZ;LANA;2;Edifici residenziali;copertura;1;1;1;1;10;;850;1;1;1;2;3;;5;0;50;1;30;1;;1;1;10;5;0;4;2;C;C;750;0;750;5;0,3;152,1;666721;5163990
113;165;BZ;LANA;2;Edifici residenziali;copertura;1;1;1;2,5;15;;17000;1;1;1;2;5;;8;0;1000;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;255;665703;5163332
113;168;BZ;LANA;2;Edifici residenziali;copertura;1;1;1;1;10;;5100;1;1;1;2;3;;5;0;300;1;30;1;;1;1;10;5;0;4;2;C;C;4498;0;4498;5;0,3;152,1;665370;5164295
113;171;BZ;LANA;2;Edifici residenziali;copertura;1;1;1;2,5;10;;5100;1;1;1;2;5;;5;0;300;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;221,4;664389;5165235
113;173;BZ;LANA;2;Edifici residenziali;copertura;1;1;1;2,5;10;;1870;1;1;1;2;5;;5;0;110;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;221,4;664413;5165206
113;174;BZ;LANA;2;Edifici residenziali;copertura;1;1;1;2,5;10;;2550;1;1;1;2;3;;5;0;150;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;664460;5165145
113;175;BZ;LANA;2;Edifici residenziali;copertura;1;1;1;2,5;10;;2550;1;1;1;2;3;;5;0;150;1;30;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;273;664446;5165175
113;176;BZ;LANA;2;Edifici residenziali;copertura;1;1;1;1;10;;1207;1;1;1;2;3;;5;0;71;1;5;1;;1;1;10;5;0;4;2;C;C;1065;0;1065;5;0,3;107,1;664022;5165229
113;177;BZ;LANA;2;Edifici residenziali;copertura;1;1;1;1;15;;13600;1;1;1;2;5;;8;0;800;1;30;1;;1;1;10;5;0;4;2;C;C;11995;0;11995;5;0,3;170,1;664033;5165163
113;178;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;6800;1;1;1;2;3;;5;0;400;1;5;1;;1;1;10;5;0;4;2;;;5998;0;5998;4;0,4;213;664854;5168840
113;179;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;2,5;15;;51000;1;1;1;2;5;;8;0;3000;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;255;664878;5168937
113;180;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;7650;1;1;1;2;3;;5;0;450;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;664824;5168880
113;181;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;7650;1;1;1;2;3;;5;0;450;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;664884;5168891
113;182;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;2,5;15;;15300;1;1;1;2;5;;8;0;900;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;255;665289;5168791
113;184;BZ;MERANO;2;Uffici Pubblica Amministrazione;copertura;1;2,5;1;2,5;15;;11900;1;1;1;2;9;;8;;700;1;5;1;;1;1;10;5;0;4;2;;;10496;0;10496;4;0,4;356,4;665424;5169577
113;186;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;1;10;;5950;1;1;1;2;3;;5;0;350;1;30;1;;1;1;10;5;0;4;2;C;C;5248;0;5248;5;0,3;152,1;665058;5170300
113;187;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;1;10;;5950;1;1;1;2;3;;5;0;350;1;30;1;;1;1;10;5;0;4;2;C;C;5248;0;5248;5;0,3;152,1;665077;5170337
113;188;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;1;10;;5950;1;1;1;2;3;;5;0;350;1;30;1;;1;1;10;5;0;4;2;C;C;5248;0;5248;5;0,3;152,1;665058;5170364
113;189;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;4250;1;1;1;2;3;;5;0;250;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;666210;5171023
113;190;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;4250;1;1;1;2;3;;5;0;250;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;666230;5171006
113;191;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;4250;1;1;1;2;3;;5;0;250;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;666201;5170988
113;192;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;7310;1;1;1;2;3;;5;0;430;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;666774;5170777
113;195;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;6800;1;1;1;2;3;;5;0;400;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;663883;5170483
113;199;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;5100;1;1;1;2;3;;5;0;300;1;5;1;;1;1;10;5;0;4;2;A;;4498;0;4498;4;0,4;213;664728;5170972
113;200;BZ;MERANO;2;Uffici Pubblica Amministrazione;copertura;1;2,5;1;2,5;10;;5950;1;1;1;2;3;;5;0;350;1;5;1;;1;1;10;5;0;4;2;A;;5248;0;5248;4;0,4;292,2;665650;5170755
113;201;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;5100;1;1;1;2;3;;5;0;300;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;664517;5171682
113;202;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;1;10;;4760;1;1;1;2;3;;5;0;280;1;30;1;;1;1;10;5;0;4;2;C;C;4198;0;4198;5;0,3;152,1;664524;5171725
113;203;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;1;10;;5100;1;1;1;2;3;;5;0;300;1;30;1;;1;1;10;5;0;4;2;C;C;4498;0;4498;5;0,3;152,1;664589;5171736
113;204;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;1;10;;3400;1;1;1;2;3;;5;0;200;1;30;1;;1;1;10;5;0;4;2;C;C;2999;0;2999;5;0,3;152,1;664620;5171718
113;205;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;6800;1;1;1;2;3;;5;0;400;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;664339;5171828
113;206;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;6800;1;1;1;2;3;;5;0;400;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;664366;5171844
113;207;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;1;15;;10200;1;1;1;2;5;;8;0;600;1;30;1;;1;1;10;5;0;4;2;C;C;8996;0;8996;5;0,3;170,1;664247;5171832
113;208;BZ;MERANO;2;Edifici agricoli e loro pertinenze;copertura;1;1;1;1;5;;425;1;1;1;2;9;;5;;25;1;5;1;;1;1;10;1;0;2;2;C;C;375;0;375;5;0,3;76,5;665363;5171360
113;212;BZ;LAGUNDO;2;Edifici residenziali;copertura;1;1;1;2,5;15;;13090;1;1;1;2;5;;8;0;770;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;255;662474;5171989
113;213;BZ;LAGUNDO;1;Edifici artigianali e di servizi;copertura;1;1;1;1;15;;12750;1;1;1;2;5;;8;0;750;1;30;1;;1;1;10;5;0;4;2;C;C;11246;0;11246;5;0,3;170,1;662793;5171468
113;214;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;2550;1;1;1;2;3;;5;0;150;1;5;1;;1;1;10;5;0;4;2;A;;2249;0;2249;4;0,4;213;664318;5170962
113;215;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;2,5;15;;22100;1;1;1;2;5;;8;0;1300;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;255;664432;5170014
113;218;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;1;15;;11390;1;1;1;2;5;;8;0;670;1;30;1;;1;1;10;5;0;4;2;C;C;10046;0;10046;5;0,3;170,1;664490;5170036
113;219;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;2,5;15;;10200;1;1;1;2;5;;8;0;600;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;255;664453;5170039
113;220;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;2,5;15;;10200;1;1;1;2;5;;8;0;600;1;5;1;;1;1;10;5;0;4;2;A;;8996;0;8996;4;0,4;255;664305;5169727
113;222;BZ;MERANO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;2890;1;1;1;2;3;;5;0;170;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;664060;5171577
113;223;BZ;SARENTINO;1;Edifici artigianali e di servizi;copertura;1;1;1;2,5;15;;35700;1;1;1;2;5;;8;0;2100;1;5;1;;1;1;10;3;0;2;2;;;;0;;4;0,4;196,2;680343;5169050
113;224;BZ;SARENTINO;1;Edifici artigianali e di servizi;copertura;1;1;1;1;15;;34000;1;1;1;2;9;;8;;2000;1;5;1;;1;1;10;1;0;2;2;C;C;29988;0;29988;5;0,3;99,9;681993;5164577
113;225;BZ;TERMENO S.S.D. VINO;2;Edifici residenziali;copertura;1;1;1;1;10;;7310;1;1;1;2;3;;5;0;430;1;30;1;;1;1;10;5;0;4;2;C;C;6447;0;6447;5;0,3;152,1;672359;5134044
113;227;BZ;CALDARO S.S.D. VINO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;9350;1;1;1;2;5;;8;0;550;1;5;1;;1;1;10;3;0,95;2;2;;;;0;;4;0,4;175,2;674240;5134924
113;228;BZ;SCENA;2;Edifici residenziali;copertura;1;1;1;2,5;15;;11900;1;1;1;2;3;;8;0;700;1;30;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;306,6;667265;5173170
113;230;BZ;RIFIANO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;1360;1;1;1;2;3;;5;0;80;1;30;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;273;666663;5174364
113;231;BZ;RIFIANO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;1190;1;1;1;2;3;;5;0;70;1;30;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;273;666623;5174412
113;232;BZ;RIFIANO;2;Edifici residenziali;copertura;1;1;1;1;10;;4760;1;1;1;2;3;;5;0;280;1;30;1;;1;1;10;5;0;4;2;C;C;4198;0;4198;5;0,3;152,1;666509;5174236
113;236;BZ;POSTAL;2;Edifici residenziali;copertura;1;1;1;2,5;15;;11900;1;1;1;2;5;;8;0;700;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;255;668381;5163014
113;238;BZ;LANA;2;Edifici residenziali;copertura;1;1;2,5;2,5;10;;2890;1;1;1;2;3;;5;0;170;1;5;1;;1;1;10;3;0;2;2;A;;2549;0;2549;3;0,7;364,4;666397;5161177
113;239;BZ;TERLANO;1;Edifici artigianali e di servizi;copertura;1;1;1;1;15;;51000;1;1;1;2;5;;8;0;3000;1;5;1;;1;1;10;5;0;4;2;C;C;44982;0;44982;5;0,3;125,1;670333;5158196
113;240;BZ;TERLANO;1;Edifici artigianali e di servizi;copertura;1;1;1;1;15;;34000;1;1;1;2;5;;8;0;2000;1;30;1;;1;1;10;5;0;4;2;C;C;29988;0;29988;5;0,3;170,1;670207;5158145
113;241;BZ;TERLANO;1;Edifici artigianali e di servizi;copertura;1;1;1;2,5;15;;42500;1;1;1;2;5;;8;0;2500;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;255;670349;5158035
113;243;BZ;TESIMO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;1700;1;1;1;2;3;;5;0;100;1;30;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;273;666299;5158926
113;244;BZ;NALLES;2;Edifici residenziali;copertura;1;1;1;2,5;10;;1020;1;1;1;2;3;;5;0;60;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;668774;5156890
113;245;BZ;NALLES;2;Edifici residenziali;copertura;1;1;1;1;10;;5100;1;1;1;2;3;;5;0;300;1;30;1;;1;1;10;5;0;4;2;C;C;4498;0;4498;5;0,3;152,1;668866;5156759
113;246;BZ;NALLES;1;Edifici artigianali e di servizi;copertura;1;1;1;2,5;10;;6800;1;1;1;2;3;;5;0;400;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;668973;5156429
113;247;BZ;NALLES;1;Edifici artigianali e di servizi;copertura;1;1;1;2,5;10;;850;1;1;1;2;3;;5;0;50;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;669711;5156698
113;248;BZ;LANA;1;Edifici artigianali e di servizi;copertura;1;1;1;2,5;15;;23800;1;1;1;2;5;;8;0;1400;1;5;1;;1;1;10;3;0;2;2;;;;0;;4;0,4;196,2;665878;5166262
113;250;BZ;TERLANO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;850;1;1;1;2;3;;5;0;50;1;5;1;;1;1;10;3;0;2;2;;;;0;;4;0,4;154,2;673609;5154828
113;251;BZ;TERLANO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;3910;1;1;1;2;3;;5;0;230;1;5;1;;1;1;10;3;0;2;2;;;;0;;4;0,4;154,2;672991;5156910
113;253;BZ;TERLANO;1;Edifici industriali e loro pertinenze;copertura;1;1;1;2,5;15;;25500;1;1;5;2;9;;8;0;1500;1;30;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;341,4;672629;5155093
113;255;BZ;TERLANO;2;Edifici residenziali;copertura;1;1;1;1;10;;850;1;1;1;2;3;;5;0;50;1;30;1;;1;1;10;5;0;4;2;C;C;750;0;750;5;0,3;152,1;672239;5156381
113;256;BZ;APPIANO SULLA STRADA DEL VINO;2;Edifici residenziali;copertura;1;1;1;1;15;;36550;1;1;1;2;5;;8;0;2150;1;30;1;;1;1;10;5;0;4;2;C;C;32237;0;32237;5;0,3;170,1;676406;5149884
113;257;BZ;APPIANO SULLA STRADA DEL VINO;2;Edifici residenziali;copertura;1;1;1;1;10;;3400;1;1;1;2;3;;5;0;200;1;30;1;;1;1;10;5;0;4;2;C;C;2999;0;2999;5;0,3;152,1;676397;5149951
113;258;BZ;APPIANO SULLA STRADA DEL VINO;2;Edifici residenziali;copertura;1;1;1;2,5;15;;11390;1;1;1;2;5;;8;0;670;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;255;674155;5147899
113;259;BZ;APPIANO SULLA STRADA DEL VINO;2;Edifici residenziali;copertura;1;1;1;2,5;15;;11050;1;1;1;2;5;;8;0;650;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;255;674047;5147681
113;260;BZ;APPIANO SULLA STRADA DEL VINO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;6800;1;1;1;2;3;;5;0;400;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;673961;5147711
113;261;BZ;APPIANO SULLA STRADA DEL VINO;2;Edifici residenziali;copertura;1;1;1;2,5;15;;14620;1;1;1;2;5;;8;0;860;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;255;674174;5147730
113;263;BZ;APPIANO SULLA STRADA DEL VINO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;3400;1;1;1;2;3;;5;0;200;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;674175;5147708
113;264;BZ;APPIANO SULLA STRADA DEL VINO;2;Edifici residenziali;copertura;1;1;1;1;10;;5100;1;1;1;2;3;;5;0;300;1;30;1;;1;1;10;5;0;4;2;C;C;4498;0;4498;5;0,3;152,1;673985;5147656
113;265;BZ;APPIANO SULLA STRADA DEL VINO;2;Edifici residenziali;copertura;1;1;1;1;15;;12750;1;1;1;2;5;;8;0;750;1;30;1;;1;1;10;5;0;4;2;C;C;11246;0;11246;5;0,3;170,1;675306;5147818
113;266;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;6800;1;1;1;2;3;;5;0;400;1;30;1;;1;1;10;3;0,48;2;2;C;C;5998;0;5998;5;0,3;126,9;678366;5147860
113;267;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;5100;1;1;1;2;3;;5;0;300;1;30;1;;1;1;10;3;0,08;2;2;C;C;4498;0;4498;5;0,3;126,9;678906;5148362
113;268;BZ;BOLZANO;1;Edifici artigianali e di servizi;copertura;1;1;1;1;10;;5100;1;1;1;2;3;;5;0;300;1;5;1;;1;1;10;3;0,9;2;2;C;C;4498;0;4498;5;0,3;81,9;677114;5148472
113;269;BZ;BOLZANO;1;Edifici artigianali e di servizi;copertura;1;1;1;1;10;;2550;1;1;1;2;3;;5;0;150;1;5;1;;1;1;10;3;0,89;2;2;C;C;2249;0;2249;5;0,3;81,9;677123;5148466
113;270;BZ;BOLZANO;1;Edifici artigianali e di servizi;copertura;1;1;1;2,5;10;;8500;1;1;1;2;5;;5;0;500;1;5;1;;1;1;10;3;0,14;2;2;;;;0;;4;0,4;162,6;678542;5148606
113;271;BZ;BOLZANO;1;Edifici artigianali e di servizi;copertura;1;1;1;2,5;10;;8500;1;1;1;2;5;;5;0;500;1;5;1;;1;1;10;3;0,17;2;2;;;;0;;4;0,4;162,6;678536;5148581
113;272;BZ;BOLZANO;1;Edifici artigianali e di servizi;copertura;1;1;1;1;10;;2890;1;1;1;2;3;;5;0;170;1;5;1;;1;1;10;3;0,16;2;2;C;C;2549;0;2549;5;0,3;81,9;678504;5148588
113;273;BZ;BOLZANO;1;Edifici artigianali e di servizi;copertura;1;1;1;1;10;;1700;1;1;1;2;3;;5;0;100;1;5;1;;1;1;10;3;0,14;2;2;C;C;1499;0;1499;5;0,3;81,9;678505;5148611
113;274;BZ;BOLZANO;1;Edifici artigianali e di servizi;copertura;1;1;1;1;10;;1700;1;1;1;2;3;;5;0;100;1;5;1;;1;1;10;3;0,15;2;2;C;C;1499;0;1499;5;0,3;81,9;678523;5148599
113;278;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;15;;34000;1;1;1;2;5;;8;0;2000;1;30;1;;1;1;10;5;0;4;2;C;C;29988;0;29988;5;0,3;170,1;678087;5149019
113;282;BZ;APPIANO SULLA STRADA DEL VINO;2;Edifici residenziali;copertura;1;1;1;2,5;10;;2550;1;1;1;2;3;;5;0;150;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;673643;5146034
113;283;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;15;;127500;1;1;1;2;9;;10;0;7500;1;30;1;;1;1;10;5;0;4;2;C;C;112455;0;112455;5;0,3;180,9;678378;5149994
113;284;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;15;;42500;1;1;1;2;5;;8;0;2500;1;30;1;;1;1;10;5;0;4;2;C;C;37485;0;37485;5;0,3;170,1;678309;5149850
113;285;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;15;;42500;1;1;1;2;5;;8;0;2500;1;30;1;;1;1;10;5;0;4;2;C;C;37485;0;37485;5;0,3;170,1;678324;5149839
113;286;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;15;;42500;1;1;1;2;5;;8;0;2500;1;30;1;;1;1;10;5;0;4;2;C;C;37485;0;37485;5;0,3;170,1;678348;5149832
113;287;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;15;;39100;1;1;1;2;5;;8;0;2300;1;30;1;;1;1;10;5;0;4;2;C;C;34486;0;34486;5;0,3;170,1;678365;5149815
113;288;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;15;;39100;1;1;1;2;5;;8;0;2300;1;30;1;;1;1;10;5;0;4;2;C;C;34486;0;34486;5;0,3;170,1;678285;5149791
113;291;BZ;BOLZANO;1;Edifici artigianali e di servizi;copertura;1;1;1;2,5;15;;34000;1;1;1;2;5;;8;0;2000;1;5;1;;1;1;10;3;0,17;2;2;;;;0;;4;0,4;196,2;676562;5150772
113;292;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;10;;2550;1;1;1;2;3;;5;0;150;1;30;1;;1;1;10;3;0,53;2;2;C;C;2249;0;2249;5;0,3;126,9;676854;5151028
113;297;BZ;LAIVES;2;Edifici residenziali;copertura;1;1;1;2,5;10;;2091;1;1;1;2;3;;5;0;123;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;679060;5143636
113;298;BZ;LAIVES;1;Edifici artigianali e di servizi;copertura;1;1;1;2,5;15;;13600;1;1;1;2;5;;8;0;800;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;255;679116;5143618
113;299;BZ;LAIVES;1;Grande distribuzione commerciale;copertura;1;1;1;2,5;15;;23290;1;1;1;2;5;;8;0;1370;1;5;1;;1;1;10;5;0;4;2;A;;20542;0;20542;4;0,4;255;679200;5143727
113;300;BZ;LAIVES;2;Edifici residenziali;copertura;1;1;1;1;10;;8500;1;1;1;2;5;;5;0;500;1;30;1;;1;1;10;5;0;4;2;C;C;7497;0;7497;5;0,3;155,7;679227;5143771
113;301;BZ;LAIVES;2;Edifici residenziali;copertura;1;1;1;1;15;;17000;1;1;1;2;5;;8;0;1000;1;30;1;;1;1;10;5;0;4;2;C;C;14994;0;14994;5;0,3;170,1;679366;5144330
113;303;BZ;LAIVES;1;Edifici artigianali e di servizi;copertura;1;1;1;2,5;10;;1700;1;1;1;2;3;;5;0;100;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;679079;5142820
113;305;BZ;LAIVES;1;Edifici artigianali e di servizi;copertura;1;1;1;2,5;10;;2890;1;1;1;2;3;;5;0;170;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;679052;5142819
113;307;BZ;LAIVES;2;Edifici residenziali;copertura;1;1;1;1;15;;17000;1;1;1;2;5;;8;0;1000;1;30;1;;1;1;10;5;0;4;2;C;C;14994;0;14994;5;0,3;170,1;679425;5146339
113;308;BZ;LAIVES;1;Edifici artigianali e di servizi;copertura;1;1;1;2,5;10;;5100;1;1;1;2;3;;5;0;300;1;5;1;;1;1;10;3;0,17;2;2;;;;0;;4;0,4;154,2;679671;5146602
113;309;BZ;LAIVES;2;Edifici residenziali;copertura;1;1;1;2,5;10;;1700;1;1;1;2;3;;5;0;100;1;5;1;;1;1;10;3;0,17;2;2;;;;0;;4;0,4;154,2;679673;5146569
113;310;BZ;LAIVES;2;Edifici residenziali;copertura;1;1;1;2,5;10;;5100;1;1;1;2;3;;5;0;300;1;5;1;;1;1;10;5;0;4;2;;;;0;;4;0,4;213;678989;5147257
113;312;BZ;LAIVES;2;Edifici residenziali;copertura;1;1;1;2,5;10;;2720;1;1;1;2;3;;5;0;160;1;5;1;;1;1;10;3;0,12;2;2;;;;0;;4;0,4;154,2;679695;5146736
113;313;BZ;LAIVES;2;Edifici residenziali;copertura;1;1;1;1;10;;2550;1;1;1;2;3;;5;0;150;1;30;1;;1;1;10;3;0,33;2;2;C;C;2249;0;2249;5;0,3;126,9;679921;5145951
113;314;BZ;LAIVES;2;Edifici residenziali;copertura;1;1;1;1;10;;4420;1;1;1;2;3;;5;0;260;1;30;1;;1;1;10;3;0,34;2;2;C;C;3898;0;3898;5;0,3;126,9;679916;5146000
113;315;BZ;BOLZANO;2;Edifici residenziali;copertura;1;1;1;1;15;;44200;1;1;1;2;5;;8;0;2600;1;5;1;;1;1;10;3;0,14;2;2;C;C;38984;0;38984;5;0,3;99,9;676505;5150257
