Id_Regione;ID_Unità;Provincia;Comune;Categoria;Descrizione materiali;Tipologia;A - Friabilità;B - Uso pubblico;C - Accessibilità;D - Presenza di confinamento;I1 - Quantità di materiale stimato (Kg);Peso stimato friabile (kg);Peso stimato compatto (kg);I2 - Presenza di un programma di manutenzione e controllo;I3 - Attività;I4 - Dispersione di fibre;I5 - Concentrazione di fibre aerodisperse (ff/l);I6 - Area di estensione del sito (m2);Effettiva area perimetrale (m2);I7 - Superficie esposta all’aria (m2);Effettiva superficie con amianto friabile  (m2);Effettiva superficie con amianto compatto (m2);I8 - Coinvolgimento del sito in lavori di urbanizzazione;I9 - Stato di conservazione delle strutture edili;I10 - Tempo trascorso dalla dismissione (anni);Data dismissione (gg-mm-aaaa);I11 - Tipologia di amianto presente;I12 - Dati epidemiologici;I13 - Frequenza di utilizzo;I14 - Distanza dal centro urbano (m);Distanza dal centro urbano (km);I15 - Densità di popolazione;I16 - Età media dei soggetti frequentatori (anni);Tipo di bonifica;Tipo di intervento;Costi Totali stimati dell intervento (€);Fondi locali/regionali assegnati;Fondi da richiedere;Classe di priorità;Coefficiente di priorità;Punteggio Mappatura;x;y
114;300 Bertolini;Trento;TRENTO;2;1;Edifici agricoli e loro pertinenze;1;2,5;2,5;1;10;0;1700;10;1;1;2;3;100;5;0;100;1;30;1;0;1;1;20;5;0;4;10;A;0;;;;5;0,3;429;664756;5100647
114;301 Bertolini;Trento;TRENTO;2;1;Edifici agricoli e loro pertinenze;1;2,5;2,5;2,5;10;0;1530;10;1;1;2;3;90;5;0;90;1;5;1;0;1;1;20;5;0;4;10;A;0;;;;2;0,8;984;664773;5100676
114;308 Volani;Trento;SAMONE;1;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;10200;10;1;5;2;5;600;8;0;600;1;5;1;0;1;1;20;3;0;2;2;A;0;;;;4;0,4;230;695300;5106065
114;310 Volani;Trento;SCURELLE;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;8160;10;1;5;2;3;480;5;0;480;1;5;1;0;1;1;10;3;0;2;2;A;0;;;;4;0,4;185;694643;5103599
114;319 Volani;Trento;VILLA AGNEDO;1;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;8500;10;3;5;2;5;500;8;0;500;1;5;1;0;1;1;5;3;0;2;2;B;C;;;;4;0,4;324;694663;5103571
114;33 Dalpiaz;Trento;SPORMINORE;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;15;0;18700;10;1;1;2;5;1100;8;0;1100;1;30;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;340;656054;5122228
114;334 Volani;Trento;CARZANO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;5;0;60;10;1;5;2;3;60;5;0;60;1;5;1;0;1;1;10;3;0;2;2;A;0;;;;4;0,4;164;693027;5104944
114;335 Volani;Trento;CASTELNUOVO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;2720;10;1;5;2;3;160;5;0;160;1;5;1;0;1;1;20;3;0;3;2;A;0;;;;4;0,4;222;682267;5103007
114;338 Volani;Trento;CASTELNUOVO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;2040;10;1;5;2;3;120;5;0;120;1;5;1;0;1;1;10;5;0;3;2;A;0;;;;4;0,4;223;692952;5102976
114;353 Volani;Trento;CASTELNUOVO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;1360;10;1;5;2;3;80;5;0;80;1;5;1;0;1;1;10;3;0;3;2;A;0;;;;4;0,4;198;692388;5103013
114;364 Dalpiaz;Trento;TRENTO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;1020;10;1;1;2;3;60;5;0;60;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;238;661632;5109663
114;365 Bertolini;Trento;BRENTONICO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;15;0;10200;10;1;1;2;5;600;8;0;600;1;30;3;0;1;1;20;1;2;3;2;A;0;;;;4;0,4;294;651792;5074852
114;366 Bertolini;Trento;COMANO TERME;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;15;0;34034;10;1;1;2;5;2002;8;0;2002;1;30;1;0;1;1;20;3;0,8;3;2;A;0;;;;4;0,4;314;644779;5098530
114;374 Volani;Trento;BORGO VALSUGANA;1;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;3400;10;1;5;2;3;200;5;0;200;1;5;1;0;1;1;20;3;0;3;2;A;0;;;;4;0,4;222;691065;5101472
114;381 Capopardo;Trento;Roverè della Luna;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;15;0;12920;10;1;5;2;3;760;8;0;760;1;30;1;0;1;1;20;1;2,8;2;2;A;0;;;;3;0,7;762;669267;5124692
114;2 Ferrara - APSS;Trento;grigno;1;1;Edifici industriali e loro pertinenze;1;1;1;2,5;10;0;2500;10;3;1;2;3;160;5;0;160;1;30;1;0;1;1;20;3;0;2;2;A;0;;;;4;0,4;433;0;0
114;228 Bertolini;Trento;VEZZANO;0;1;Edifici artigianali e di servizio;1;1;1;2,5;10;0;1190;10;3;1;2;3;70;5;0;70;1;5;3;0;1;1;5;5;0;3;2;A;0;;;;4;0,4;344;654951;5105924
114;229 Bertolini;Trento;TRENTO;0;1;Edifici residenziali;1;1;1;2,5;10;0;3400;10;1;1;2;3;200;5;0;200;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;4;0,4;259;665463;5101125
114;7 Volani;Trento;PERGINE VALSUGANA;2;1;Strutture turistiche ricettive;1;1;1;2,5;10;0;1530;10;1;1;2;3;90;5;0;90;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;4;0,4;259;673073;5102965
114;367 Bertolini;Trento;DAONE;2;1;Biblioteche;1;1;1;2,5;15;0;20400;10;1;1;2;5;1200;8;0;1200;1;5;1;0;1;1;10;1;4;4;2;C;A;;;;4;0,4;209;623483;5089854
114;430 Volani;Trento;RONCEGNO;2;1;Cinema, teatri e sale convegni;1;2,5;2,5;2,5;10;0;5100;10;1;5;2;3;300;5;0;300;1;5;1;0;1;1;5;3;0;3;2;A;0;;;;2;0,8;624;685245;5100509
114;10 Dalpiaz;Trento;TRENTO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;765;10;1;1;2;3;45;5;0;45;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;238;662785;5106041
114;100 Bertolini;Trento;CAVEDINE;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;3060;10;1;1;2;3;180;5;0;180;1;5;1;0;1;1;20;1;2;2;2;A;0;;;;4;0,4;183;651687;5097743
114;104 Dalpiaz;Trento;CAMPODENNO;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;10;0;1700;10;1;1;2;3;100;5;0;100;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;3;0,7;570;656833;5125799
114;105 Bertolini;Trento;CONDINO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;2550;10;3;1;2;3;150;5;0;150;1;30;1;0;1;1;10;5;0;3;2;A;0;;;;4;0,4;456;624250;5083401
114;108 Bertolini;Trento;MORI;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;10;0;850;10;1;1;2;3;50;5;0;50;1;5;1;0;1;1;20;1;2;3;2;A;0;;;;3;0,7;482;654647;5078249
114;11 Bertolini;Trento;ALDENO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;2550;10;1;1;2;3;150;5;0;300;1;30;1;0;1;1;10;1;3;3;2;A;0;;;;4;0,4;223;661668;5092122
114;111 Capopardo;Trento;Taio;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;10;0;5440;10;1;5;2;3;320;5;0;320;1;30;1;0;1;1;10;3;0,6;2;2;A;0;;;;3;0,7;644;659055;5134077
114;112 Capopardo;Trento;Taio;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;5;0;425;10;1;5;2;3;25;5;0;25;1;5;1;0;1;1;20;3;0,6;2;2;A;0;;;;3;0,7;481;659135;5134065
114;116 Bertolini;Trento;TRENTO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;1700;10;1;1;2;3;100;5;0;100;1;30;1;0;1;1;20;3;0,8;3;2;A;0;;;;4;0,4;272;665626;5097003
114;116 Dalpiaz;Trento;CAMPODENNO;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;15;0;25500;10;1;5;2;5;1500;8;0;1500;1;30;1;0;1;1;20;3;0;2;2;A;0;;;;3;0,7;806;656319;5124128
114;117 Volani;Trento;TRENTO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;1040;10;1;1;2;3;100;5;0;100;1;5;1;0;1;1;20;5;0;2;10;A;0;;;;4;0,4;236;663140;5108565
114;118 Bertolini;Trento;VILLA LAGARINA;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;3400;10;1;1;2;3;200;5;0;200;1;5;1;0;1;1;10;3;0,8;3;2;A;0;;;;4;0,4;188;656621;5087307
114;119 Bertolini;Trento;VILLA LAGARINA;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;3400;10;1;1;2;3;200;5;0;200;1;5;1;0;1;1;10;3;0,8;3;2;A;0;;;;4;0,4;188;656621;5087307
114;119 Volani;Trento;CARZANO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;2040;10;1;5;2;3;120;5;0;120;1;30;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;307;692674;5104758
114;12 Bertolini;Trento;FOLGARIA;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;10;0;1700;10;1;1;2;3;100;5;0;100;1;5;1;0;1;1;10;3;0,8;3;2;A;0;;;;3;0,7;453;668121;5086733
114;121 Volani;Trento;GRIGNO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;5;0;425;10;1;5;2;3;25;5;0;25;1;5;1;0;1;1;10;3;0;3;2;A;0;;;;4;0,4;177;706479;5097599
114;122 Volani;Trento;GRIGNO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;1088;10;1;5;2;3;64;5;0;64;1;5;1;0;1;1;10;1;0;2;2;A;0;;;;4;0,4;169;706540;5097106
114;128 Capopardo;Trento;Cagno;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;5;0;68;10;1;5;2;3;4;5;0;4;1;5;1;0;1;1;10;5;0;3;2;A;0;;;;3;0,7;474;657231;5139589
114;128 Dalpiaz;Trento;NANNO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;1700;10;1;1;2;3;100;5;0;100;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;238;658740;5129546
114;129 Dalpiaz;Trento;TRENTO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;680;10;1;1;2;3;40;5;0;40;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;238;663602;5107978
114;13 Dalpiaz;Trento;FLAVON;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;15;0;6630;10;1;1;2;3;390;5;0;390;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;259;656150;5129298
114;13 Volani;Trento;GRIGNO;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;5;0;1190;10;1;5;2;3;70;5;0;70;1;5;1;0;1;1;10;1;3;2;2;A;0;;;;3;0,7;378;705868;5097674
114;130 Dalpiaz;Trento;TRENTO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;595;10;1;5;2;3;35;5;0;35;1;30;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;307;663530;5108118
114;132 Bertolini;Trento;TRENTO;2;1;Edifici agricoli e loro pertinenze;1;2,5;1;2,5;10;0;1360;10;1;1;2;3;80;5;0;80;1;5;1;0;1;1;20;1;2;2;2;A;0;;;;4;0,4;248;664905;5099537
114;133 Dalpiaz;Trento;NANNO;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;10;0;510;10;1;1;2;3;30;5;0;30;1;5;1;0;1;1;10;1;1,5;2;2;A;0;;;;3;0,7;401;657880;5130317
114;136 Capopardo;Trento;Cavareno;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;15;0;13600;10;1;1;2;5;800;5;0;800;1;5;1;0;1;1;20;3;0,8;2;2;A;0;;;;3;0,7;571;664364;5142332
114;139 Capopardo;Trento;Nave Sen Rocco;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;10;0;2550;10;1;5;2;3;150;5;0;150;1;5;1;0;1;1;20;1;1,01;2;2;A;0;;;;3;0,7;504;661922;5114529
114;141 Volani;Trento;CARANO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;1020;10;1;1;2;3;60;5;0;60;1;30;1;0;1;1;10;1;2;2;2;A;0;;;;4;0,4;219;686397;5129230
114;144 Capopardo;Trento;Cavareno;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;5;0;187;10;1;1;2;3;11;5;0;11;1;5;1;0;1;1;5;5;0;4;2;A;0;;;;3;0,7;444;664215;5141696
114;146 Bertolini;Trento;ALDENO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;3060;10;1;1;2;3;180;5;0;180;1;5;1;0;1;1;10;1;3;2;2;A;0;;;;4;0,4;159;663227;5093712
114;15 Bertolini;Trento;FOLGARIA;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;10;0;595;10;1;1;2;3;35;5;0;35;1;30;1;0;1;1;20;3;0,5;3;2;A;0;;;;3;0,7;710;667575;5087290
114;154 Volani;Trento;GRIGNO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;5;0;510;10;1;1;2;3;30;5;0;30;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;217;705993;5097983
114;155 Volani;Trento;GRIGNO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;5;0;340;10;1;5;2;3;20;5;0;30;1;5;1;0;1;1;10;5;0;3;2;A;0;;;;4;0,4;202;0;0
114;157 Capopardo;Trento;Taio;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;1870;10;1;1;2;3;110;5;0;110;1;5;1;0;1;1;20;5;0;4;2;A;0;;;;4;0,4;259;658904;5131647
114;382 Capopardo;Trento;San Michele all Adige;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;15;0;20400;10;1;1;2;5;1200;8;0;1200;1;30;1;0;1;1;10;1;6;2;2;A;0;;;;3;0,7;674;662643;5116582
114;383 Capopardo;Trento;Nave Sen Rocco;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;10;0;3060;10;1;1;2;3;180;5;0;180;1;5;1;0;1;1;5;1;6;2;2;A;0;;;;3;0,7;364;661625;5114016
114;39 Dalpiaz;Trento;CAMPODENNO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;15;0;24480;10;1;1;2;5;720;8;0;720;1;5;1;0;1;1;20;3;0;2;2;A;0;;;;4;0,4;242;657385;5124058
114;392 Volani;Trento;BORGO VALSUGANA;1;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;2040;10;1;5;2;3;120;5;0;120;1;5;1;0;1;1;20;1;0;2;2;A;0;;;;4;0,4;193;688997;5103204
114;393 Volani;Trento;BORGO VALSUGANA;1;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;4250;10;1;5;2;3;250;5;0;250;1;30;1;0;1;1;20;1;0;2;2;A;0;;;;4;0,4;253;689042;5103251
114;16 Volani;Trento;GRIGNO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;1700;10;1;5;2;3;100;5;0;100;1;5;1;0;1;1;20;3;0;2;2;A;0;;;;4;0,4;209;705538;5098418
114;163Bertolini;Trento;ALDENO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;5100;10;1;1;2;3;421;5;0;300;1;30;1;0;1;1;10;1;3;3;2;A;0;;;;4;0,4;223;661681;5092192
114;164 Bertolini;Trento;ALDENO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;5100;10;1;1;2;3;300;5;0;300;1;30;1;0;1;1;10;1;3;3;2;A;0;;;;4;0,4;223;661676;5092160
114;171 Bertolini;Trento;TRENTO;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;10;0;680;10;1;1;2;3;40;5;0;40;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;3;0,7;570;663081;5097966
114;176 Bertolini;Trento;ARCO;2;1;Edifici agricoli e loro pertinenze;1;1;1;1;10;0;850;10;1;1;2;3;50;5;0;50;1;5;1;0;1;1;10;3;0,9;3;2;A;0;;;;5;0,3;104;647964;5086025
114;181 Bertolini;Trento;ISERA;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;10;0;680;10;1;1;2;3;40;5;0;40;1;5;1;0;1;1;10;3;0,9;3;2;A;0;;;;3;0,7;453;656129;5082321
114;181 Dalpiaz;Trento;TUENNO;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;10;0;1700;10;1;1;2;3;100;5;0;100;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;3;0,7;570;656001;5132300
114;182 Dalpiaz;Trento;TUENNO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;3740;10;1;1;2;3;220;5;0;220;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;238;655940;5133118
114;188 Bertolini;Trento;VILLALAGARINA;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;5;0;300;10;1;1;2;3;18;5;0;18;1;30;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;277;655482;5087367
114;19 Bertolini;Trento;FIAVè;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;2125;10;1;1;2;3;125;5;0;125;1;30;1;0;1;1;20;1;2;2;2;A;0;;;;4;0,4;243;643772;5095799
114;192 Dalpiaz;Trento;DENNO;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;10;0;4080;10;1;1;2;3;240;5;0;240;1;5;1;0;1;1;20;3;0;2;2;A;0;;;;3;0,7;504;658316;5126548
114;193 Dalpiaz;Trento;CAMPODENNO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;7378;10;1;1;2;3;217;5;0;217;1;5;1;0;1;1;20;3;0;2;2;A;0;;;;4;0,4;200;656564;5123680
114;194 Dalpiaz;Trento;CAMPODENNO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;3400;10;1;1;2;3;100;5;0;100;1;5;1;0;1;1;20;3;0;2;2;A;0;;;;4;0,4;200;656564;5123680
114;198 Bertolini;Trento;DRO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;850;10;1;1;2;3;50;5;0;50;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;238;647780;5091540
114;199 Volani;Trento;BORGO VALSUGANA;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;5100;10;1;5;2;3;300;5;0;300;1;30;1;0;1;1;20;3;0;3;2;A;0;;;;4;0,4;282;681028;5101445
114;2 Bertolini;Trento;ALDENO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;5100;10;1;1;2;3;300;5;0;300;1;30;1;0;1;1;10;1;3;3;2;A;0;;;;4;0,4;223;61668;5092122
114;2 Dalpiaz;Trento;CLOZ;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;15;0;10200;10;1;1;2;5;600;8;0;600;1;5;1;0;1;1;20;3;0;2;2;A;0;;;;3;0,7;593;659867;5142311
114;206 Volani;Trento;LEVICO TERME;2;1;Edifici agricoli e loro pertinenze;1;2,5;2,5;2,5;10;0;3910;10;1;5;2;3;230;5;0;230;1;5;1;0;1;1;10;1;0;2;2;A;0;;;;2;0,8;600;681022;5092062
114;21 Bertolini;Trento;ARCO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;7650;10;1;1;2;3;450;5;0;450;1;30;1;0;1;1;20;1;3;2;2;A;0;;;;4;0,4;243;647515;5088994
114;212 Dalpiaz;Trento;TUENNO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;1700;10;3;1;2;3;100;5;0;100;1;5;7;0;1;1;5;5;0;3;2;A;0;;;;4;0,4;360;655670;5131674
114;213 Dalpiaz;Trento;TASSULLO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;1360;10;1;1;2;3;80;5;0;80;1;30;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;298;658049;5132954
114;223 Dalpiaz;Trento;TUENNO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;1870;10;3;1;2;3;110;5;0;110;1;5;7;0;1;1;5;5;0;3;2;A;0;;;;4;0,4;360;655437;5132797
114;232 Dalpiaz;Trento;S. MICHELE a/A;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;2550;10;1;1;2;3;150;5;0;150;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;238;664115;5118035
114;24 Capopardo;Trento;Cles;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;5;0;408;10;1;1;2;3;24;5;0;24;1;30;1;0;1;1;10;3;0,75;2;2;A;0;;;;3;0,7;562;657150;5135794
114;246 Dalpiaz;Trento;LAVIS;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;850;10;1;1;2;3;50;5;0;50;1;5;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;238;662973;5111331
114;25 Bertolini;Trento;VILLA LAGARINA;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;15;0;10710;10;1;1;2;5;630;5;0;630;1;5;1;0;1;1;20;3;0,6;3;2;A;0;;;;4;0,4;242;656040;5087749
114;25 Capopardo;Trento;Cles;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;10;0;510;10;1;1;2;3;30;5;0;30;1;5;1;0;1;1;5;3;0,8;2;2;A;0;;;;3;0,7;394;656950;5134650
114;26 Bertolini;Trento;RONZO CHIENIS;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;1870;10;1;1;2;3;110;5;0;110;1;30;1;0;1;1;20;5;0;3;2;A;0;;;;4;0,4;298;651351;5083546
114;260 Capopardo;Trento;Lavis;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;10;0;3400;10;1;1;2;3;200;5;0;200;1;5;1;0;1;1;20;5;3;3;2;A;0;;;;3;0,7;570;662606;5114059
114;266 Volani;Trento;OSPEDALETTO;1;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;3400;10;1;5;2;3;200;5;0;200;1;5;1;0;1;1;20;3;0;2;2;A;0;;;;4;0,4;209;697731;5102367
114;275 Volani;Trento;OSPEDALETTO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;4590;10;1;5;2;3;270;5;0;270;1;30;1;0;1;1;20;3;0;2;2;A;0;;;;4;0,4;269;697978;5102500
114;277 Capopardo;Trento;Nave Sen Rocco;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;15;0;10710;10;1;1;2;5;650;8;0;630;1;5;1;0;1;1;20;1;6;2;2;A;0;;;;4;0,4;225;662726;5116177
114;277 Volani;Trento;OSPEDALETTO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;5;0;2040;10;1;5;2;3;120;5;0;120;1;5;1;0;1;1;20;3;0;3;2;A;0;;;;4;0,4;201;698012;5101917
114;278 Volani;Trento;OSPEDALETTO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;1700;10;1;5;2;3;100;5;0;100;1;5;1;0;1;1;20;3;0;3;2;A;0;;;;4;0,4;222;697978;5101904
114;279 Volani;Trento;OSPEDALETTO;1;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;5100;10;3;5;2;3;300;5;0;300;1;5;1;0;1;1;5;1;0;2;2;A;0;;;;4;0,4;261;699156;5101110
114;28 Volani;Trento;OSPEDALETTO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;612;10;1;1;2;3;36;5;0;36;1;30;1;0;1;1;10;5;0;4;2;A;0;;;;4;0,4;295;697585;5101976
114;280 Volani;Trento;OSPEDALETTO;1;1;Edifici agricoli e loro pertinenze;1;1;1;1;15;0;14280;1;3;1;2;5;840;5;0;840;1;5;1;0;1;1;5;1;0;2;2;B;B;;;;5;0,3;130;699153;5101140
114;281 Volani;Trento;OSPEDALETTO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;3400;10;3;5;2;3;200;5;0;200;1;5;7;0;1;1;5;3;0;3;2;A;0;;;;4;0,4;334;698085;5101314
114;29 Volani;Trento;OSPEDALETTO;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;10;0;850;10;1;1;2;3;50;5;0;50;1;5;1;0;1;1;10;5;0;4;2;A;0;;;;3;0,7;533;697585;5101976
114;290 Dalpiaz;Trento;LAVIS;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;5;0;255;10;1;1;2;3;15;5;0;15;1;5;1;0;1;1;20;3;0;3;2;A;0;;;;4;0,4;191;662206;5111142
114;292 Volani;Trento;CASTELNUOVO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;544;10;1;5;2;3;35;5;0;35;1;5;1;0;1;1;10;5;0;3;2;A;0;;;;4;0,4;223;692541;5103009
114;4 Dalpiaz;Trento;TRENTO;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;10;0;6120;10;1;1;2;3;360;5;0;360;1;5;1;0;1;1;20;3;0;2;2;A;0;;;;3;0,7;504;664971;5110137
114;41 Dalpiaz;Trento;CAMPODENNO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;15;0;23800;10;3;1;2;5;700;8;0;700;1;30;7;0;1;1;5;3;0;2;2;A;0;;;;4;0,4;467;656411;5124069
114;410 Volani;Trento;OSPEDALETTO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;1020;10;1;5;2;3;60;5;0;60;1;5;1;0;1;1;10;5;0;3;2;A;0;;;;4;0,4;223;697392;5102138
114;411 Volani;Trento;OSPEDALETTO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;1700;10;1;5;2;3;100;5;0;100;1;5;1;0;1;1;10;5;0;3;2;A;0;;;;4;0,4;223;697900;5101913
114;42 Dalpiaz;Trento;CAMPODENNO;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;15;0;10200;10;3;1;2;5;600;8;0;600;1;5;7;0;1;1;5;3;0;2;2;A;0;;;;4;0,4;367;656433;5124073
114;428 Dalpiaz;Trento;TRENTO;2;1;Edifici agricoli e loro pertinenze;1;1;2,5;2,5;10;0;2040;10;1;5;2;3;120;5;0;120;1;5;1;0;1;1;5;5;0;3;2;A;0;;;;3;0,7;489;661656;5109711
114;431 Capopardo;Trento;Mezzocorona;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;10;0;1020;10;1;1;2;3;60;5;0;60;1;5;1;0;1;1;20;1;3,6;2;2;A;0;;;;4;0,4;183;666138;5122853
114;432 Capopardo;Trento;Mezzocorona;2;1;Edifici agricoli e loro pertinenze;1;1;1;2,5;15;0;13600;10;1;1;2;3;800;8;0;800;1;5;1;0;1;1;20;1;3,6;2;2;A;0;;;;4;0,4;217;666170;5122941
