"COD_COMUNE";"COD_PROGRE";"DATA_SOPRA";"COD_FUSO";"COORD_X";"COORD_Y";"DESCR_COMU";"ELEMENTO_C";"COD_TIPOLO";"CONFINAMEN";"TIPO_MATER";"COD_ACCESS";"ANNO_ATTIV";"COD_TIPO_U";"PRESENZA_A";"COD_QUANTI";"I_01";"COD_QUAN_1";"FLAG_VALUT";"I_02";"FLAG_ATTIV";"I_03";"FLAG_CAUSE";"I_04";"CONC_FIBRE";"I_05";"COD_ESTENS";"I_06";"COD_SUP_ES";"I_07";"FLAG_URBAN";"I_08";"COD_STATO_";"I_09";"COD_PERIOD";"I_10";"COD_TIPO_1";"I_11";"FLAG_DATI_";"I_12";"FREQUENZA_";"I_13";"COD_DISTAN";"I_14";"COD_DENSIT";"I_15";"COD_ETA_ME";"I_16";"FATTORE_A";"FATTORE_B";"FATTORE_C";"FATTORE_D";"Coef class";"PUNTEGGIO";"LIV_PRIORI";"NOTE";"Bonifica";"COD_TIPO_B"
104002;1;"10-mag-13";32;509246;4547745;"Aglientu (OLBIA-TEMPIO)";;"Edificio pubblico in area urbana - uffici della Pubblica Amministrazione";"NO";"COMPATTO";"NO (Esistenza di recinzione)";1984;"Uso privato";"nel tetto, in altro";;10;"500?À10000 Kg (50-500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"500 - 5.000 mq";5;"< 500 mq";5;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Entro 1000 m";3;"Case sparse";2;">= 29";2;1;1,000000000000000;1,000000000000000;2,500000000000000;0,400000006000000;283,800000000000000;4;;"Non bonificato";
104004;1;"15-nov-07";32;532533;4547626;"Arzachena (OLBIA-TEMPIO)";;"Altro sito";"NO";"COMPATTO";"NO (Esistenza di recinzione)";1963;"Uso privato";"in altro";;5;"<= 500 Kg (< 50 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"500 - 5.000 mq";5;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;1,000000000000000;1,000000000000000;2,500000000000000;0,400000006000000;261,600000000000000;4;;"Bonificato totalmente";
104004;2;"15-nov-07";32;532465;4547887;"Arzachena (OLBIA-TEMPIO)";;"Edificio pubblico in area urbana - uffici postali";"SI";"COMPATTO";"SI (Accesso libero)";1974;"Uso pubblico";"in altro";;15;">10000 Kg (> 500 mq)";"SI";1;"SI";1;"NO / Nessuna risposta";1;">1";5;"< 500 mq";3;"500 ?»???¢ 5000 mq";8;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;1,000000000000000;0,300000012000000;558,000000000000000;5;;"Bonificato totalmente";
104004;3;"21-nov-07";32;530647;4551338;"Arzachena (OLBIA-TEMPIO)";;"Mezzi di trasporto: rotabili ferroviari, navi, autoveicoli";"NO";"COMPATTO";"SI (Accesso libero)";1975;"Uso privato";"nel tetto, in altro";;5;"<= 500 Kg (< 50 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;"500 ?»???¢ 5000 mq";8;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Periodica";10;"Oltre 1000 m";1;"Case sparse";2;">= 29";2;1;1,000000000000000;2,500000000000000;2,500000000000000;0,699999988000000;594,299999999999000;3;;"Non bonificato";
104004;4;"21-nov-07";32;531084;4554512;"Arzachena (OLBIA-TEMPIO)";;"Mezzi di trasporto: rotabili ferroviari, navi, autoveicoli";"NO";"COMPATTO";"SI (Accesso libero)";1970;"Uso pubblico";"nel tetto, in altro";;5;"<= 500 Kg (< 50 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Periodica";10;"Oltre 1000 m";1;"Case sparse";2;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;852,000000000000000;2;;"Non bonificato";
104004;5;"21-nov-07";32;531190;4547974;"Arzachena (OLBIA-TEMPIO)";;"Mezzi di trasporto: rotabili ferroviari, navi, autoveicoli";"NO";"COMPATTO";"SI (Accesso libero)";1980;"Uso pubblico";"nel tetto";;5;"<= 500 Kg (< 50 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;1188,000000000000000;2;;"Non bonificato";
104004;6;"21-nov-07";32;526940;4543908;"Arzachena (OLBIA-TEMPIO)";;"Mezzi di trasporto: rotabili ferroviari, navi, autoveicoli";"NO";"COMPATTO";"SI (Accesso libero)";1980;"Uso pubblico";"nel tetto";;5;"<= 500 Kg (< 50 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Periodica";10;"Oltre 1000 m";1;"Case sparse";2;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;852,000000000000000;2;;"Non bonificato";
104004;7;"21-nov-07";32;529576;4545489;"Arzachena (OLBIA-TEMPIO)";;"Mezzi di trasporto: rotabili ferroviari, navi, autoveicoli";"NO";"COMPATTO";"SI (Accesso libero)";1975;"Uso pubblico";"nel tetto";;10;"500?À10000 Kg (50-500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Oltre 1000 m";1;"Case sparse";2;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;1032,000000000000000;2;;"Non bonificato";
104004;8;"19-nov-07";32;540829;4547748;"Arzachena (OLBIA-TEMPIO)";;"Altro sito";"NO";"COMPATTO";"NO (Esistenza di recinzione)";1980;"Uso privato";"nel tetto";;5;"<= 500 Kg (< 50 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"500 - 5.000 mq";5;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Periodica";10;"Oltre 1000 m";1;"Case sparse";2;">= 29";2;1;1,000000000000000;1,000000000000000;2,500000000000000;0,400000006000000;162,000000000000000;4;;"Bonificato totalmente";
104004;9;"14-mar-08";32;532073;4546959;"Arzachena (OLBIA-TEMPIO)";;"Edificio pubblico in area urbana - Scuole di ogni ordine e grado";"NO";"COMPATTO";"SI (Accesso libero)";1970;"Uso pubblico";"nel tetto";;15;">10000 Kg (> 500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"> 5.000 mq";9;"500 ?»???¢ 5000 mq";8;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;"< 29";10;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;1490,400000000000000;2;;"Bonificato totalmente";
104006;1;"07-nov-07";32;513679;4515139;"Berchidda (OLBIA-TEMPIO)";;"Edificio pubblico in area urbana - uffici postali";"SI";"COMPATTO";"SI (Accesso libero)";1987;"Uso pubblico";"in altro";;10;"500?»???¢10000 Kg (50-500 mq)";"SI";1;"SI";1;"NO / Nessuna risposta";1;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;1,000000000000000;0,300000012000000;253,800000000000000;5;;"Bonificato totalmente";
104007;1;"21-nov-07";32;504873;4526714;"Bortigiadas (OLBIA-TEMPIO)";;"Mezzi di trasporto: rotabili ferroviari, navi, autoveicoli";"NO";"COMPATTO";"SI (Accesso libero)";1970;"Uso pubblico";"nel tetto";;5;"<= 500 Kg (< 50 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"500 - 5.000 mq";5;"< 500 mq";5;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Periodica";10;"Oltre 1000 m";1;"Case sparse";2;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;868,799999999999000;2;;"Non bonificato";
104008;1;"08-nov-07";32;522166;4491990;"Buddus?»???¢ (OLBIA-TEMPIO)";;"Edificio pubblico in area urbana - uffici postali";"SI";"COMPATTO";"SI (Accesso libero)";1985;"Uso pubblico";"in altro";;10;"500?À10000 Kg (50-500 mq)";"NO";10;"SI";1;"NO / Nessuna risposta";1;"<1 o nessuna risposta";2;"< 500 mq";3;"500 ?»???¢ 5000 mq";8;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;1,000000000000000;0,300000012000000;291,600000000000000;5;;"Bonificato totalmente";
104010;1;"06-nov-07";32;516074;4530054;"Calangianus (OLBIA-TEMPIO)";;"Edificio pubblico in area urbana - uffici postali";"SI";"COMPATTO";"SI (Accesso libero)";1980;"Uso pubblico";"in altro";;10;"500?»???¢10000 Kg (50-500 mq)";"SI";1;"SI";1;"NO / Nessuna risposta";1;">1";5;"< 500 mq";3;"500 ?»???¢ 5000 mq";8;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;1,000000000000000;0,300000012000000;526,500000000000000;5;;"Bonificato totalmente";
104010;2;"21-nov-07";32;519474;4535067;"Calangianus (OLBIA-TEMPIO)";;"Mezzi di trasporto: rotabili ferroviari, navi, autoveicoli";"NO";"COMPATTO";"SI (Accesso libero)";1980;"Uso pubblico";"nel tetto";;10;"500?»???¢10000 Kg (50-500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Oltre 1000 m";1;"Case sparse";2;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;732,000000000000000;2;;"Non bonificato";
104011;1;"08-nov-07";32;552042;4539330;"Golfo Aranci (OLBIA-TEMPIO)";;"Edificio pubblico in area urbana - uffici postali";"SI";"COMPATTO";"SI (Accesso libero)";1985;"Uso pubblico";"in altro";;10;"500?»???¢10000 Kg (50-500 mq)";"NO";10;"SI";1;"NO / Nessuna risposta";1;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;1,000000000000000;0,300000012000000;282,199999999999000;5;;"Bonificato totalmente";
104012;1;"13-nov-07";32;535348;4564259;"La Maddalena (OLBIA-TEMPIO)";;"Edificio pubblico in area urbana - cinema teatri, sale convegni";"NO";"COMPATTO";"SI (Accesso libero)";1970;"Uso pubblico";"nel tetto";;10;"500?»???¢10000 Kg (50-500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"500 - 5.000 mq";5;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Periodica";10;"Entro 1000 m";3;"Case sparse";2;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;676,799999999999000;2;;"Non bonificato";
104012;2;"13-nov-07";32;535348;4564259;"La Maddalena (OLBIA-TEMPIO)";;"Edificio pubblico in area urbana - uffici della Pubblica Amministrazione";"NO";"COMPATTO";"SI (Accesso libero)";1970;"Uso pubblico";"nel tetto";;5;"<= 500 Kg (< 50 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"500 - 5.000 mq";5;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Entro 1000 m";3;"Case sparse";2;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;736,799999999999000;2;;"Non bonificato";
104016;1;"07-nov-07";32;527719;4517418;"Monti (OLBIA-TEMPIO)";;"Edificio pubblico in area urbana - uffici postali";"SI";"COMPATTO";"SI (Accesso libero)";1982;"Uso pubblico";"in altro";;10;"500?»???¢10000 Kg (50-500 mq)";"NO";10;"SI";1;"NO / Nessuna risposta";1;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;1,000000000000000;0,300000012000000;282,199999999999000;5;;"Bonificato totalmente";
104017;1;"06-nov-07";32;541995;4530261;"Olbia (OLBIA-TEMPIO)";;"Edificio pubblico in area urbana - uffici postali";"SI";"COMPATTO";"SI (Accesso libero)";1960;"Uso pubblico";"in altro";;10;"500?»???¢10000 Kg (50-500 mq)";"SI";1;"SI";1;"NO / Nessuna risposta";1;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;1,000000000000000;0,300000012000000;253,800000000000000;5;;"Bonificato totalmente";
104017;2;"06-nov-07";32;541613;4528647;"Olbia (OLBIA-TEMPIO)";;"Edificio pubblico in area urbana - Scuole di ogni ordine e grado";"NO";"COMPATTO";"SI (Accesso libero)";1980;"Uso pubblico";"in altro";;15;">10000 Kg (> 500 mq)";"SI";1;"SI";1;"SI";5;">1";5;"500 - 5.000 mq";5;"500 ?»???¢ 5000 mq";8;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Periodica";10;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;2330,400000000000000;2;;"Bonificato totalmente";
104017;3;"06-nov-07";32;541918;4528696;"Olbia (OLBIA-TEMPIO)";;"Edificio pubblico in area urbana - Scuole di ogni ordine e grado";"NO";"COMPATTO";"SI (Accesso libero)";1980;"Uso pubblico";"nel tetto, in altro";;15;">10000 Kg (> 500 mq)";"SI";1;"SI";1;"SI";5;">1";5;"500 - 5.000 mq";5;"500 ?»???¢ 5000 mq";8;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;"< 29";10;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;2762,400000000000000;2;;"Bonificato totalmente";
104017;4;"06-nov-07";32;542965;4528038;"Olbia (OLBIA-TEMPIO)";;"Mezzi di trasporto: rotabili ferroviari, navi, autoveicoli";"NO";"COMPATTO";"SI (Accesso libero)";1977;"Uso privato";"nel tetto";;5;"<= 500 Kg (< 50 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Oltre 1000 m";1;"Case sparse";2;">= 29";2;1;1,000000000000000;2,500000000000000;2,500000000000000;0,699999988000000;645,799999999999000;3;;"Bonificato totalmente";
104017;5;"08-nov-07";32;541851;4532212;"Olbia (OLBIA-TEMPIO)";;"Edificio pubblico in area urbana - impianti sportivi";"NO";"COMPATTO";"SI (Accesso libero)";1975;"Uso pubblico";"nel tetto";;10;"500?»???¢10000 Kg (50-500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"500 - 5.000 mq";5;"500 ?»???¢ 5000 mq";8;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;1000,800000000000000;2;;"Bonificato totalmente";
104017;6;"08-nov-07";32;542053;4531316;"Olbia (OLBIA-TEMPIO)";;"Edificio pubblico in area urbana - ospedali e case di cura";"NO";"COMPATTO";"SI (Accesso libero)";1982;"Uso pubblico";"in altro";;5;"<= 500 Kg (< 50 mq)";"NO";10;"SI";1;"NO / Nessuna risposta";1;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Occasionale";5;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;660,000000000000000;2;;"Non bonificato";
104017;7;"08-nov-07";32;540652;4533487;"Olbia (OLBIA-TEMPIO)";;"Altro sito";"NO";"COMPATTO";"NO (Esistenza di recinzione)";1987;"Uso privato";"nel tetto, in altro";;10;"500?»???¢10000 Kg (50-500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"500 - 5.000 mq";5;"< 500 mq";5;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Entro 1000 m";3;"Case sparse";2;">= 29";2;1;1,000000000000000;1,000000000000000;2,500000000000000;0,400000006000000;283,800000000000000;4;;"Bonificato totalmente";
104017;8;"09-nov-07";32;542143;4530564;"Olbia (OLBIA-TEMPIO)";;"Altro sito";"NO";"COMPATTO";"SI (Accesso libero)";1965;"Uso privato";"nelle pavimentazioni, in altro";;15;">10000 Kg (> 500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"500 - 5.000 mq";5;"500 ?»???¢ 5000 mq";8;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;1,000000000000000;2,500000000000000;2,500000000000000;0,699999988000000;736,000000000000000;3;;"Bonificato totalmente";
104017;9;"09-nov-07";32;541953;4531716;"Olbia (OLBIA-TEMPIO)";;"Sito civile o produttivo dismesso non ricompreso nella categoria 1 del DM 101/2003";"NO";"COMPATTO";"NO (Accesso vietato)";1977;"Uso privato";"in altro";;5;"<= 500 Kg (< 50 mq)";"SI";1;"NO";3;"NO / Nessuna risposta";1;"<1 o nessuna risposta";2;"500 - 5.000 mq";5;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;"> 10";7;;1;"NO o nessuna risposta";1;"Occasionale";5;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;1,000000000000000;1,000000000000000;2,500000000000000;0,400000006000000;338,000000000000000;4;;"Non bonificato";
104017;10;"14-mar-08";32;542383;4528265;"Olbia (OLBIA-TEMPIO)";;"Edificio pubblico in area urbana - Scuole di ogni ordine e grado";"NO";"COMPATTO";"SI (Accesso libero)";1970;"Uso pubblico";"nel tetto";;15;">10000 Kg (> 500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"> 5.000 mq";9;"500 ?»???¢ 5000 mq";8;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;"< 29";10;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;1490,400000000000000;2;;"Bonificato totalmente";
104018;1;"07-nov-07";32;508179;4507692;"Oschiri (OLBIA-TEMPIO)";;"Edificio pubblico in area urbana - uffici postali";"SI";"COMPATTO";"SI (Accesso libero)";1988;"Uso pubblico";"in altro";;10;"500?»???¢10000 Kg (50-500 mq)";"SI";1;"SI";1;"NO / Nessuna risposta";1;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;1,000000000000000;0,300000012000000;253,800000000000000;5;;"Bonificato totalmente";
104018;2;"12-nov-07";32;502043;4515334;"Oschiri (OLBIA-TEMPIO)";;"Altro sito";"NO";"COMPATTO";"NO (Esistenza di recinzione)";1980;"Uso privato";"in altro";;10;"500?»???¢10000 Kg (50-500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"500 - 5.000 mq";5;"500 ?»???¢ 5000 mq";8;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Oltre 1000 m";1;"Case sparse";2;">= 29";2;1;1,000000000000000;1,000000000000000;2,500000000000000;0,400000006000000;219,599999999999000;4;;"Non bonificato";
104020;1;"08-nov-07";32;531748;4558865;"Palau (OLBIA-TEMPIO)";;"Mezzi di trasporto: rotabili ferroviari, navi, autoveicoli";"NO";"COMPATTO";"SI (Accesso libero)";1975;"Uso pubblico";"nel tetto, in altro";;10;"500?»???¢10000 Kg (50-500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Periodica";10;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;2,500000000000000;0,800000012000000;1128,000000000000000;2;;"Non bonificato";
104020;2;"08-nov-07";32;531936;4558028;"Palau (OLBIA-TEMPIO)";;"Edificio pubblico in area urbana - uffici della Pubblica Amministrazione";"NO";"COMPATTO";"NO (Esistenza di recinzione)";1981;"Uso privato";"in altro";;10;"500?»???¢10000 Kg (50-500 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"500 - 5.000 mq";5;"< 500 mq";5;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;1,000000000000000;1,000000000000000;2,500000000000000;0,400000006000000;342,600000000000000;4;;"Non bonificato";
104020;4;"19-nov-07";32;531049;4557562;"Palau (OLBIA-TEMPIO)";;"Altro sito";"NO";"COMPATTO";"NO (Esistenza di recinzione)";1972;"Uso privato";"nel tetto";;5;"<= 500 Kg (< 50 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"500 - 5.000 mq";5;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Periodica";10;"Oltre 1000 m";1;"Case sparse";2;">= 29";2;1;1,000000000000000;1,000000000000000;2,500000000000000;0,400000006000000;162,000000000000000;4;;"Bonificato totalmente";
104022;1;"07-nov-07";32;515733;4565318;"Santa Teresa Gallura (OLBIA-TEMPIO)";;"Altro sito";"NO";"COMPATTO";"NO (Esistenza di recinzione)";1960;"Uso privato";"nel tetto";;5;"<= 500 Kg (< 50 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"500 - 5.000 mq";5;"< 500 mq";5;"NO o nessuna risposta";1;"Danni uguali o maggiori del 10%";30;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;1,000000000000000;1,000000000000000;2,500000000000000;0,400000006000000;321,600000000000000;4;;"Bonificato totalmente";
104022;2;"07-nov-77";32;515827;4565285;"Santa Teresa Gallura (OLBIA-TEMPIO)";;"Edificio pubblico in area urbana - uffici postali";"SI";"COMPATTO";"SI (Accesso libero)";1986;"Uso pubblico";"in altro";;10;"500?»???¢10000 Kg (50-500 mq)";"SI";1;"SI";1;"NO / Nessuna risposta";1;">1";5;"< 500 mq";3;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Costante";20;"Centro abitato";5;"Aggregato urbano";4;">= 29";2;1;2,500000000000000;2,500000000000000;1,000000000000000;0,300000012000000;507,600000000000000;5;;"Bonificato totalmente";
104023;1;"07-nov-07";32;554740;4516234;"San Teodoro (OLBIA-TEMPIO)";;"Altro sito";"NO";"COMPATTO";"NO (Esistenza di recinzione)";1989;"Uso privato";"nel tetto";;5;"<= 500 Kg (< 50 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"500 - 5.000 mq";5;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Periodica";10;"Oltre 1000 m";1;"Case sparse";2;">= 29";2;1;1,000000000000000;1,000000000000000;2,500000000000000;0,400000006000000;162,000000000000000;4;;"Bonificato totalmente";
104025;1;"12-nov-07";32;512456;4526988;"Tempio Pausania (OLBIA-TEMPIO)";;"Altro sito";"NO";"COMPATTO";"NO (Esistenza di recinzione)";1978;"Uso privato";"nel tetto";;5;"<= 500 Kg (< 50 mq)";"NO";10;"SI";1;"SI";5;"<1 o nessuna risposta";2;"500 - 5.000 mq";5;"< 500 mq";5;"NO o nessuna risposta";1;"Danni minori del 10%";5;;1;"Crisotilo + anfiboli";3;"NO o nessuna risposta";1;"Periodica";10;"Oltre 1000 m";1;"Case sparse";2;">= 29";2;1;1,000000000000000;1,000000000000000;2,500000000000000;0,400000006000000;162,000000000000000;4;;"Bonificato totalmente";
