"ID_Unità";"Provincia";"Comune";"Categoria";"Tipologia";"Descrizion";"Descrizi_1";"A - Friabi";"B - Uso pu";"C - Access";"D - Presen";"I1 - Quant";"Peso stima";"Peso sti_1";"I2 -
Prese";"I3 - Attiv";"I4 - 
Pres";"I5 - Conce";"I6 - 
Area";"? Effettiv";"I7 - 
Supe";"Effettiva";"Effettiv_1";"I8 - Coinv";"I9 - 
Stat";"I10 - 
Tem";"Data dismi";"I11 - 
Tip";"I12 - 
Dat";"I13 - 
Fre";"I14 - 
Dis";"Distanza d";"I15 - 
Den";"I16 - 
Et´";"Stato dell";"Tipo di in";"Costi Tota";"Fondi loca";"Stima dei";"Classe di";"Coefficien";"Punteggio";"Coordinate";"Coordina_1"
250;"Ce";"Cellole";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Canne fumarie";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;65;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;905367;4571281
189;"Ce";"Cellole";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, canne fumarie";1;1,000000000000000;2,500000000000000;2,500000000000000;10;;745;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;710,500000000000000;905367;4571281
246;"Ce";"Conca Campania";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Canne fumarie";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;58;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;917662;4587836
261;"Ce";"Conca Campania";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Canne fumarie";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;86;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;917662;4587836
282;"Ce";"Aversa";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, pensiline";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;150;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;937177;4550142
228;"Ce";"Conca Campania";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Canne fumarie";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;14;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;917662;4587836
245;"Ce";"Conca Campania";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Canne fumarie";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;58;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;918574;4586469
223;"Ce";"Conca Campania";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Canne fumarie";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;7;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;918574;4586469
269;"Ce";"Curti";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, canne fumarie";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;110;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;943133;4560529
255;"Ce";"Curti";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;78;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;943133;4560529
254;"Ce";"Curti";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;78;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;943133;4560529
257;"Ce";"Curti";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;78;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;943133;4560529
277;"Ce";"Falciano del Mass´?¢co";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, canne fumarie";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;138;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;915293;4568843
230;"Ce";"Falciano del Mass´?¢co";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Canne fumarie";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;16;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;915416;4568899
285;"Ce";"Aversa";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, pensiline";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;163;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;937177;4550142
229;"Ce";"Falciano del Mass´?¢co";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Canne fumarie";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;16;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;915411;4568879
259;"Ce";"Francolise";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, tubazioni";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;84;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;923968;4571639
303;"Ce";"Francolise";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, tettoie";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;336;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;922738;4566819
265;"Ce";"Francolise";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, canne fumarie";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;97;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;;;;;;3;0,700000000000000;623,000000000000000;922739;4566819
299;"Ce";"Galluccio";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;252;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;914559;4589862
249;"Ce";"Grazzanise";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;63;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;928638;4561394
251;"Ce";"Grazzanise";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;72;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;928638;4561394
268;"Ce";"Maddaloni";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;108;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;952412;4556802
174;"Ce";"Aversa";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Lastre ondulate";1;1,000000000000000;2,500000000000000;2,500000000000000;15;;59486;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;798,000000000000000;938199;4550088
236;"Ce";"Maddaloni";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Sfiatatoi";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;29;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;952412;4556802
235;"Ce";"Maddaloni";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Sfiatatoi, sottotetti";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;29;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;952412;4556802
237;"Ce";"Maddaloni";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Sfiatatoi";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;29;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;952412;4556802
300;"Ce";"Maddaloni";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;288;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;953156;4556725
234;"Ce";"Aversa";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Tubazioni, tetti";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;25;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;938199;4550088
232;"Ce";"Baia e Latina";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Serbatoi";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;18;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;945780;4584401
291;"Ce";"Caiazzo";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Canne fumarie";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;225;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;949762;4572479
253;"Ce";"Cancello Arnone";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, tettoie, comignolo";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;73;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;922363;4559209
224;"Ce";"Cancello Arnone";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, comignolo";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;8;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;922363;4559209
226;"Ce";"Cancello Arnone";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Canne fumarie";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;11;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;922363;4559210
244;"Ce";"Cancello Arnone";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, comignoli";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;50;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;922399;4559156
242;"Ce";"Cancello Arnone";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, comignoli";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;43;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;922398;4559157
225;"Ce";"Alife";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Canne fumarie";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;10;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;945921;4589185
258;"Ce";"Cancello Arnone";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;84;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;922363;4559209
262;"Ce";"Capodrise";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, grondaie";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;90;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;945854;4557193
263;"Ce";"Capodrise";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, grondaie";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;90;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;945854;4557192
241;"Ce";"Capua";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;42;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;937804;4563652
287;"Ce";"Capua";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;198;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;937804;4563652
302;"Ce";"Capua";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;324;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;937804;4563652
188;"Ce";"Capua";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;10;;720;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;710,500000000000000;937804;4563652
305;"Ce";"Capua";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;396;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;937804;4563652
290;"Ce";"Capua";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;210;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;937804;4563652
286;"Ce";"Capua";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;180;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;937804;4563652
293;"Ce";"Alife";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;234;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;946279;4589136
279;"Ce";"Capua";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;144;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;937804;4563652
280;"Ce";"Capua";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;144;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;937804;4563652
272;"Ce";"Capua";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;120;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;937804;4563652
271;"Ce";"Capua";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;120;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;937804;4563652
270;"Ce";"Capua";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;120;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;937804;4563652
248;"Ce";"Capua";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;60;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;937804;4563652
190;"Ce";"Capua";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, Sottotetti";1;1,000000000000000;2,500000000000000;2,500000000000000;10;;1920;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;710,500000000000000;937804;4563652
273;"Ce";"Carinola";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, lastre ondulate";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;120;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;917425;4571672
284;"Ce";"Carinola";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, canne fumarie, tetti";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;151;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;919395;4575152
281;"Ce";"Alife";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;144;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;946591;4588945
231;"Ce";"Carinola";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Canne fumarie, tetti";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;18;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;919394;4575152
283;"Ce";"Casagiove";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;150;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;946162;4561821
256;"Ce";"Casagiove";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;78;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;946162;4561821
227;"Ce";"Casagiove";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Canne fumarie";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;12;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;946161;4561821
298;"Ce";"Casal di Principe";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;240;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;928876;4552414
191;"Ce";"Caserta";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Tetti, pluviali, canne fumarie, sottotetti";1;1,000000000000000;2,500000000000000;2,500000000000000;10;;2934;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;710,500000000000000;947955;4560502
193;"Ce";"Caserta";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Copertura, pluviali, canne fumarie, sottotetti";1;1,000000000000000;2,500000000000000;2,500000000000000;10;;5903;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;710,500000000000000;947955;4560502
222;"Ce";"Alvignano";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Canne fumarie";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;5;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;949843;4579665
192;"Ce";"Caserta";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Copertura, pluviali, canne fumarie, sottotetti";1;1,000000000000000;2,500000000000000;2,500000000000000;10;;5867;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;710,500000000000000;947955;4560502
274;"Ce";"Caserta";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, canne fumarie, sfiatatoi, sottotetti";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;126;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;947955;4560502
292;"Ce";"Caserta";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, sfiatatoi, sottotetti, canne fumarie";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;234;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;947955;4560502
260;"Ce";"Caserta";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, sfiatatoi, canne fumarie, sottotetti";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;85;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;947955;4560502
275;"Ce";"Caserta";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, sfiatatoi, canne fumarie, sottotetti";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;126;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;947955;4560502
276;"Ce";"Caserta";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, sfiatatoi, canne fumarie, sottotetti";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;126;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;947955;4560502
295;"Ce";"Caserta";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, sfiatatoi, canne fumarie, sottotetti";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;239;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;947955;4560502
266;"Ce";"Caserta";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, sfiatatoi, canne fumarie, sottotetti";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;99;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;947955;4560502
288;"Ce";"Caserta";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, sfiatatoi, canne fumarie, sottotetti";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;203;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;947955;4560502
264;"Ce";"Caserta";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, sfiatatoi, canne fumarie, sottotetti";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;95;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;947955;4560502
194;"Ce";"Aversa";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Lastre ondulate, canne fumarie";1;1,000000000000000;2,500000000000000;2,500000000000000;10;;6030;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;710,500000000000000;938039;4550842
289;"Ce";"Caserta";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, sfiatatoi, canne fumarie, sottotetti";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;207;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;947955;4560502
294;"Ce";"Caserta";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, sfiatatoi, canne fumarie, sottotetti";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;234;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;947955;4560502
304;"Ce";"Caserta";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, sfiatatoi, canne fumarie, sottotetti";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;369;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;947955;4560502
296;"Ce";"Caserta";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, sfiatatoi, canne fumarie, sottotetti";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;239;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;947955;4560502
