"ID_Unità";"Provincia";"Comune";"Categoria";"Tipologia";"Descrizion";"Descrizi_1";"A - Friabi";"B - Uso pu";"C - Access";"D - Presen";"I1 - Quant";"Peso stima";"Peso sti_1";"I2 -
Prese";"I3 - Attiv";"I4 - 
Pres";"I5 - Conce";"I6 - 
Area";"? Effettiv";"I7 - 
Supe";"Effettiva";"Effettiv_1";"I8 - Coinv";"I9 - 
Stat";"I10 - 
Tem";"Data dismi";"I11 - 
Tip";"I12 - 
Dat";"I13 - 
Fre";"I14 - 
Dis";"Distanza d";"I15 - 
Den";"I16 - 
Et´";"Stato dell";"Tipo di in";"Costi Tota";"Fondi loca";"Stima dei";"Classe di";"Coefficien";"Punteggio";"Coordinate";"Coordina_1"
297;"Ce";"Caserta";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, sfiatatoi, canne fumarie, sottotetti";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;239;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;947955;4560502
301;"Ce";"Caserta";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Pluviali, sfiatatoi, canne fumarie, sottotetti";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;311;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;947955;4560502
169;"Ce";"Aversa";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Lastre ondulate";1;1,000000000000000;2,500000000000000;2,500000000000000;15;;16080;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;798,000000000000000;938039;4550842
173;"Ce";"Caserta";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Copertura, canne fumarie";1;1,000000000000000;2,500000000000000;2,500000000000000;15;;24463;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;798,000000000000000;947955;4560502
171;"Ce";"Caserta";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Copertura, canne fumarie";1;1,000000000000000;2,500000000000000;2,500000000000000;15;;16102;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;798,000000000000000;947955;4560502
196;"Ce";"Caserta";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Copertura, canne fumarie";1;1,000000000000000;2,500000000000000;2,500000000000000;10;;9428;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;710,500000000000000;947955;4560502
195;"Ce";"Caserta";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Copertura, canne fumarie";1;1,000000000000000;2,500000000000000;2,500000000000000;10;;8383;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;710,500000000000000;947955;4560502
170;"Ce";"Aversa";"2.
edifici pubblici e privati;";"Edifici residenziali";;"Lastre ondulate, canne fumarie";1;1,000000000000000;2,500000000000000;2,500000000000000;15;;16089;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;798,000000000000000;938039;4550842
238;"Ce";"Caserta";"2.
edifici pubblici e privati;";"Edifici residenziali";"Civile abitazione";"Canne fumarie";1;1,000000000000000;2,500000000000000;2,500000000000000;5;;34;10;3;1;2;3;;5;;;1;5;1;;3;1;10;1;1,000000000000000;4;2;"A";;;;;3;0,700000000000000;623,000000000000000;947955;4560502
345;"Na";"Napoli";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Tubazioni, guarnizioni, flange";2;1,000000000000000;2,500000000000000;2,500000000000000;5;10;;1;1;1;2;3;150;5;100;;1;5;1;;1;1;10;5;0,000000000000000;4;2;"A";;;;;2;0,800000000000000;488,399999999999000;940988;4533431
346;"Ce";"Caserta";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Guarnizioni, comignoli, corde portelle";2;1,000000000000000;2,500000000000000;2,500000000000000;5;4;;1;1;1;2;3;400;5;3;;1;5;1;;1;1;10;5;0,000000000000000;4;2;"A";;;;;2;0,800000000000000;488,399999999999000;947979;4560280
2;"Na";"Torre del Greco";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Guarnizioni, canne fumarie,coib.";2;2,500000000000000;2,500000000000000;2,500000000000000;5;50;;1;1;1;2;5;1000;5;50;;1;30;1;;1;1;20;5;0,000000000000000;4;2;"A";;;;;1;1,200000000000000;1632,599999999990000;952546;4529311
19;"Na";"Caivano";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Coibentazione";2;2,500000000000000;2,500000000000000;2,500000000000000;5;15;;1;1;1;2;3;400;5;;;1;5;1;;1;1;5;5;0,000000000000000;4;2;"A";;;;;1;1,200000000000000;880,200000000000000;945990;4546182
5;"Na";"Napoli";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Tubazioni, guarniz, flange, ferodi, canne fumarie";2;2,500000000000000;2,500000000000000;2,500000000000000;5;200;;1;1;1;2;9;9000;5;;;1;5;1;;1;1;20;5;0,000000000000000;4;2;"A";"C";;;;1;1,200000000000000;1247,400000000000000;949440;4533645
6;"Na";"Napoli";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Tubazioni, guarniz, flange, ferodi, canne fumarie";2;2,500000000000000;2,500000000000000;2,500000000000000;5;150;;1;1;1;2;9;15000;5;;;1;5;1;;1;1;20;5;0,000000000000000;4;2;"A";;;;;1;1,200000000000000;1247,400000000000000;942579;4534674
342;"Na";"Napoli";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Tubazioni, guarniz, flange, vasca, canne fumarie";2;1,000000000000000;2,500000000000000;2,500000000000000;5;50;;1;1;1;2;5;900;5;40;;1;5;1;;1;1;10;5;0,000000000000000;4;2;"A";;;;;2;0,800000000000000;510,000000000000000;943320;4535361
343;"Na";"Napoli";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Guarniz flange, canne fumarie";2;1,000000000000000;2,500000000000000;2,500000000000000;5;15;;1;1;1;2;5;1000;5;;;1;5;1;;1;1;10;5;0,000000000000000;4;2;"A";;;;;2;0,800000000000000;510,000000000000000;940878;4534774
389;"Na";"Napoli";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Tubazioni, guarniz flange,";2;2,500000000000000;2,500000000000000;1,000000000000000;5;8;;1;1;1;2;3;5;5;;;1;5;1;;1;1;5;5;0,000000000000000;4;2;"A";;;;;5;0,300000000000000;174,150000000000000;944602;4536211
347;"Na";"Napoli";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Guarnizioni  flange, ferodi";2;1,000000000000000;2,500000000000000;2,500000000000000;5;1;;1;1;1;2;3;100;5;;;1;5;1;;1;1;10;5;0,000000000000000;4;2;"A";;;;;2;0,800000000000000;488,399999999999000;938286;4532654
384;"Na";"Napoli";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Guarnizioni  flange,";2;1,000000000000000;1,000000000000000;2,500000000000000;5;1;;1;1;1;2;3;30;5;;;1;5;1;;1;1;10;5;0,000000000000000;4;2;"A";;;;;4;0,400000000000000;199,199999999999000;944561;4536429
184;"Av";"Avellino";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Tubaz, cann. fum, last. Piane/ond, vasca, guarn. O";2;1,000000000000000;2,500000000000000;2,500000000000000;5;50;;1;1;1;2;5;800;5;400;;1;30;1;;1;1;10;5;0,000000000000000;4;2;"A";;;;;2;0,800000000000000;720,000000000000000;987877;4545394
177;"Sa";"Roccapiemonte";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Deposito";"Lastre ondulate";1;2,500000000000000;2,500000000000000;2,500000000000000;5;;400;10;1;1;2;3;50;5;;25;1;30;1;;1;1;5;3;0,020000000000000;2;2;"A";;;;;2;0,800000000000000;780,000000000000000;980311;4527223
8;"Sa";"Pagani";"2.
edifici pubblici e privati;";"Scuole di ogni ordine e grado";"Attivit´?¢ scolast., imp. sport., cntrale termica";"Canne fumarie";1;2,500000000000000;2,500000000000000;2,500000000000000;5;;3;10;1;5;2;3;2;5;;2;1;30;1;;1;1;5;5;0,000000000000000;4;2;"A";;;;;2;0,800000000000000;996,000000000000000;973813;4525599
390;"Ce";"Aversa";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Magazzino";"Lastre ondulate";1;1,000000000000000;2,500000000000000;1,000000000000000;15;;11256;10;1;1;2;5;840;8;;840;1;5;1;;1;1;5;3;0,050000000000000;4;2;"C";"A";;;;5;0,300000000000000;170,550000000000000;938236;4548858
354;"Bn";"Montesarchio";"2.
edifici pubblici e privati;";"Edifici Industriali e loro pertinenze";"Ufficio senza pubblico, capannone ad uso produttiv";"Cemento amianto";1;1,000000000000000;2,500000000000000;2,500000000000000;15;;119000;1;1;1;2;9;12600;10;;12600;1;5;1;;1;1;5;1;5,000000000000000;2;2;"C";"C, A, B";;;;3;0,700000000000000;431,550000000000000;974218;4560946
353;"Na";"Napoli";"2.
edifici pubblici e privati;";"Edifici Industriali e loro pertinenze";"Capannone ad uso produttivo";"Lastre ondulate";1;1,000000000000000;2,500000000000000;2,500000000000000;15;;20500;1;1;1;2;9;6400;8;;1850;1;5;1;;1;1;5;1;1,000000000000000;4;2;;;;;;3;0,700000000000000;431,550000000000000;948100;4534330
21;"Sa";"Bellizzi";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;15;;10200;1;1;1;2;3;250;5;;;1;5;1;;1;1;20;5;0,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;872,399999999999000;1003171;4513712
332;"Sa";"Capaccio Scalo";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;7650;1;1;1;2;3;170;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"A";;;;;2;0,800000000000000;620,399999999999000;1009707;4495763
309;"Sa";"Castelnuovo di Conza";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;5100;1;1;1;2;3;112;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"A";;;;;2;0,800000000000000;620,399999999999000;1032189;4534131
318;"Bn";"Ceppaloni";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;5100;1;1;1;2;3;112;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;620,399999999999000;982473;4561013
186;"Sa";"Conturs´?¢ Terme";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;9350;1;1;1;2;3;200;5;;;1;5;1;;1;1;20;3;0,100000000000000;4;2;"A";;;;;2;0,800000000000000;716,399999999999000;1027709;4518871
320;"Bn";"Cusano Mutri";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;5100;1;1;1;2;3;112;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;620,399999999999000;960661;4591255
321;"Bn";"Amoros´?¢";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;5100;1;1;1;2;3;112;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;620,399999999999000;958132;4575727
392;"Ce";"Arienzo";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;1,000000000000000;1,000000000000000;10;;5100;1;1;1;2;3;112;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"B";;;;5;0,300000000000000;147,599999999999000;956066;4552422
205;"Av";"Baiano";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;15;;11900;1;1;1;2;3;203;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;680,399999999999000;973058;4548386
325;"Ce";"Cancello Arnone";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;7650;1;1;1;2;3;170;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;620,399999999999000;922363;4559209
327;"Ce";"Capodrise";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;7650;1;1;1;2;3;170;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;620,399999999999000;945324;4557259
207;"Av";"Cervinara";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;15;;17000;1;1;1;2;3;290;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;680,399999999999000;972315;4556394
317;"Ce";"Falciano del Mass´?¢co";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;5100;1;1;1;2;3;112;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;620,399999999999000;915297;4569236
323;"Av";"Fontanarosa";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;5100;1;1;1;2;3;112;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;620,399999999999000;1006314;4558083
322;"Av";"Fontanarosa";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;5100;1;1;1;2;3;112;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;620,399999999999000;1006160;4558558
331;"Ce";"Grazzanise";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;7650;1;1;1;2;3;170;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;620,399999999999000;928340;4561583
319;"Av";"Grottolella";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;5100;1;1;1;2;3;112;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;620,399999999999000;987047;4551692
330;"Bn";"Guardia Sanframonti";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;7650;1;1;1;2;3;170;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;620,399999999999000;970245;4582276
333;"Av";"Lacedonia";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;7990;1;1;1;2;3;178;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;620,399999999999000;1039956;4564476
219;"Ce";"Macerata Campania";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;7650;1;1;1;2;3;170;5;;;1;5;1;;3;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;632,399999999999000;943438;4559127
310;"Ce";"Marzano Appio";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;5100;1;1;1;2;3;112;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;620,399999999999000;922778;4586478
217;"Av";"Melito Irpino";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;5100;1;1;1;2;3;112;5;;;1;5;1;;3;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;632,399999999999000;1008409;4567838
379;"Av";"Mirabella Eclano";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;1,000000000000000;15;;10200;1;1;1;2;3;200;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;5;0,300000000000000;217,349999999999000;1004133;4560914
328;"Ce";"Orta di Atella";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;7650;1;1;1;2;3;170;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;620,399999999999000;943911;4548065
316;"Ce";"Pratella";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;5100;1;1;1;2;3;112;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;620,399999999999000;933063;4596820
329;"Ce";"Recale";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;7650;1;1;1;2;3;170;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;620,399999999999000;945865;4558776
200;"Ce";"Roccamonfina";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;15;;10200;1;1;1;2;3;200;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;680,399999999999000;917464;4583264
315;"Bn";"San Lupo";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;5100;1;1;1;2;3;112;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;620,399999999999000;968712;4582152
326;"Ce";"San Prisco";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;7650;1;1;1;2;3;170;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;620,399999999999000;943005;4562086
314;"Av";"Santa Paolina";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;5100;1;1;1;2;3;112;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;620,399999999999000;991675;4558016
218;"Av";"Serino";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;7650;1;1;1;2;3;170;5;;;1;5;1;;3;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;632,399999999999000;995108;4538809
201;"Bn";"Solopaca";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;15;;10200;1;1;1;2;3;200;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;680,399999999999000;965103;4575472
202;"Ce";"Sparanise";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;15;;10200;1;1;1;2;3;200;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;680,399999999999000;927681;4572779
324;"Ce";"Succivo";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;7650;1;1;1;2;3;170;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;620,399999999999000;943471;4545621
313;"Av";"Teora";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;5100;1;1;1;2;3;112;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;620,399999999999000;1027286;4541492
312;"Av";"Torella dei Lombardi";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;5100;1;1;1;2;3;112;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;620,399999999999000;1014838;4550343
203;"Bn";"Vitulano";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;15;;10200;1;1;1;2;3;200;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;680,399999999999000;976433;4575420
183;"Av";"Ferrari di Cervinara";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;5100;1;1;1;2;3;112;5;;;1;5;1;;3;1;20;3;0,400000000000000;4;2;"C";"A";;;;2;0,800000000000000;728,399999999999000;970168;4557130
187;"Sa";"Fisciano";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;9350;1;1;1;2;3;170;5;;;1;5;1;;1;1;20;3;0,100000000000000;4;2;"C";"A";;;;2;0,800000000000000;716,399999999999000;989539;4529624
168;"Sa";"Giffoni Valle Piana";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;9350;1;1;1;2;3;200;5;;;1;5;1;;1;1;20;5;0,000000000000000;4;2;"A";;;;;2;0,800000000000000;812,399999999999000;1002188;4524462
199;"Na";"Massa Lubrense";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;15;;10200;1;1;1;2;3;210;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;680,399999999999000;952449;4509003
198;"Na";"Monte di Procida";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;15;;10200;1;1;1;2;3;210;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"A";;;;;2;0,800000000000000;680,399999999999000;925976;4528761
22;"Sa";"Montecorvino Rovella";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;15;;10200;1;1;1;2;3;200;5;;;1;5;1;;1;1;20;5;0,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;872,399999999999000;1004855;4522340
185;"Bn";"Morcone";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;7650;1;1;1;2;3;170;5;;;1;5;1;;1;1;20;3;0,400000000000000;4;2;"C";"A";;;;2;0,800000000000000;716,399999999999000;974211;4592281
206;"Na";"Mugnano";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;15;;13600;1;1;1;2;3;300;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"C";;;;;2;0,800000000000000;680,399999999999000;938832;4541639
166;"Sa";"Paestum";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;10;;7650;1;1;1;2;3;170;5;;;1;5;1;;1;1;20;5;0,000000000000000;4;2;"C";"A";;;;2;0,800000000000000;812,399999999999000;1015370;4492604
204;"Av";"Prata Principato U.";"2.
edifici pubblici e privati;";"Edifici artigianali e di servizio";"Ufficio aperto al pubblico";"Pannelli interni in cemento-amianto";1;2,500000000000000;2,500000000000000;2,500000000000000;15;;10200;1;1;1;2;3;200;5;;;1;5;1;;1;1;20;1;1,000000000000000;4;2;"A";;;;;2;0,800000000000000;680,399999999999000;990981;4553664
