"ID";"CODICE";"DENOMIAZIONE";"CAP";"CITTA'";"PROV";"GIS x";"GIS y";"GIS Z";"PUNTEGGIO SITO Hp1";"PUNTEGGIO SITO Hp2";"CLASSE DI PRIORITA'";"TIPOLOGIA DI MCA";"PRESENZA DI CONFINAMENTO";"ACCESSIBILITA'";"TIPOLOGIA DI ATTIVITA'";"i1";"i2";"i3";"i4";"i5";"i6";"i7";"i8";"i9";"i10";"i11";"i12";"i13";"i14";"i15";"i16"
312;"CO009006001";"COMUNE DI ANDORA";;"ANDORA";"SV";0;0;;;682;2;2;2;1;1;15;1;1;1;;3;5;;;;;;20;5;4;
313;"CO009006002";"COMUNE DI ANDORA";;"ANDORA";"SV";431404,79;4867176,75;;;743;2;2;2;1;1;15;1;1;1;;5;8;;;;;;20;3;4;10
314;"CO009006003";"COMUNE DI ANDORA";17051;"ANDORA";"SV";430977,59;4867535,81;;;606;2;2;2;1;1;15;1;1;1;;5;8;;;;;;20;3;2;
315;"CO009006004";"COMUNE DI ANDORA";;"ANDORA";"SV";430776,62;4867881,25;;;606;2;2;2;1;1;15;1;1;1;;5;8;;;;;1;20;3;2;2
316;"CO009006005";"COMUNE DI ANDORA";;"ANDORA";"SV";431577,35;4866969,69;;;724;2;2;2;1;1;15;1;1;1;;5;8;;;;;;20;5;4;2
317;"CO009015001";"COMUNE DI CAIRO MONTENOTTE";;"SAVONA";"SV";1446110;4912920;;;480;2;2;2;1;1;15;1;1;;;;8;1;5;;;;;;;10
320;"CO009015002";"COMUNE DI CAIRO MONTENOTTE";;"CAIRO MONTENOTTE";"SV";1442680;4914770;;;589;2;2;2;1;1;15;1;1;;;3;8;1;5;;;;20;3;2;2
321;"CO009015003";"COMUNE DI CAIRO MONTENOTTE";;"CAIRO MONTENOTTE";"SV";1444640;4913750;;;793;2;2;2;1;1;15;1;1;;;3;8;1;5;;;;20;5;4;10
322;"CO009015004";"COMUNE DI CAIRO MONTENOTTE";;"CAIRO MONTENOTTE";"SV";1453285;4917825;;;293;4;2;2;2;2;15;10;3;5;;3;5;1;5;3;;;5;3;2;
323;"CO009015005";"COMUNE DI CAIRO MONTENOTTE";;"CAIRO MONTENOTTE";"SV";1441720;4917050;;;676;2;2;2;1;1;15;1;1;1;;5;8;1;5;;;;20;;4;10
324;"CO009015006";"COMUNE DI CAIRO MONTENOTTE (SCUOLA MATERNA BUGLIO)";;"CAIRO MONTENOTTE";"SV";1443135;4916645;;;246;4;2;2;2;1;15;1;1;1;;3;8;1;5;;;;20;3;2;10
325;"CO009015007";"COMUNE DI CAIRO MONTENOTTE (SCUOLA)";;"CAIRO MONTENOTTE";"SV";1442000;4916755;;;659;2;2;2;1;1;15;1;1;1;;3;8;1;5;;;;20;;4;10
326;"CO009015008";"COMUNE DI CAIRO MONTENOTTE";;"CAIRO MONTENOTTE";"SV";1442900;4917030;;;692;2;2;2;1;1;15;1;1;1;;5;8;1;5;;;;20;3;2;10
328;"CO009015009";"COMUNE DI CAIRO MONTENOTTE (PISCINA)";;"CAIRO MONTENOTTE";"SV";1442750;4916165;;;589;2;2;2;1;1;15;1;1;1;;;8;1;5;;;;20;3;;2
330;"CO009015010";"COMUNE DI CAIRO MONTENOTTE (CAMPO DI CALCIO)";;"CAIRO MONTENOTTE";"SV";1442398;4916744;;;810;2;2;2;1;1;15;1;1;1;;5;8;1;5;;;;20;5;4;10
331;"CO009015011";"COMUNE DI CAIRO MONTENOTTE (BOCCIOFILA)";;"CAIRO MONTENOTTE";"SV";1442310;4916860;;;656;2;2;2;1;1;15;1;1;1;;5;8;1;5;;;;20;3;4;2
332;"CO009015012";"COMUNE DI CAIRO MONTENOTTE (CROCE BIANCA)";;"CAIRO MONTENOTTE";"SV";1441890;4917260;;;224;4;2;2;2;1;15;1;1;1;;3;5;1;5;;;;20;3;4;2
334;"CO009015013";"COMUNE DI CAIRO MONTENOTTE (MAGAZZINO COMUNALE)";;"CAIRO MONTENOTTE";"SV";1441830;4917240;;;170;4;2;2;2;2;15;1;1;1;;3;5;1;5;;;;20;3;4;2
335;"CO009015014";"COMUNE DI CAIRO MONTENOTTE (PALAZZO COMUNALE)";;"CAIRO MONTENOTTE";"SV";1442500;4916335;;;724;2;2;2;1;1;15;1;1;1;;5;8;1;5;;;;20;5;4;2
336;"CO009022001";"COMUNE DI CELLE LIGURE";;"CELLE LIGURE";"SV";1463335,52;4910750,45;;;357;3;2;2;1;2;5;1;1;1;;3;5;1;5;;1;;20;3;2;2
337;"CO009022002";"COMUNE DI CELLE LIGURE";;"CELLE LIGURE";"SV";1463465,9;4910702,07;;;492;2;2;2;1;1;5;1;1;1;;3;5;1;5;;;;20;3;2;
338;"CO009022004";"COMUNE DI CELLE LIGURE";;"CELLE LIGURE";"SV";1462556,7;4909475,7;;;492;2;2;2;1;1;5;1;1;1;;3;5;1;5;;1;;20;3;2;
339;"CO009034001";"COMUNE DI LOANO";;"LOANO";"SV";0;0;;;420;4;2;2;2;1;15;1;3;1;;3;5;1;5;3;;;20;5;4;
340;"CO009034002";"COMUNE DI LOANO";;"LOANO";"SV";0;0;;;378;4;2;2;2;1;15;1;3;1;;3;5;1;5;3;;;5;5;4;10
341;"CO009034003";"COMUNE DI LOANO";;"LOANO";"SV";0;0;;;210;4;2;2;2;1;15;1;1;1;;3;;1;5;;;;20;3;2;
342;"CO009034004";"COMUNE DI LOANO";;"LOANO";"SV";0;0;;;120;4;2;2;2;2;15;1;1;1;;3;5;1;5;;;;5;3;2;
343;"CO009049002";"COMUNE DI PIETRA LIGURE";;"PIETRA LIGURE";"SV";441884,41;4888352,79;;;229;4;2;2;2;1;15;1;1;;;3;5;1;;;;;20;1;;10
344;"CO009049004";"COMUNE DI PIETRA LIGURE";;"PIETRA LIGURE";"SV";0;0;;;146;4;2;2;2;2;15;1;1;1;;;;1;;;;;20;;;
346;"CO009049005";"COMUNE DI PIETRA LIGURE";;"PIETRA LIGURE";"SV";0;0;;;364;2;2;2;1;1;5;1;1;1;;3;;1;;;;;5;5;2;
347;"CO009049007";"COMUNE DI PIETRA LIGURE";;"PIETRA LIGURE";"SV";0;0;;;120;4;2;2;2;2;15;1;1;1;;3;;1;;;;;5;3;2;
348;"CO009038003";"COMUNE DI MILLESIMO";;"MILLESIMO";"SV";1436250;491400;;;589;2;2;2;1;1;5;10;1;1;;3;5;1;5;;;;20;3;2;
349;"CO009052001";"COMUNE DI QUILIANO";;"QUILIANO";"SV";1450690,551;4908941,862;;;230;4;2;2;2;2;5;10;1;1;;3;5;1;30;;;;20;3;2;
350;"CO009056001";"COMUNE DI SAVONA";;"SAVONA";"SV";457172,34;4908981,46;;;242;4;2;2;2;1;5;1;3;1;;3;5;1;5;7;;1;;3;2;
351;"CO009056002";"COMUNE DI SAVONA";;"SAVONA";"SV";456485,18;4904861,29;;;713;2;2;2;1;1;5;1;1;1;;5;5;1;;;;1;20;5;4;10
352;"CO009056018";"COMUNE DI SAVONA";;"SAVONA";"SV";0;0;;;234;4;2;2;2;1;10;1;1;1;;5;5;1;;;;1;20;5;4;2
353;"CO009056023";"COMUNE DI SAVONA";;"SAVONA";"SV";458709,94;4906042,73;;;216;4;2;2;2;1;5;1;1;1;;5;5;1;5;;;1;20;5;4;
354;"CO009056027";"COMUNE DI SAVONA";;"SAVONA";"SV";458331,18;4906754,76;;;312;4;1;2;2;1;10;1;1;1;;5;;1;5;;;1;20;5;4;10
355;"CO009056028";"COMUNE DI SAVONA";;"SAVONA";"SV";457356,91;4907873,55;;;205;5;1;1;2;1;5;1;1;1;2;5;5;1;5;;;1;20;5;4;10
356;"CO009056029";"COMUNE DI SAVONA";;"SAVONA";"SV";458751,55;4906130,93;;;288;4;1;2;2;1;5;1;1;1;;5;5;1;5;;;1;20;5;4;10
357;"CO009056031";"COMUNE DI SAVONA";;"SAVONA";"SV";458292,77;4907089,73;;;288;4;1;2;2;1;5;1;1;1;2;5;;1;5;;;1;20;5;4;10
359;"CO009061001";"COMUNE DI TOIRANO - PALAZZETTO DELLO SPORT";;"TOIRANO";"SV";1436500;4886000;;;205;5;2;1;2;1;15;1;1;1;;5;8;1;5;;;;20;5;4;10
360;"CO009064001";"COMUNE DI VADO LIGURE - PALAZZO COMUNALE";17047;"VADO LIGURE";"SV";1455038;4901955;;;244;4;2;2;2;1;15;1;1;;;3;5;1;5;;;;20;5;4;
362;"CO009064003";"COMUNE DI VADO LIGURE - SALA CONSILIARE E RIUNIONI";;"VADO LIGURE";"SV";1455033;4901860;;;172;4;2;2;2;1;10;1;1;1;;3;5;1;5;;;;;5;4;
363;"CO009064004";"COMUNE DI VADO LIGURE - SCUOLE ELEMENTARI";;"VADO LIGURE";"SV";1454969;4901909;;;270;4;2;2;2;1;10;1;1;1;;5;8;1;5;;;;20;5;4;10
364;"CO009064005";"COMUNE DI VADO LIGURE - SCUOLE MEDIE";;"VADO LIGURE";"SV";1455198;4902447;;;236;4;2;2;2;1;5;1;1;1;;3;5;1;5;;;;20;5;4;10
365;"CO009064006";"COMUNE DI VADO LIGURE - BOCCIOFILA";;"VADO LIGURE";"SV";1454966;4902124;;;180;4;2;2;2;1;10;1;1;1;;5;5;1;;;;;;5;4;
366;"CO009064007";"COMUNE DI VADO LIGURE - CIMITERO";;"VADO LIGURE";"SV";1453722;4902017;;;199;4;2;2;2;1;10;1;1;1;;3;8;1;5;;;;20;3;2;
367;"CO009064008";"COMUNE DI VADO LIGURE - EX ASILO VALLE";;"VADO LIGURE";"SV";1453506;4901263;;;448;2;2;2;1;1;5;1;1;1;;3;5;1;5;;;;5;5;4;
368;"CO009064009";"COMUNE DI VADO LIGURE - SCUOLE ELEMENTARI";;"VADO LIGURE";"SV";1453272;4901353;;;595;2;2;2;2;1;5;1;1;1;;5;5;1;5;;;;20;3;2;10
369;"CO009064010";"COMUNE DI VADO LIGURE - MAGAZZINO";;"VADO LIGURE";"SV";1453382;4901079;;;184;4;2;2;2;2;5;1;3;1;;3;5;3;5;3;;;;3;2;
370;"CO009064011";"COMUNE DI VADO LIGURE - EX SCUOLA ELEMENTARE SEGNO";;"VADO LIGURE";"SV";1450835;4900240;;;138;4;2;2;2;1;5;1;1;1;;3;5;1;5;;;;10;3;2;
371;"CO009064012";"COMUNE DI VADO LIGURE - EX CASA DI RIPOSO";;"VADO LIGURE";"SV";1455118;4901976;;;226;4;2;2;2;1;10;1;1;1;;3;5;1;5;;;;20;5;4;
372;"ASL02009001";"AZIENDA SANITARIA LOCALE N. 2";;"ALBENGA";"SV";1437509,5;4877535,6;;;671;2;2;2;1;1;10;1;1;1;;3;8;1;5;;;;20;5;4;
373;"ASL02009002";"AZIENDA SANITARIA LOCALE N. 2";;"ALBENGA";"SV";1437421,35;4877553,15;;;610;2;2;2;1;1;5;1;1;1;;3;5;1;5;;;;20;5;4;
374;"ASL02009003";"AZIENDA SANITARIA LOCALE N. 2";;"ALBENGA";"SV";1437048,56;4877470,72;;;638;2;2;2;1;1;5;1;1;1;;5;5;3;5;;;;20;5;4;
375;"ASL02009004";"AZIENDA SANITARIA LOCALE N. 2";;"CARCARE";"SV";1443300;4912250;;;528;2;2;2;1;1;10;1;1;1;;3;5;1;5;;;;20;3;2;
376;"ASL02009005";"AZIENDA SANITARIA LOCALE N. 2";17100;"SAVONA";"SV";1459383,325581;4907520,17445;;;180;5;1;1;1;1;10;1;1;1;;9;8;1;5;;1;;5;3;2;
377;"ASL02009006";"AZIENDA SANITARIA LOCALE N. 2";;"SAVONA";"SV";1456322;4904637;;;948;2;2;2;1;1;10;1;3;1;;5;5;1;5;3;;;20;3;2;
378;"ASL02009007";"AZIENDA SANITARIA LOCALE N. 2";;"SAVONA";"SV";1457909,465156;4905846,7674;;;216;5;2;1;1;1;10;1;1;1;;5;8;1;5;;;;20;5;2;
379;"ASL02009008";"AZIENDA SANITARIA LOCALE N. 2";;"TOIRANO";"SV";1436656;4886179;;;856;1;1;2;1;1;10;1;1;1;;9;8;;5;;1;;20;3;2;
380;"CO008031005";"COMUNE DI IMPERIA";;"IMPERIA";"IM";422833,38;4860147,04;;;292;5;2;1;1;1;10;1;1;5;;3;8;1;5;;1;;20;5;4;10
381;"CO008038001";"COMUNE DI OLIVETTA SAN MICHELE";18030;"OLIVETTA SAN MICHELE";"IM";1380734;4859589;;;1378;2;2;2;1;1;10;10;3;;;3;5;3;5;7;;;20;5;4;
382;"CO008048001";"COMUNE DI RANZO";;"RANZO";"IM";1420236;4879405;;;379;4;2;2;2;1;5;10;3;;;3;5;;5;7;;;5;5;4;
383;"PR008PAP005";"AMMINISTRAZIONE PROVINCIALE DI IMPERIA";;"PORNASSIO";"IM";1408904;4879924;;;541;2;2;2;1;1;10;10;1;;;;8;1;5;;;1;;1;;10
385;"PR008PAP008";"AMMINISTRAZIONE PROVINCIALE DI IMPERIA";;"IMPERIA";"IM";1422515;4860016;;;358;4;2;2;2;1;15;10;1;1;;3;;1;30;;;1;20;5;;2
386;"AEMBC008001";"MINIST BENI E ATTIV CULTURALI - ARCHIVIO DI STATO";;"IMPERIA";"IM";421824,37;4859776,3;;;533;4;2;2;2;1;15;10;3;1;;3;5;;30;7;;1;5;3;2;
387;"ASL04010002";"AZIENDA SANITARIA LOCALE N.4";;"SANTA MARGHERITA LIGURE";"GE";516725,52;4908960,6;;;158;5;2;1;2;1;5;10;1;;;5;;;;;;;20;5;;
388;"ASL04010004";"AZIENDA SANITARIA LOCALE N.4";;"RAPALLO";"GE";518437,45;4910882,19;;;158;5;2;1;2;1;5;10;1;1;;5;;;5;;;;20;5;;
389;"GASLI010012";"ISTITUTO GIANNINA GASLINI EDIFICIO 9";16147;"GENOVA";"GE";499116,65;4915564,2;;;739;2;2;2;1;1;5;1;1;5;2;3;5;1;5;;;1;20;5;4;10
390;"GASLI010018";"ISTITUTO GIANNINA GASLINI EDIFICIO 14";16147;"GENOVA";"GE";499116,65;4915564,2;;;320;5;1;1;1;1;15;1;1;;;3;;;5;;;1;20;5;4;10
391;"EVANG010001";"OSPEDALE EVANGELICO INTERNAZIONALE";16122;"GENOVA";"GE";1495488;4917879;;;194;5;1;1;2;1;5;1;1;5;;5;5;1;5;;;1;20;5;4;
392;"CO010025001";"COMUNE DI GENOVA";;"GENOVA";"GE";496349,45;4917385,63;;;743;2;2;2;1;1;10;1;1;5;;5;8;3;5;;;;20;5;4;
393;"CO010025002";"COMUNE DI GENOVA";;"GENOVA";"GE";495028,82;4917141,25;;;460;4;1;2;2;1;15;10;1;5;;5;;1;30;;;;20;5;4;
394;"CO010025003";"COMUNE DI GENOVA";;"GENOVA";"GE";492178,3;4921155,83;;;304;4;2;2;2;1;10;10;1;5;;5;8;1;5;;;;20;5;4;
395;"CO010025004";"COMUNE DI GENOVA";;"GENOVA";"GE";495910,99;4918864,24;;;297;4;2;2;2;1;10;10;1;5;;5;5;1;5;;;;20;5;4;
396;"CO010025005";"COMUNE DI GENOVA";;"GENOVA";"GE";1491856;4918695;;;1610;2;2;2;1;1;10;10;3;5;;3;5;1;30;7;;;5;5;4;
397;"CO010025006";"COMUNE DI GENOVA";;"GENOVA";"GE";1487615;4919574;;;803;2;2;2;1;1;10;10;1;5;;5;5;1;5;;;;20;5;4;
398;"CO010025007";"COMUNE DI GENOVA";;"GENOVA";"GE";1495189;4916776;;;803;2;2;2;1;1;10;10;1;5;;5;5;1;5;;;;20;5;4;
399;"CO010025008";"COMUNE DI GENOVA";;"GENOVA";"GE";493172,34;4922746,71;;;289;4;2;2;2;1;10;10;1;5;;3;5;1;5;;;;20;5;4;
400;"CO010025009";"COMUNE DI GENOVA";;"GENOVA";"GE";1486200;4919458;;;976;2;2;2;1;1;10;1;1;5;;5;5;1;30;;;;20;5;4;
401;"CO010025010";"COMUNE DI GENOVA";;"GENOVA";"GE";1478649;4920721;;;912;2;2;2;1;1;10;10;3;5;;5;5;1;5;3;;;5;3;2;
402;"CO010025011";"COMUNE DI GENOVA";;"GENOVA";"GE";1492220;4922447;;;1361;3;2;2;1;2;10;1;3;5;5;5;8;3;5;7;;;5;5;4;
403;"CO010025012";"COMUNE DI GENOVA";;"GENOVA";"GE";1492329;4926577;;;786;2;2;2;1;1;10;10;1;5;;3;5;1;5;;;;20;5;4;
404;"CO010025013";"COMUNE DI GENOVA";;"GENOVA";"GE";0;0;;;262;5;2;1;1;1;10;10;1;1;;5;5;1;5;;;;20;5;4;
405;"CO010025014";"COMUNE DI GENOVA";;"GENOVA";"GE";1493006;4928312;;;1110;2;2;2;1;1;10;10;3;5;;5;8;1;5;;;;5;5;4;
406;"CO010025015";"COMUNE DI GENOVA";;"GENOVA";"GE";492194,58;4923204,79;;;260;4;2;2;2;1;10;10;1;5;;3;8;1;5;;;;10;5;4;
407;"CO010025016";"COMUNE DI GENOVA";;"GENOVA";"GE";0;0;;;646;2;2;2;1;1;10;1;1;1;;3;5;1;5;;;;20;5;4;
408;"CO010025017";"COMUNE DI GENOVA";;"GENOVA";"GE";1491522;4918754;;;772;3;2;2;1;2;10;1;3;5;;3;5;1;5;7;;;5;5;4;
409;"CO010025018";"COMUNE DI GENOVA";;"GENOVA";"GE";0;0;;;289;4;2;2;2;1;10;10;1;5;;3;5;1;5;;;;20;5;4;
410;"CO010025019";"COMUNE DI GENOVA";;"GENOVA";"GE";1496815;4918353;;;1430;1;1;2;1;1;15;10;1;5;;5;8;1;30;;;;10;5;4;
411;"CO010025020";"COMUNE DI GENOVA";;"GENOVA";"GE";484967,96;4919252,66;;;238;5;2;1;1;1;10;1;1;1;2;5;5;1;5;;;;20;5;4;
412;"SMART010001";"AZIENDA OSPEDALIERA UNIVERSITARIA SAN MARTINO";16132;"GENOVA";"GE";497572,95;4917103,45;;;707;2;2;2;1;1;5;10;1;;;3;5;1;5;;1;;20;5;4;
413;"SMART010002";"AZIENDA OSPEDALIERA UNIVERSITARIA SAN MARTINO";16132;"GENOVA";"GE";1497774;4917122;;;804;2;2;2;1;1;15;10;1;;;3;8;1;5;;1;;20;5;4;
414;"SMART010003";"AZIENDA OSPEDALIERA UNIVERSITARIA SAN MARTINO";16132;"GENOVA";"GE";1497823;4917418;;;768;2;2;2;1;1;10;10;1;;;3;8;1;5;;1;;20;5;4;
415;"SMART010004";"AZIENDA OSPEDALIERA UNIVERSITARIA SAN MARTINO";16132;"GENOVA";"GE";497572,95;4917103,45;;;707;2;2;2;1;1;5;10;1;;;3;5;1;5;;1;;20;5;4;
416;"SMART010005";"AZIENDA OSPEDALIERA UNIVERSITARIA SAN MARTINO";16132;"GENOVA";"GE";497572,95;4917103,45;;;743;2;2;2;1;1;10;10;1;;;3;5;1;5;;1;;20;5;4;
417;"SMART010006";"AZIENDA OSPEDALIERA UNIVERSITARIA SAN MARTINO";16132;"GENOVA";"GE";497572,95;4917103,45;;;707;2;2;2;1;1;5;10;1;;;3;5;1;5;;1;;20;5;4;
418;"SMART010007";"AZIENDA OSPEDALIERA UNIVERSITARIA SAN MARTINO";16132;"GENOVA";"GE";497572,95;4917103,45;;;707;2;2;2;1;1;5;10;1;;;3;5;1;5;;1;;20;5;4;
419;"SMART010008";"AZIENDA OSPEDALIERA UNIVERSITARIA SAN MARTINO";16132;"GENOVA";"GE";497572,95;4917103,45;;;707;2;2;2;1;1;5;10;1;;;3;5;1;5;;1;;20;5;4;
420;"SMART010009";"AZIENDA OSPEDALIERA UNIVERSITARIA SAN MARTINO";16132;"GENOVA";"GE";497572,95;4917103,45;;;707;2;2;2;1;1;5;10;1;;;3;5;1;5;;1;;20;5;4;
421;"SMART010010";"AZIENDA OSPEDALIERA UNIVERSITARIA SAN MARTINO";16132;"GENOVA";"GE";497572,95;4917103,45;;;707;2;2;2;1;1;5;10;1;;;3;5;1;5;;1;;20;5;4;
422;"SMART010011";"AZIENDA OSPEDALIERA UNIVERSITARIA SAN MARTINO";16132;"GENOVA";"GE";497572,95;4917103,45;;;707;2;2;2;1;1;5;10;1;;;3;5;1;5;;1;;20;5;4;
423;"SMART010012";"AZIENDA OSPEDALIERA UNIVERSITARIA SAN MARTINO";16132;"GENOVA";"GE";497572,95;4917103,45;;;707;2;2;2;1;1;5;10;1;;;3;5;1;5;;1;;20;5;4;
424;"SMART010013";"AZIENDA OSPEDALIERA UNIVERSITARIA SAN MARTINO";16132;"GENOVA";"GE";497572,95;4917103,45;;;707;2;2;2;1;1;5;10;1;;;3;5;1;5;;1;;20;5;4;
425;"SMART010014";"AZIENDA OSPEDALIERA UNIVERSITARIA SAN MARTINO";16132;"GENOVA";"GE";497572,95;4917103,45;;;724;2;2;2;1;1;5;10;1;;;5;5;1;5;;1;;20;5;4;
426;"SMART010015";"AZIENDA OSPEDALIERA UNIVERSITARIA SAN MARTINO";16132;"GENOVA";"GE";497572,95;4917103,45;;;707;2;2;2;1;1;5;10;1;;;3;5;1;5;;1;;20;5;4;
427;"SMART010016";"AZIENDA OSPEDALIERA UNIVERSITARIA SAN MARTINO";16132;"GENOVA";"GE";497572,95;4917103,45;;;707;2;2;2;1;1;5;10;1;;;3;5;1;5;;1;;20;5;4;
428;"SMART010017";"AZIENDA OSPEDALIERA UNIVERSITARIA SAN MARTINO";16132;"GENOVA";"GE";497572,95;4917103,45;;;707;2;2;2;1;1;5;10;1;;;3;5;1;5;;1;;20;5;4;
429;"SMART010018";"AZIENDA OSPEDALIERA UNIVERSITARIA SAN MARTINO";16132;"GENOVA";"GE";497572,95;4917103,45;;;707;2;2;2;1;1;5;10;1;;;3;5;1;5;;1;;20;5;4;
430;"SMART010019";"AZIENDA OSPEDALIERA UNIVERSITARIA SAN MARTINO";16132;"GENOVA";"GE";497572,95;4917103,45;;;707;2;2;2;1;1;5;10;1;;;3;5;1;5;;1;;20;5;4;
432;"SMART010020";"AZIENDA OSPEDALIERA UNIVERSITARIA SAN MARTINO";16132;"GENOVA";"GE";1498033;4917267;;;978;1;1;2;1;1;10;10;1;;;5;8;1;5;;1;;10;5;4;
433;"SMART010021";"AZIENDA OSPEDALIERA UNIVERSITARIA SAN MARTINO";16132;"GENOVA";"GE";1498109;4917462;;;843;1;1;2;1;1;10;10;1;;;3;5;1;5;;1;;5;5;4;
434;"CO010015005";"COMUNE DI CHIAVARI";;"CHIAVARI";"GE";526711,81;4907085,9;;;502;3;2;2;1;2;15;1;1;1;;3;5;1;5;;;;20;5;4;
435;"CO010015012";"COMUNE DI CHIAVARI";;"CHIAVARI";"GE";0;0;;;378;3;2;2;1;2;10;1;1;5;;3;5;1;5;;;;10;3;4;
436;"CO010015004";"COMUNE DI CHIAVARI";;"CHIAVARI";"GE";0;0;;;212;4;2;2;2;2;5;1;3;1;;5;5;1;5;3;;;5;3;4;
437;"CO010015011";"COMUNE DI CHIAVARI";;"CHIAVARI";"GE";526679,25;4907055,87;;;474;3;2;2;1;2;10;1;1;5;;3;8;1;5;;;;20;3;4;
438;"CO010015013";"COMUNE DI CHIAVARI";;"CHIAVARI";"GE";0;0;;;378;3;2;2;1;2;10;1;1;1;;3;5;1;5;;;;20;3;2;
439;"CO010030001";"COMUNE DI LORSICA";;"LORSICA";"GE";1519293;4925440;;;427;2;2;2;1;1;5;10;1;1;;3;5;1;5;;;1;5;3;2;2
440;"CO010059001";"COMUNE DI SESTRI LEVANTE";16039;"SESTRI LEVANTE";"GE";1532810;4902350;;;188;4;2;2;2;1;10;1;1;5;;5;8;3;5;;;;5;3;4;
441;"CO010059003";"COMUNE DI SESTRI LEVANTE";;"SESTRI LEVANTE";"GE";1534470;4900910;;;624;2;2;2;1;1;15;1;1;5;;5;5;1;5;;;;20;3;2;
442;"CO010059004";"COMUNE DI SESTRI LEVANTE";;"SESTRI LEVANTE";"GE";1532530;4902980;;;535;2;2;2;1;1;5;1;1;5;;3;5;1;5;;;;20;3;2;
443;"CO010059005";"COMUNE DI SESTRI LEVANTE";;"SESTRI LEVANTE";"GE";1534310;4904680;;;492;2;2;2;1;1;5;1;1;;;3;5;;;;;;20;3;2;
444;"CO010059009";"COMUNE DI SESTRI LEVANTE";;"SESTRI LEVANTE";"GE";1531950;4902110;;;626;2;2;2;1;1;5;1;1;1;;5;5;1;5;;;;20;5;4;
446;"ASFIE010001";"FIERA DI GENOVA SPA";16129;"GENOVA";"GE";1495336;4915829;;;1167;1;1;2;1;1;10;1;1;1;2;9;10;1;30;;;;10;3;4;
447;"ASFIE010002";"FIERA DI GENOVA SPA";16129;"GENOVA";"GE";1495100;4916032;;;1526;2;1;2;1;2;5;1;1;1;5;;8;1;30;;;;20;3;4;
448;"ASFIE010003";"FIERA DI GENOVA SPA";16129;"GENOVA";"GE";1495193;4915844;;;816;1;1;2;1;1;10;1;1;1;2;3;5;1;;;;;20;3;4;
449;"PR011EP0003";"PROVINCIA DELLA SPEZIA";;"LA SPEZIA";"SP";567794,92;4884828,58;;;257;4;2;2;2;1;15;1;1;1;;5;5;1;5;;;;20;5;2;10
450;"PR011EP0018";"PROVINCIA DELLA SPEZIA";;"LA SPEZIA";"SP";1567348;4886114;;;897;1;1;2;1;1;10;1;1;5;;3;5;1;5;;;;20;3;2;10
451;"ASSLO011001";"SAN LORENZO SPA";19031;"AMEGLIA";"SP";1577940;4898720;;;587;3;2;2;1;2;15;1;1;5;2;9;10;3;5;;3;10;20;3;4;2
452;"CO011002001";"COMUNE DI ARCOLA";19021;"ARCOLA";"SP";0;0;;;144;4;2;2;2;1;10;1;1;;;5;8;;;;;;;;;
453;"CO011008001";"COMUNE DI CALICE AL CORNOVIGLIO";;"CALICE AL CORNOVIGLIO";"SP";0;0;;;568;2;2;2;1;1;10;10;1;;;3;;;;;;;10;3;4;
454;"CO011008002";"COMUNE DI CALICE AL CORNOVIGLIO";;"CALICE AL CORNOVIGLIO";"SP";0;0;;;517;2;2;2;1;1;10;10;1;;;3;;;;;;;10;3;2;
455;"CO011008003";"COMUNE DI CALICE AL CORNOVIGLIO";;"CALICE AL CORNOVIGLIO";"SP";0;0;;;517;2;2;2;1;1;10;10;1;;;3;;;;;;;10;3;2;
456;"CO011013001";"COMUNE DI FOLLO";;"FOLLO";"SP";1566896,15;4892251,67;;;268;4;2;2;2;1;15;10;1;1;;3;5;1;5;;1;;20;5;;
457;"CO011013002";"COMUNE DI FOLLO";;"FOLLO";"SP";1569159,67;4889871,02;;;309;4;2;2;2;1;15;10;1;;;3;8;1;5;;;;20;3;4;10
458;"CO011013003";"COMUNE DI FOLLO";;"FOLLO";"SP";1568342,11;4890101,51;;;363;4;2;2;2;1;15;10;1;1;;3;5;1;30;;;;20;3;4;
459;"CO011013004";"COMUNE DI FOLLO";;"FOLLO";"SP";1567440,13;4889702,32;;;363;4;2;2;2;1;15;10;1;1;;3;5;1;30;;1;;20;3;4;
460;"CO011013005";"COMUNE DI FOLLO";;"FOLLO";"SP";1565600,76;4889688,65;;;349;4;2;2;2;1;15;10;1;1;;3;5;1;30;;1;;20;3;2;
461;"CO011013006";"COMUNE DI FOLLO";;"FOLLO";"SP";1568162,75;4893690,18;;;321;4;2;2;2;1;15;10;1;1;;3;5;1;5;;1;;20;5;4;10
462;"CO011013007";"COMUNE DI FOLLO";;"FOLLO";"SP";1566321,05;4890440,83;;;349;4;2;2;2;1;15;10;1;1;;3;5;1;30;;1;;20;3;2;
463;"CO011013008";"COMUNE DI FOLLO";;"FOLLO";"SP";1567833,16;4894102,25;;;356;4;2;2;2;1;15;10;1;1;;3;8;1;30;;1;;20;3;2;
464;"CO011023001";"COMUNE DI RICCO' DEL GOLFO DI SPEZIA";;"RICCO' DEL GOLFO DI SPEZIA";"SP";0;0;;;697;2;2;2;1;1;10;10;1;5;;5;5;3;;;;;20;3;2;
465;"CO011023002";"COMUNE DI RICCO' DEL GOLFO DI SPEZIA";;"RICCO' DEL GOLFO DI SPEZIA";"SP";0;0;;;704;2;2;2;1;1;10;10;1;1;;5;5;3;5;;;;20;3;4;
