ID;Id_Regione;ID_Unità;Provincia;Comune;Categoria;Descrizione materiali;A - Friabilità;B - Uso pubblico;C - Accessibilità;D - Presenza di confinamento;I1 - Quantità di materiale stimato (Kg);Peso stimato friabile (kg);Peso stimato compatto (kg);I2 - Presenza di un programma di manutenzione e controllo;I3 - Attività;I4 - Dispersione di fibre;I5 - Concentrazione di fibre aerodisperse (ff/l);I6 - Area di estensione del sito (m2);Effettiva area perimetrale (m2);I7 - Superficie esposta all’aria (m2);Effettiva superficie con amianto friabile  (m2);Effettiva superficie con amianto compatto (m2);I8 - Coinvolgimento del sito in lavori di urbanizzazione;I9 - Stato di conservazione delle strutture edili;I10 - Tempo trascorso dalla dismissione (anni);Data dismissione (gg-mm-aaaa);I11 - Tipologia di amianto presente;I12 - Dati epidemiologici;I13 - Frequenza di utilizzo;I14 - Distanza dal centro urbano (m);Distanza dal centro urbano (km);I15 - Densità di popolazione;I16 - Età media dei soggetti frequentatori (anni);Tipo di bonifica;Tipo di intervento;Costi Totali stimati dell intervento (€);Fondi locali/regionali assegnati;Fondi da richiedere;Classe di priorità;Coefficiente di priorità;Punteggio Mappatura;Coordinate X (WGS84-UTM fuso 32);Coordinate Y (WGS84-UTM fuso 32)
287;22;Tos10109;FI;REGGELLO;14;;1;1;2,5;2,5;10;;;1;1;1;2;3;;5;;;1;30;1;;1;1;5;1;;2;2;;;;;;3;0,7;482;683646,570676;4849040,23447
35;22;Tos738;PI;PONTEDERA;4;;1;2,5;2,5;2,5;5;;;10;1;1;2;3;150;5;;;1;5;1;;1;1;5;3;;2;2;;;;;;2;0,8;480;632371,566277;4836585,21037
352;22;Tos10094;FI;FIRENZE;14;;1;1;2,5;2,5;10;;;1;1;1;2;3;;5;;;1;5;1;;1;10;5;5;;4;2;;;;;;3;0,7;478;678977,730912;4852197,19116
882;22;Tos3638;FI;FIRENZE;2;;2;2,5;1;2,5;15;;;1;1;1;2;3;23000;5;;;1;30;1;;1;10;20;5;;4;2;;;;;;4;0,4;478;680247,935605;4849355,83151
304;22;Tos10036;LU;PORCARI;14;;1;1;2,5;2,5;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;1;;4;2;;;;;;3;0,7;476;628518,659769;4854961,90987
311;22;Tos10332;LU;ALTOPASCIO;14;;1;1;2,5;2,5;10;;;10;1;1;2;3;;5;;;1;5;1;;1;1;10;3;;4;2;;;;;;3;0,7;475;636273,68847;4852745,52315
525;22;Tos1625;GR;GAVORRANO;7;;1;2,5;1;2,5;5;;;1;3;1;2;3;298;5;;;1;5;1;;1;1;5;5;;4;10;;;;;;4;0,4;473;662677,182294;4752218,22558
230;22;Tos1759;FI;FIRENZE;8;;1;2,5;2,5;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;2;0,8;470;679710,859228;4848859,39244
231;22;Tos1766;FI;FIRENZE;4;;1;2,5;2,5;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;2;0,8;470;677484,807499;4851177,95012
232;22;Tos1769;FI;FIRENZE;11;;1;2,5;2,5;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;2;0,8;470;680424,670529;4850342,27493
236;22;Tos1826;FI;FIRENZE;11;;1;2,5;2,5;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;2;0,8;470;678382,963896;4850237,84294
237;22;Tos1829;FI;FIRENZE;11;;1;2,5;2,5;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;2;0,8;470;683161,33783;4849666,71182
238;22;Tos1834;FI;FIRENZE;11;;1;2,5;2,5;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;2;0,8;470;678481,418641;4851846,2142
239;22;Tos1866;FI;FIRENZE;17;;1;2,5;2,5;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;2;0,8;470;682157,399964;4848042,89193
240;22;Tos1868;FI;FIRENZE;17;;1;2,5;2,5;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;2;0,8;470;683047,765833;4848381,80095
246;22;Tos1943;FI;FIRENZE;8;;1;2,5;2,5;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;2;0,8;470;676614,138898;4851519,04679
247;22;Tos1982;FI;FIRENZE;8;;1;2,5;2,5;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;2;0,8;470;680665,532625;4848468,19756
278;22;Tos10041;LU;PORCARI;14;;1;1;2,5;2,5;15;;;1;1;1;2;3;;5;;;3;5;1;;1;1;20;1;;2;2;;;;;;3;0,7;465;628518,659769;4854961,90987
274;22;Tos10035;LU;PORCARI;14;;1;1;2,5;2,5;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;1;;2;2;;;;;;3;0,7;461;628518,659769;4854961,90987
275;22;Tos10039;LU;PORCARI;14;;1;1;2,5;2,5;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;1;;2;2;;;;;;3;0,7;461;628518,659769;4854961,90987
276;22;Tos10040;LU;PORCARI;14;;1;1;2,5;2,5;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;1;;2;2;;;;;;3;0,7;461;628518,659769;4854961,90987
277;22;Tos351;GR;MASSA MARITTIMA;12;;1;1;2,5;2,5;15;;;1;1;1;2;3;3895;5;;;1;5;1;;1;1;20;1;;2;2;;;;;;3;0,7;461;647875,29683;4766196,01288
307;22;Tos10330;LU;ALTOPASCIO;14;;1;1;2,5;2,5;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;10;3;;4;2;;;;;;3;0,7;461;636273,68847;4852745,52315
356;22;Tos10042;LU;PORCARI;14;;1;1;2,5;2,5;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;1;;2;2;;;;;;3;0,7;461;628518,659769;4854961,90987
436;22;Tos1638;GR;GAVORRANO;2;;1;2,5;1;2,5;5;;;1;3;1;2;3;470;5;;;1;5;7;;1;1;5;5;;4;2;;;;;;4;0,4;459;656302,733264;4752997,54144
254;22;Tos344;LI;PORTOFERRAIO;12;;1;1;2,5;2,5;5;;;1;3;1;2;3;13;5;;;1;5;7;;1;1;5;1;;2;2;;;;;;3;0,7;451;607987,303383;4687498,19857
255;22;Tos345;LI;PORTOFERRAIO;19;;1;1;2,5;2,5;5;;;1;3;1;2;3;14;5;;;1;5;7;;1;1;5;1;;2;2;;;;;;3;0,7;451;607987,303383;4687498,19857
296;22;Tos7;AR;CASTEL SAN NICCOLO ;13;;1;1;2,5;2,5;5;;;10;1;1;2;3;160;5;;;1;5;1;;1;1;20;3;;2;2;;;;;;3;0,7;451;718549,501666;4847547,18802
358;22;Tos42;GR;FOLLONICA;15;;1;1;2,5;2,5;5;;;1;1;1;2;3;100;5;;;1;5;1;;1;1;20;3;;2;10;;;;;;3;0,7;444;641652,173716;4754524,70884
295;22;Tos1508;GR;ORBETELLO;14;;1;1;2,5;2,5;10;;;1;1;1;2;3;1250;5;;;1;5;1;;1;1;20;3;;2;2;;;;;;3;0,7;438;684262,788698;4702658,62615
297;22;Tos950;FI;CAPRAIA E LIMITE;13;;1;1;2,5;2,5;10;;;1;1;1;2;3;1000;5;;;1;5;1;;1;1;20;3;;2;2;;;;;;3;0,7;438;661375,831972;4844571,66904
328;22;Tos10006;FI;FIRENZE;14;;1;1;2,5;2,5;10;;;1;1;1;2;3;;5;;;1;5;1;;1;1;5;5;;4;2;;;;;;3;0,7;430;679865,078669;4852454,73053
354;22;Tos10123;GR;SCARLINO;14;;1;1;2,5;2,5;5;;;1;1;1;2;3;;5;;;1;30;1;;1;1;5;1;;2;2;;;;;;3;0,7;429;646724,653488;4753370,0159
271;22;Tos10089;LI;LIVORNO;14;;1;1;2,5;2,5;5;;;10;1;1;2;3;;5;;;1;5;1;;1;1;20;1;;2;2;;;;;;3;0,7;422;605850,963924;4825763,81967
273;22;Tos1553;FI;MARRADI;17;;1;1;2,5;2,5;5;;;10;1;1;2;3;7;5;;;1;5;1;;1;1;20;1;;2;2;;;;;;3;0,7;422;708716,07523;4881465,55498
23;22;Tos431;LI;BIBBONA;3;;1;2,5;2,5;2,5;5;;;1;1;1;2;3;248;5;;;1;5;1;;1;1;10;1;;2;2;;;;;;2;0,8;416;627418,90591;4790011,2298
24;22;Tos1578;LI;CAMPO NELL ELBA;;;1;2,5;2,5;2,5;5;;;1;1;1;2;3;1200;5;;;1;5;1;;1;1;10;1;;2;2;;;;;;2;0,8;416;601394,220731;4733940,51267
221;22;Tos3503;FI;TAVARNELLE VAL DI PESA;7;;1;2,5;2,5;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;2;0,8;416;675274,187314;4824973,00461
222;22;Tos3510;FI;FIRENZE;7;;1;2,5;2,5;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;2;0,8;416;680236,106195;4850692,27033
21;22;Tos3596;FI;BARBERINO DI MUGELLO;13;;2;1;2,5;2,5;15;;;1;1;1;2;3;3450;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;2;0,8;415;679049,423716;4872576,85178
330;22;Tos10009;FI;FIRENZE;14;;1;1;2,5;2,5;5;;;1;1;1;2;3;;5;;;1;5;1;;1;1;10;5;;4;2;;;;;;3;0,7;415;679865,078669;4852454,73053
233;22;Tos1776;FI;FIRENZE;15;;1;2,5;2,5;2,5;5;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;2;0,8;410;678310,212051;4851045,26542
234;22;Tos1804;FI;FIRENZE;2;;1;2,5;2,5;2,5;5;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;2;0,8;410;682205,602995;4848911,21983
235;22;Tos1820;FI;FIRENZE;11;;1;2,5;2,5;2,5;5;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;2;0,8;410;679309,417979;4849989,04189
241;22;Tos1874;FI;FIRENZE;17;;1;2,5;2,5;2,5;5;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;2;0,8;410;679008,611236;4852793,99205
242;22;Tos1878;FI;FIRENZE;17;;1;2,5;2,5;2,5;5;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;2;0,8;410;679505,470529;4851185,83315
243;22;Tos1879;FI;FIRENZE;17;;1;2,5;2,5;2,5;5;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;2;0,8;410;679505,470529;4851185,83315
244;22;Tos1880;FI;FIRENZE;17;;1;2,5;2,5;2,5;5;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;2;0,8;410;679750,888017;4851378,04977
245;22;Tos1914;FI;FIRENZE;4;;1;2,5;2,5;2,5;5;;;1;1;1;2;3;15;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;2;0,8;410;685292,159331;4848054,57511
506;22;Tos868;PI;POMARANCE;4;;1;2,5;1;2,5;15;;;10;1;1;2;3;1200;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;4;0,4;410;651553,450705;4795324,69194
539;22;Tos10143;FI;CAPRAIA E LIMITE;10;;1;1;1;2,5;15;;;10;3;1;2;3;;5;;;3;5;1;;1;1;5;5;;4;2;;;;;;4;0,4;410;659177,160492;4845128,64953
228;22;Tos1736;FI;FIRENZE;15;;2;1;2,5;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;2;0,8;409;683415,299276;4849823,19396
229;22;Tos3612;LI;LIVORNO;11;;2;1;2,5;2,5;10;;;1;1;1;2;3;250;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;2;0,8;409;608025,134203;4823598,76669
270;22;Tos349;GR;MASSA MARITTIMA;13;;1;1;2,5;2,5;10;;;1;1;1;2;3;141;5;;;1;5;1;;1;1;20;1;;2;2;;;;;;3;0,7;408;647875,29683;4766196,01288
535;22;Tos10199;LU;CAMAIORE;10;;1;1;1;2,5;15;;;10;3;1;2;3;;5;;;3;30;7;;1;1;5;1;;2;2;;;;;;4;0,4;408;603080,47533;4865591,23929
299;22;Tos573;SI;ASCIANO;13;;1;1;2,5;2,5;10;;;1;1;1;2;3;700;5;;;1;5;1;;1;1;10;5;;2;2;;;;;;3;0,7;394;708214,01546;4789794,16893
503;22;Tos1269;PI;PISA;4;;1;2,5;1;2,5;10;;;10;1;1;2;3;600;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;4;0,4;389;613219,820196;4841874,75091
509;22;Tos310;SI;SOVICILLE;8;;1;2,5;1;2,5;15;;;1;1;1;2;3;375;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;4;0,4;389;680330,480021;4790799,09435
510;22;Tos311;SI;SOVICILLE;8;;1;2,5;1;2,5;15;;;1;1;1;2;3;1100;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;4;0,4;389;685574,446642;4792038,29568
293;22;Tos602;LU;SAN ROMANO IN GARFAGNANA;7;;1;1;2,5;2,5;5;;;1;1;1;2;3;540;5;;;1;5;1;;1;1;20;3;;2;2;;;;;;3;0,7;385;609511,860802;4889249,96343
329;22;Tos1577;AR;AREZZO;13;;1;1;2,5;2,5;5;;;1;1;1;2;3;52;5;;;3;5;1;;1;1;5;5;;4;2;;;;;;3;0,7;382;731511,715157;4814485,92002
325;22;Tos3312;FI;CERTALDO;11;;1;1;2,5;2,5;5;;;1;1;1;2;3;305;5;;;1;5;1;;1;1;5;5;;4;2;;;;;;3;0,7;378;664732,638321;4823653,80095
326;22;Tos3625;FI;FUCECCHIO;6;;1;1;2,5;2,5;5;;;1;1;1;2;3;8;5;;;1;5;1;;1;1;5;5;;4;2;;;;;;3;0,7;378;645665,368817;4842980,68874
327;22;Tos841;LI;CECINA;7;;1;1;2,5;2,5;5;;;1;1;1;2;3;315;5;;;1;5;1;;1;1;5;5;;4;2;;;;;;3;0,7;378;622073,257071;4798331,88693
401;22;Tos10054;LI;PIOMBINO;14;;2;1;1;2,5;10;;;1;3;1;2;3;;5;;;1;30;7;;1;10;5;1;;2;2;;;;;;4;0,4;375;628113,808101;4757907,84016
494;22;Tos753;LI;LIVORNO;;;1;1;1;2,5;5;;;10;3;1;2;3;0;5;;;1;5;1;;1;1;5;5;;4;10;;;;;;4;0,4;368;605389,310437;4821851,80584
501;22;Tos1681;FI;FIRENZE;8;;1;2,5;1;2,5;10;;;1;1;1;2;3;6000;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;4;0,4;368;680048,35446;4851644,59719
518;22;Tos2303;LU;VIAREGGIO;11;;1;2,5;1;2,5;10;;;1;1;1;2;3;228;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;4;0,4;368;603753,563898;4853445,68727
534;22;Tos10198;LU;LUCCA;10;;1;1;1;2,5;10;;;1;3;1;2;3;;5;;;1;30;1;;1;1;5;5;;2;2;;;;;;4;0,4;365;624990,645904;4855366,55523
260;22;Tos1554;FI;MARRADI;15;;1;1;2,5;2,5;10;;;10;1;1;2;3;525;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;3;0,7;364;708716,07523;4881465,55498
366;22;Tos574;SI;ASCIANO;13;;1;1;2,5;2,5;10;;;1;1;1;2;3;200;5;;;1;5;1;;1;1;5;1;;2;10;;;;;;3;0,7;357;696062,967181;4796417,48008
220;22;Tos157;PT;PISTOIA;8;;1;2,5;2,5;2,5;5;;;1;1;1;2;3;503;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;2;0,8;356;653744,911536;4866400,16984
523;22;Tos1631;GR;GAVORRANO;4;;1;1;1;2,5;5;;;1;3;1;2;3;27500;5;;;1;5;7;;1;1;5;5;;4;10;;;;;;4;0,4;356;654077,051096;4755985,42685
353;22;Tos839;PT;PISTOIA;;;1;1;2,5;2,5;10;;;1;1;1;2;3;4500;5;;;3;5;1;;1;1;10;1;;4;2;;;;;;3;0,7;354;656916,676337;4864638,25762
809;22;Tos952;LI;MARCIANA MARINA;11;;1;2,5;2,5;1;5;;;10;1;1;2;3;80;5;;;1;30;1;;1;1;20;3;;4;2;;;;;;5;0,3;352;596429,460736;4739604,01117
262;22;Tos10115;PO;PRATO;14;;1;1;2,5;2,5;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;3;0,7;351;666462,724261;4858635,20152
498;22;Tos486;SI;CHIANCIANO TERME;8;;1;2,5;1;2,5;5;;;1;1;1;2;3;3611;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;4;0,4;347;730219,676855;4771143,67369
500;22;Tos1503;FI;SAN GODENZO;11;;1;2,5;1;2,5;5;;;1;1;1;2;3;500;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;4;0,4;347;710291,287628;4867015,29905
513;22;Tos2259;FI;CAMPI BISENZIO;11;;1;2,5;1;2,5;5;;;1;1;1;2;3;337;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;4;0,4;347;671966,408693;4854374,3029
514;22;Tos2266;GR;ORBETELLO;11;;1;2,5;1;2,5;5;;;1;1;1;2;3;125;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;4;0,4;347;681174,274274;4707800,28865
515;22;Tos2282;LI;LIVORNO;11;;1;2,5;1;2,5;5;;;1;1;1;2;3;116;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;4;0,4;347;606881,505948;4819098,08262
516;22;Tos2283;LI;PIOMBINO;11;;1;2,5;1;2,5;5;;;1;1;1;2;3;700;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;4;0,4;347;624620,258846;4753790,58427
517;22;Tos2286;LI;LIVORNO;11;;1;2,5;1;2,5;5;;;1;1;1;2;3;56;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;4;0,4;347;610666,425376;4812697,83383
519;22;Tos2311;PI;PISA;11;;1;2,5;1;2,5;5;;;1;1;1;2;3;70;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;4;0,4;347;611834,835447;4840583,83333
374;22;Tos1763;FI;FIRENZE;15;;1;1;2,5;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;3;0,7;345;675617,396418;4848948,3066
375;22;Tos1895;FI;FIRENZE;13;;1;1;2,5;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;3;0,7;345;683135,905115;4848149,47309
376;22;Tos1899;FI;FIRENZE;13;;1;1;2,5;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;3;0,7;345;678468,612351;4851849,42792
377;22;Tos1966;FI;FIRENZE;13;;1;1;2,5;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;3;0,7;345;684376,506725;4847583,65723
382;22;Tos3614;LI;SAN VINCENZO;15;;1;1;2,5;2,5;10;;;1;1;1;2;3;80;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;3;0,7;345;625540,39494;4774079,80105
435;22;Tos10007;FI;FIRENZE;14;;1;1;1;2,5;10;;;1;3;1;2;3;;5;;;1;5;3;;1;1;5;5;;4;2;;;;;;4;0,4;343;679865,078669;4852454,73053
462;22;Tos3283;LU;CAMAIORE;6;;1;1;1;2,5;5;;;10;3;1;2;3;600;5;;;1;5;1;;1;1;5;5;;4;2;;;;;;4;0,4;336;598661,371669;4860762,17019
531;22;Tos10212;PI;MONTESCUDAIO;10;;1;1;1;2,5;15;;;10;3;1;2;3;;5;;;3;5;7;;1;1;5;3;;2;2;;;;;;4;0,4;336;625002,114158;4796848,08328
827;22;Tos10168;FI;MONTELUPO FIORENTINO;10;;2;1;1;1;15;;;10;3;1;2;3;;5;;;3;30;7;;1;1;5;5;;4;2;;;;;;5;0,3;336;663532,065646;4845345,62433
265;22;Tos343;GR;ROCCASTRADA;12;;1;1;2,5;2,5;10;;;1;1;1;2;3;39;5;;;1;5;1;;1;1;10;1;;2;2;;;;;;3;0,7;335;680798,977699;4771693,40269
267;22;Tos347;GR;MASSA MARITTIMA;17;;1;1;2,5;2,5;10;;;1;1;1;2;3;170;5;;;1;5;1;;1;1;10;1;;2;2;;;;;;3;0,7;335;647875,29683;4766196,01288
268;22;Tos342;GR;ROCCASTRADA;12;;1;1;2,5;2,5;10;;;1;1;1;2;3;684;5;;;1;5;1;;1;1;10;1;;2;2;;;;;;3;0,7;335;680798,977699;4771693,40269
541;22;Tos956;FI;FIRENZE;15;;1;2,5;1;2,5;5;;;10;1;1;2;3;1930;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;4;0,4;335;680710,356297;4848397,57899
849;22;Tos10146;FI;EMPOLI;10;;1;1;1;1;10;;;10;3;1;2;3;;5;;;3;30;7;;1;1;20;5;;4;2;;;;;;5;0,3;332;657142,242558;4842340,75089
935;22;Tos186;AR;CHIUSI DELLA VERNA;11;;2;2,5;2,5;1;10;;;10;1;1;2;3;220;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;330;728370,144554;4840068,1278
1085;22;Tos10218;LI;PORTOFERRAIO;10;;2;1;1;1;15;;;10;3;1;2;3;;5;;;1;30;7;;1;1;5;5;;4;2;;;;;;5;0,3;330;607744,834317;4740683,68245
524;22;Tos854;PI;POMARANCE;8;;1;2,5;1;2,5;10;;;10;1;1;2;3;1000;5;;;1;5;1;;1;1;5;5;;4;10;;;;;;4;0,4;326;651851,084393;4795880,1939
820;22;Tos10167;FI;MONTELUPO FIORENTINO;10;;2;1;1;1;15;;;10;3;1;2;3;;5;;;3;30;3;;1;1;5;5;;4;2;;;;;;5;0,3;318;661955,121339;4843747,68412
848;22;Tos10138;FI;EMPOLI;10;;1;1;1;1;10;;;10;3;1;2;3;;5;;;3;30;1;;1;1;20;5;;4;2;;;;;;5;0,3;314;656494,261184;4841944,76737
301;22;Tos10096;GR;SCARLINO;14;;1;1;2,5;2,5;10;;;1;1;1;2;3;;5;;;1;5;1;;1;1;5;1;;4;2;;;;;;3;0,7;313;646540,655746;4753715,011
303;22;Tos10100;GR;SCARLINO;14;;1;1;2,5;2,5;10;;;1;1;1;2;3;;5;;;1;5;1;;1;1;5;1;;4;2;;;;;;3;0,7;313;646540,655746;4753715,011
416;22;Tos3272;PO;PRATO;9;;1;1;1;2,5;10;;;10;3;1;2;3;1250;5;;;3;5;3;;1;1;5;5;;2;2;;;;;;4;0,4;313;667061,835772;4860410,09671
450;22;Tos1593;GR;GAVORRANO;11;;1;2,5;1;2,5;5;;;1;1;1;2;3;60;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;4;0,4;313;655599,801201;4754307,14823
460;22;Tos3537;PI;TERRICCIOLA;15;;1;2,5;1;2,5;5;;;1;1;1;2;3;502;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;4;0,4;313;635430,115185;4820461,99103
944;22;Tos2114;FI;SCANDICCI;8;;2;2,5;2,5;1;15;;;1;1;1;2;3;4000;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;309;676203,529709;4847649,59452
530;22;Tos473;LU;CAPANNORI;13;;1;1;1;2,5;15;;;10;3;1;2;3;1330;5;;;1;5;1;;1;1;5;3;;2;2;;;;;;4;0,4;308;625319,832048;4856772,63321
814;22;Tos437;SI;SIENA;1;;1;2,5;2,5;1;10;;;1;3;1;2;3;35000;5;;;1;5;1;;1;1;5;5;;4;2;;;;;;5;0,3;308;688836,6559;4798646,41251
432;22;Tos10058;LU;BORGO A MOZZANO;14;;1;2,5;1;2,5;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;3;;4;2;;;;;;4;0,4;307;623657,462273;4874083,17618
488;22;Tos3300;SI;POGGIBONSI;4;;1;2,5;1;2,5;10;;;10;1;1;2;3;65;5;;;1;5;1;;1;1;20;3;;2;10;;;;;;4;0,4;305;672811,84776;4815072,46745
495;22;Tos1626;GR;GAVORRANO;1;;1;2,5;1;2,5;5;;;1;1;1;2;3;370;5;;;1;5;1;;1;1;10;5;;4;10;;;;;;4;0,4;305;654024,675677;4755666,76234
496;22;Tos1633;GR;GAVORRANO;4;;1;2,5;1;2,5;5;;;1;1;1;2;3;2470;5;;;1;5;1;;1;1;10;5;;4;10;;;;;;4;0,4;305;653597,450159;4755523,70471
119;22;Tos1523;PI;RIPARBELLA;8;;1;2,5;2,5;1;5;;;10;1;1;2;3;400;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;301;629522,084004;4802425,40264
1086;22;Tos31;GR;ISOLA DEL GIGLIO;13;;2;1;1;1;5;;;10;3;1;2;3;26;5;;;1;30;7;;1;1;5;5;;4;2;;;;;;5;0,3;300;656467,655097;4692113,93931
248;22;Tos10105;FI;REGGELLO;14;;1;1;2,5;2,5;10;;;1;1;1;2;3;;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;3;0,7;298;683646,570676;4849040,23447
257;22;Tos341;GR;ROCCASTRADA;12;;1;1;2,5;2,5;10;;;1;1;1;2;3;82;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;3;0,7;298;680798,977699;4771693,40269
258;22;Tos350;GR;MASSA MARITTIMA;17;;1;1;2,5;2,5;10;;;1;1;1;2;3;30;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;3;0,7;298;647875,29683;4766196,01288
259;22;Tos353;GR;MASSA MARITTIMA;13;;1;1;2,5;2,5;10;;;1;1;1;2;3;86;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;3;0,7;298;646327,747865;4764741,23435
261;22;Tos10011;PO;PRATO;14;;1;1;2,5;2,5;10;;;1;1;1;2;3;;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;3;0,7;298;666196,983413;4857673,44378
282;22;Tos10107;FI;REGGELLO;14;;1;1;2,5;2,5;10;;;1;1;1;2;3;;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;3;0,7;298;683646,570676;4849040,23447
283;22;Tos10111;FI;REGGELLO;14;;1;1;2,5;2,5;10;;;1;1;1;2;3;;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;3;0,7;298;683646,570676;4849040,23447
284;22;Tos10112;FI;REGGELLO;14;;1;1;2,5;2,5;10;;;1;1;1;2;3;;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;3;0,7;298;683646,570676;4849040,23447
285;22;Tos10113;FI;REGGELLO;14;;1;1;2,5;2,5;10;;;1;1;1;2;3;;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;3;0,7;298;683646,570676;4849040,23447
286;22;Tos10102;FI;REGGELLO;14;;1;1;2,5;2,5;10;;;1;1;1;2;3;;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;3;0,7;298;683646,570676;4849040,23447
300;22;Tos10322;PO;PRATO;14;;1;1;2,5;2,5;10;;;1;1;1;2;3;;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;3;0,7;298;668139,909641;4857832,98606
372;22;Tos267;LU;FORTE DEI MARMI;13;;1;1;2,5;2,5;10;;;1;1;1;2;3;400;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;3;0,7;298;594807,53898;4868836,22645
442;22;Tos849;GR;GAVORRANO;11;;1;2,5;1;2,5;5;;;1;1;1;2;3;1070;5;;;1;5;7;;1;1;10;5;;4;2;;;;;;4;0,4;296;655479,652596;4754277,29109
877;22;Tos764;MS;FIVIZZANO;11;;1;2,5;2,5;1;15;;;10;1;1;2;3;1500;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;5;0,3;296;589979,470313;4899187,83457
