ID;Id_Regione;ID_Unità;Provincia;Comune;Categoria;Descrizione materiali;A - Friabilità;B - Uso pubblico;C - Accessibilità;D - Presenza di confinamento;I1 - Quantità di materiale stimato (Kg);Peso stimato friabile (kg);Peso stimato compatto (kg);I2 - Presenza di un programma di manutenzione e controllo;I3 - Attività;I4 - Dispersione di fibre;I5 - Concentrazione di fibre aerodisperse (ff/l);I6 - Area di estensione del sito (m2);Effettiva area perimetrale (m2);I7 - Superficie esposta all’aria (m2);Effettiva superficie con amianto friabile  (m2);Effettiva superficie con amianto compatto (m2);I8 - Coinvolgimento del sito in lavori di urbanizzazione;I9 - Stato di conservazione delle strutture edili;I10 - Tempo trascorso dalla dismissione (anni);Data dismissione (gg-mm-aaaa);I11 - Tipologia di amianto presente;I12 - Dati epidemiologici;I13 - Frequenza di utilizzo;I14 - Distanza dal centro urbano (m);Distanza dal centro urbano (km);I15 - Densità di popolazione;I16 - Età media dei soggetti frequentatori (anni);Tipo di bonifica;Tipo di intervento;Costi Totali stimati dell intervento (€);Fondi locali/regionali assegnati;Fondi da richiedere;Classe di priorità;Coefficiente di priorità;Punteggio Mappatura;Coordinate X (WGS84-UTM fuso 32);Coordinate Y (WGS84-UTM fuso 32)
6;22;Tos1616;FI;FIRENZE;8;;1;2,5;1;1;5;;;1;1;1;2;3;1706;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;214;679727,26306;4852063,87385
507;22;Tos1426;PI;SANTA CROCE SULL ARNO;8;;1;2,5;1;1;5;;;1;1;1;2;3;45;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;214;643781,398321;4841540,92557
508;22;Tos1427;PI;SANTA CROCE SULL ARNO;7;;1;2,5;1;1;5;;;1;1;1;2;3;488;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;214;643896,677556;4841325,82338
936;22;Tos2270;GR;PITIGLIANO;11;;1;2,5;1;1;5;;;1;1;1;2;3;222;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;214;719069,777229;4723646,0454
937;22;Tos2271;GR;MONTE ARGENTARIO;11;;1;2,5;1;1;5;;;1;1;1;2;3;222;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;214;681160,806182;4696060,2691
938;22;Tos2272;GR;SCANSANO;11;;1;2,5;1;1;5;;;1;1;1;2;3;196;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;214;691048,396855;4728635,84917
939;22;Tos2280;LI;ROSIGNANO MARITTIMO;11;;1;2,5;1;1;5;;;1;1;1;2;3;78;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;214;617383,985424;4810832,85843
940;22;Tos2284;LI;PIOMBINO;11;;1;2,5;1;1;5;;;1;1;1;2;3;53;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;214;625545,870691;4761579,48058
941;22;Tos2285;LI;MARCIANA;11;;1;2,5;1;1;5;;;1;1;1;2;3;58;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;214;601883,191886;4737802,46143
942;22;Tos2289;LI;SASSETTA;11;;1;2,5;1;1;5;;;1;1;1;2;3;125;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;214;636154,431694;4777678,92256
943;22;Tos2314;PI;RIPARBELLA;11;;1;2,5;1;1;5;;;1;1;1;2;3;47;5;;;1;5;1;;1;1;20;5;;4;10;;;;;;5;0,3;214;629655,524121;4802613,99193
822;22;Tos10164;FI;MONTELUPO FIORENTINO;10;;1;1;1;1;10;;;10;3;1;2;3;;5;;;3;5;7;;1;1;5;5;;4;2;;;;;;5;0,3;212;663444,070339;4845143,63143
545;22;Tos10043;FI;VINCI;14;;1;1;1;2,5;15;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;4;0,4;210;655575,576959;4843786,6944
550;22;Tos825;SI;COLLE DI VAL D ELSA;15;;1;1;1;2,5;5;;;10;3;1;2;3;0;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;4;0,4;210;671396,584018;4809759,68781
910;22;Tos241;FI;FIRENZE;6;;1;2,5;1;1;10;;;10;1;1;2;3;190;5;;;1;5;1;;1;1;10;5;;4;10;;;;;;5;0,3;208;674809,949581;4851289,7833
856;22;Tos10326;LU;CASTELNUOVO DI GARFAGNANA;14;;1;2,5;1;1;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;5;0,3;207;605347,954854;4888064,64155
389;22;Tos10051;LU;LUCCA;14;;1;2,5;1;2,5;10;;;10;1;1;2;3;;5;;;1;5;1;;1;1;10;1;;2;2;;;;;;4;0,4;206;623688,780641;4875071,56702
100;22;Tos1996;AR;AREZZO;11;;1;2,5;2,5;1;5;;;1;1;1;2;3;5000;5;;;1;5;1;;1;1;20;5;;2;2;;;;;;5;0,3;205;732589,512106;4816230,11656
847;22;Tos2142;AR;PERGINE VALDARNO;8;;1;2,5;1;1;5;;;10;1;1;2;3;400;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;5;0,3;205;717266,977215;4815977,47281
1081;22;Tos10081;LI;ROSIGNANO MARITTIMO;14;;2;1;2,5;1;10;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;5;;4;2;;;;;;5;0,3;205;617078,328774;4804663,87765
430;22;Tos10020;LU;BORGO A MOZZANO;14;;1;1;1;2,5;5;;;10;1;1;2;3;;5;;;1;5;1;;1;1;20;3;;4;2;;;;;;4;0,4;204;620499,936076;4867744,29122
441;22;Tos320;SI;SOVICILLE;13;;1;1;1;2,5;10;;;1;1;1;2;3;76;5;;;1;5;1;;1;1;5;5;;4;2;;;;;;4;0,4;201;680735,297908;4794392,58234
913;22;Tos3630;FI;CERTALDO;8;;1;2,5;1;1;15;;;1;1;1;2;3;1500;5;;;1;5;1;;1;1;10;5;;4;10;;;;;;5;0,3;201;664473,280227;4824911,36782
817;22;Tos10166;FI;MONTELUPO FIORENTINO;10;;1;1;1;1;10;;;10;3;1;2;3;;5;;;3;5;3;;1;1;5;5;;4;2;;;;;;5;0,3;200;663433,069447;4845223,62881
857;22;Tos10351;LI;PIOMBINO;14;;2;1;2,5;1;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;5;0,3;200;624859,730414;4754176,6191
858;22;Tos10353;LI;PIOMBINO;14;;2;1;2,5;1;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;5;0,3;200;624859,730414;4754176,6191
859;22;Tos10355;LI;PIOMBINO;14;;2;1;2,5;1;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;5;0,3;200;624859,730414;4754176,6191
860;22;Tos10357;LI;PIOMBINO;14;;2;1;2,5;1;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;5;0,3;200;624859,730414;4754176,6191
861;22;Tos10359;LI;PIOMBINO;14;;2;1;2,5;1;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;5;0,3;200;624859,730414;4754176,6191
862;22;Tos10361;LI;PIOMBINO;14;;2;1;2,5;1;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;5;0,3;200;624859,730414;4754176,6191
863;22;Tos10363;LI;PIOMBINO;14;;2;1;2,5;1;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;5;0,3;200;624859,730414;4754176,6191
864;22;Tos10365;LI;PIOMBINO;14;;2;1;2,5;1;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;5;0,3;200;624859,730414;4754176,6191
865;22;Tos10367;LI;PIOMBINO;14;;2;1;2,5;1;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;5;0,3;200;624859,730414;4754176,6191
866;22;Tos10369;LI;PIOMBINO;14;;2;1;2,5;1;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;5;0,3;200;624859,730414;4754176,6191
867;22;Tos10371;LI;PIOMBINO;14;;2;1;2,5;1;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;5;0,3;200;624859,730414;4754176,6191
868;22;Tos10373;LI;PIOMBINO;14;;2;1;2,5;1;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;5;0,3;200;624859,730414;4754176,6191
869;22;Tos10375;LI;PIOMBINO;14;;2;1;2,5;1;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;5;0,3;200;624859,730414;4754176,6191
878;22;Tos3489;FI;CASTELFIORENTINO;14;;1;1;2,5;1;10;;;1;1;1;2;3;95;5;;;1;5;1;;1;10;20;5;;4;2;;;;;;5;0,3;199;658396,246651;4828770,23478
879;22;Tos3494;FI;MONTELUPO FIORENTINO;14;;1;1;2,5;1;10;;;1;1;1;2;3;70;5;;;1;5;1;;1;10;20;5;;4;2;;;;;;5;0,3;199;662411,737518;4843589,88974
880;22;Tos10095;FI;FIRENZE;14;;1;1;2,5;1;10;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;5;;4;2;;;;;;5;0,3;199;679008,611236;4852793,99205
1043;22;Tos1665;PT;MARLIANA;4;;1;1;2,5;1;5;;;10;3;1;2;3;500;5;;;1;5;1;;1;1;5;3;;2;2;;;;;;5;0,3;199;642558,059679;4865345,04401
527;22;Tos17;PI;CASTELNUOVO DI VAL DI CECINA;8;;1;2,5;1;2,5;5;;;10;1;1;2;3;1000;5;;;1;5;1;;1;1;5;1;;2;10;;;;;;4;0,4;197;654645,731445;4785932,52703
872;22;Tos3399;FI;FIRENZE;11;;1;1;2,5;1;15;;;1;1;1;2;3;1170;5;;;3;5;1;;1;1;20;5;;4;2;;;;;;5;0,3;197;679383,94012;4852359,47217
420;22;Tos2213;LU;BARGA;19;;1;1;1;2,5;5;;;10;1;1;2;3;0;5;;;1;5;1;;1;1;20;5;;2;2;;;;;;4;0,4;196;618688,195603;4881324,48354
821;22;Tos10163;FI;MONTELUPO FIORENTINO;10;;1;1;1;1;5;;;10;3;1;2;3;;5;;;3;5;7;;1;1;5;5;;4;2;;;;;;5;0,3;196;662624,102544;4844081,67023
834;22;Tos10214;PI;PISA;10;;1;1;1;1;15;;;1;3;1;2;3;;5;;;3;5;1;;1;10;5;5;;4;2;;;;;;5;0,3;195;611503,398907;4841047,83483
1035;22;Tos10283;PI;POMARANCE;14;;2;1;2,5;1;15;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;195;652549,465937;4790620,23671
815;22;Tos3462;FI;VAGLIA;14;;1;1;2,5;1;5;;;1;3;1;2;3;5;5;;;1;5;1;;1;1;5;5;;4;2;;;;;;5;0,3;194;683126,909458;4864647,73381
1044;22;Tos10255;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;5;;;1;3;1;2;3;;5;;;1;5;1;;1;10;5;3;;2;2;;;;;;5;0,3;194;-1000020,71132;15,4688885087
1045;22;Tos10256;PI;POMARANCE;14;;2;1;2,5;1;5;;;1;3;1;2;3;;5;;;1;5;1;;1;10;5;3;;2;2;;;;;;5;0,3;194;647238,576964;4779093,49669
1053;22;Tos10285;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;5;;;1;3;1;2;3;;5;;;1;5;1;;1;10;5;3;;2;2;;;;;;5;0,3;194;654441,425631;4787159,33589
1054;22;Tos10286;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;5;;;1;3;1;2;3;;5;;;1;5;1;;1;10;5;3;;2;2;;;;;;5;0,3;194;653556,450073;4787838,30924
1055;22;Tos10287;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;5;;;1;3;1;2;3;;5;;;1;5;1;;1;10;5;3;;2;2;;;;;;5;0,3;194;653408,45376;4788061,3023
1056;22;Tos10288;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;5;;;1;3;1;2;3;;5;;;1;5;1;;1;10;5;3;;2;2;;;;;;5;0,3;194;653408,45376;4788061,3023
1057;22;Tos10306;PI;POMARANCE;14;;2;1;2,5;1;5;;;1;3;1;2;3;;5;;;1;5;1;;1;10;5;3;;2;2;;;;;;5;0,3;194;653408,45376;4788061,3023
1058;22;Tos10307;PI;POMARANCE;14;;2;1;2,5;1;5;;;1;3;1;2;3;;5;;;1;5;1;;1;10;5;3;;2;2;;;;;;5;0,3;194;653408,45376;4788061,3023
1059;22;Tos10308;PI;POMARANCE;14;;2;1;2,5;1;5;;;1;3;1;2;3;;5;;;1;5;1;;1;10;5;3;;2;2;;;;;;5;0,3;194;653299,454277;4788826,28359
1060;22;Tos10309;PI;POMARANCE;14;;2;1;2,5;1;5;;;1;3;1;2;3;;5;;;1;5;1;;1;10;5;3;;2;2;;;;;;5;0,3;194;653299,454277;4788826,28359
1061;22;Tos10313;PI;POMARANCE;14;;2;1;2,5;1;5;;;1;3;1;2;3;;5;;;1;5;1;;1;10;5;3;;2;2;;;;;;5;0,3;194;653299,454277;4788826,28359
1087;22;Tos3544;FI;FIRENZE;1;;1;1;1;1;5;;;10;3;1;2;3;4000;5;;;1;5;7;;1;1;5;5;;4;2;;;;;;5;0,3;194;682124,957584;4849442,79142
280;22;Tos3326;AR;POPPI;15;;1;1;2,5;1;5;;;10;3;1;2;3;0;5;;;1;5;3;;1;1;5;1;;2;2;;;;;;5;0,3;193;731519,015577;4853125,33129
677;22;Tos1900;FI;FIRENZE;11;;1;1;1;2,5;5;;;1;3;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;192;682345,204851;4849191,60568
853;22;Tos3622;PO;PRATO;11;;1;1;2,5;1;5;;;10;1;1;2;3;5000;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;5;0,3;192;668678,956703;4860490,07988
912;22;Tos3631;FI;CERTALDO;8;;1;2,5;1;1;10;;;1;1;1;2;3;410;5;;;1;5;1;;1;1;10;5;;4;10;;;;;;5;0,3;192;662585,432068;4826096,17779
914;22;Tos3633;FI;CERTALDO;8;;1;2,5;1;1;10;;;1;1;1;2;3;550;5;;;1;5;1;;1;1;10;5;;4;10;;;;;;5;0,3;192;664404,523431;4824436,40523
67;22;Tos686;LI;PIOMBINO;6;;1;2,5;2,5;1;5;;;1;1;1;2;3;0;5;;;1;5;1;;1;1;10;5;;4;2;;;;;;5;0,3;191;624811,778808;4753313,73391
68;22;Tos2206;FI;FIRENZE;6;;1;2,5;2,5;1;5;;;1;1;1;2;3;2600;5;;;1;5;1;;1;1;10;5;;4;2;;;;;;5;0,3;191;676623,378913;4849675,75486
426;22;Tos181;FI;MONTELUPO FIORENTINO;13;;1;1;1;2,5;10;;;10;1;1;2;3;975;5;;;1;5;1;;1;1;20;1;;4;2;;;;;;4;0,4;191;663242,042534;4843159,39039
467;22;Tos1027;SI;POGGIBONSI;13;;1;1;1;2,5;15;;;1;1;1;2;3;3300;5;;;1;5;1;;1;1;20;1;;4;2;;;;;;4;0,4;191;672757,381621;4815422,47824
70;22;Tos2642;AR;BIBBIENA;4;;1;2,5;1;1;5;;;1;1;1;2;3;150;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;5;0,3;189;727102,646963;4841689,6119
1079;22;Tos2288;LI;CAMPO NELL ELBA;11;;1;2,5;1;1;5;;;1;1;1;2;3;58;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;5;0,3;189;599047,438214;4734033,2219
403;22;Tos1608;GR;GAVORRANO;4;;1;2,5;1;2,5;5;;;1;1;1;2;3;45;5;;;1;5;1;;1;1;10;3;;2;2;;;;;;4;0,4;187;655887,455109;4753900,20303
950;22;Tos10139;SI;PIANCASTAGNAIO;14;;2;1;2,5;1;10;;;1;3;1;2;3;;5;;;1;5;1;;1;1;5;3;;2;2;;;;;;5;0,3;187;720530,392507;4747205,30806
1042;22;Tos10152;SI;RADICONDOLI;14;;2;1;2,5;1;10;;;1;3;1;2;3;;5;;;1;5;1;;1;1;5;3;;2;2;;;;;;5;0,3;187;720379,394484;4746697,32065
387;22;Tos10122;GR;SCARLINO;14;;1;1;1;2,5;10;;;1;1;1;2;3;;5;;;1;30;1;;1;1;5;1;;2;2;;;;;;4;0,4;185;646724,653488;4753370,0159
473;22;Tos10119;GR;SCARLINO;14;;1;1;1;2,5;10;;;1;1;1;2;3;;5;;;1;30;1;;1;1;5;1;;2;2;;;;;;4;0,4;185;646724,653488;4753370,0159
570;22;Tos3598;AR;SANSEPOLCRO;8;;1;2,5;1;2,5;10;;;10;1;1;2;3;0;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;4;0,4;185;753498,069918;4828924,08892
571;22;Tos3599;AR;SANSEPOLCRO;8;;1;2,5;1;2,5;10;;;10;1;1;2;3;0;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;4;0,4;185;753941,538563;4828822,7184
572;22;Tos3600;AR;SANSEPOLCRO;8;;1;2,5;1;2,5;10;;;10;1;1;2;3;0;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;4;0,4;185;754333,599269;4828461,79745
573;22;Tos3601;AR;SANSEPOLCRO;8;;1;2,5;1;2,5;10;;;10;1;1;2;3;350;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;4;0,4;185;750552,30368;4829495,42522
907;22;Tos656;AR;AREZZO;8;;1;1;2,5;1;10;;;10;1;1;2;3;0;5;;;1;5;1;;1;1;5;5;;4;10;;;;;;5;0,3;185;732900,160006;4816461,13298
497;22;Tos1428;PI;SANTA CROCE SULL ARNO;4;;1;2,5;1;1;5;;;1;1;1;2;3;736;5;;;1;5;1;;1;1;10;5;;4;10;;;;;;5;0,3;183;637119,582209;4845849,54331
810;22;Tos10031;AR;CASTIGLION FIORENTINO;14;;1;1;1;1;5;;;1;3;1;2;3;;5;;;1;5;1;;1;10;20;3;;4;2;;;;;;5;0,3;183;733314,858009;4801995,82585
901;22;Tos10213;PI;PISA;10;;2;1;1;1;10;;;1;3;1;2;3;;5;;;1;5;7;;1;10;5;1;;2;10;;;;;;5;0,3;183;607665,491958;4832923,13384
902;22;Tos1019;GR;PITIGLIANO;4;;1;2,5;1;1;10;;;10;1;1;2;3;850;5;;;1;5;1;;1;1;20;1;;2;10;;;;;;5;0,3;183;719500,170329;4720918,99034
909;22;Tos1596;GR;GAVORRANO;8;;1;2,5;1;1;5;;;1;1;1;2;3;340;5;;;1;5;1;;1;1;10;5;;4;10;;;;;;5;0,3;183;655695,655458;4754555,76279
393;22;Tos10048;FI;VINCI;14;;1;1;1;2,5;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;1;;2;2;;;;;;4;0,4;182;656345,538675;4846041,09551
395;22;Tos10059;LU;PORCARI;14;;1;1;1;2,5;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;1;;2;2;;;;;;4;0,4;182;629291,860686;4852899,52789
431;22;Tos3146;FI;EMPOLI;13;;1;1;1;2,5;5;;;1;1;1;2;3;50;5;;;1;5;1;;1;1;20;3;;4;2;;;;;;4;0,4;182;660481,021624;4841077,02596
474;22;Tos10327;LI;LIVORNO;14;;1;1;1;2,5;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;1;;2;2;;;;;;4;0,4;182;606721,768823;4825843,81727
475;22;Tos10323;LI;COLLESALVETTI;14;;1;1;1;2,5;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;1;;2;2;;;;;;4;0,4;182;608760,554559;4827138,41434
794;22;Tos10186;FI;CASTELFIORENTINO LOC. GRANAIOLO;10;;1;1;1;1;15;;;10;3;1;2;3;;5;;;1;5;3;;1;1;5;5;;2;2;;;;;;5;0,3;182;657131,334013;4834930,01113
672;22;Tos1843;FI;FIRENZE;11;;2;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;181;682947,624638;4849876,46755
870;22;Tos3401;FI;PONTASSIEVE;11;;1;1;2,5;1;10;;;1;1;1;2;3;150;5;;;3;5;1;;1;1;20;5;;4;2;;;;;;5;0,3;181;695295,056632;4849383,01765
967;22;Tos10228;GR;MONTEROTONDO MARITTIMO;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;7;;1;10;20;3;;2;2;;;;;;5;0,3;180;647621,571884;4778980,4997
971;22;Tos10219;GR;MONTEROTONDO MARITTIMO;14;;2;1;2,5;1;10;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;180;649285,53555;4783091,40673
972;22;Tos10220;GR;MONTEROTONDO MARITTIMO;14;;2;1;2,5;1;10;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;180;649922,540832;4778473,51386
973;22;Tos10221;GR;MONTEROTONDO MARITTIMO;14;;2;1;2,5;1;10;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;180;647230,57496;4779776,48093
985;22;Tos10237;GR;MONTEROTONDO MARITTIMO;14;;2;1;2,5;1;10;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;180;646698,581195;4780198,47064
986;22;Tos10238;GR;MONTEROTONDO MARITTIMO;14;;2;1;2,5;1;10;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;180;647238,576964;4779093,49669
995;22;Tos10247;PI;POMARANCE;14;;2;1;2,5;1;10;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;180;646284,589725;4785719,3195
999;22;Tos10251;PI;POMARANCE;14;;2;1;2,5;1;10;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;180;647238,576964;4779093,49669
1000;22;Tos10253;PI;POMARANCE;14;;2;1;2,5;1;10;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;180;644858,607843;4781125,44323
1004;22;Tos10269;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;10;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;180;654441,425631;4787159,33589
1005;22;Tos10271;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;10;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;180;653848,444379;4786966,33271
1006;22;Tos10272;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;10;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;180;653782,447375;4786696,33798
1008;22;Tos10274;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;10;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;180;653782,447375;4786696,33798
1015;22;Tos10295;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;10;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;180;655017,409559;4786762,35222
1032;22;Tos10176;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;10;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;180;644858,607843;4781125,44323
1033;22;Tos10257;PI;POMARANCE;14;;2;1;2,5;1;10;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;180;645069,602601;4780743,45633
1034;22;Tos10270;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;10;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;180;653782,447375;4786696,33798
1036;22;Tos10294;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;10;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;180;651965,494832;4783969,38937
1037;22;Tos10314;PI;POMARANCE;14;;2;1;2,5;1;10;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;180;650093,517725;4785146,36024
1039;22;Tos10321;PI;POMARANCE;14;;2;1;2,5;1;10;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;180;652549,465937;4790620,23671
1040;22;Tos10231;GR;MONTEROTONDO MARITTIMO;14;;2;1;2,5;1;10;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;180;652198,496596;4782334,42731
410;22;Tos10074;LU;VILLA BASILICA;14;;1;1;1;2,5;5;;;10;1;1;2;3;;5;;;1;5;1;;1;1;20;3;;2;2;;;;;;4;0,4;179;632483,995751;4866478,75291
855;22;Tos706;LI;LIVORNO;15;;1;1;2,5;1;10;;;1;1;1;2;3;410;5;;;1;5;1;;1;1;20;5;;4;2;;;;;;5;0,3;179;605829,393675;4823088,10227
407;22;Tos10049;GR;GROSSETO;14;;1;1;1;2,5;10;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;3;;2;2;;;;;;4;0,4;178;676312,119203;4737069,8615
412;22;Tos10076;LU;VILLA BASILICA;14;;1;1;1;2,5;10;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;3;;2;2;;;;;;4;0,4;178;632483,995751;4866478,75291
438;22;Tos1245;PI;CRESPINA;11;;1;1;1;1;5;;;10;3;1;2;3;320;5;;;1;5;1;;1;1;5;5;;4;2;;;;;;5;0,3;176;628200,803624;4823211,98372
789;22;Tos3477;PT;PISTOIA;14;;1;1;2,5;1;10;;;1;1;1;2;3;70;5;;;3;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;176;656974,461923;4865984,8327
960;22;Tos10145;SI;RADICONDOLI;14;;2;1;2,5;1;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;3;;2;2;;;;;;5;0,3;175;666302,08472;4786934,27746
961;22;Tos10147;SI;RADICONDOLI;14;;2;1;2,5;1;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;3;;2;2;;;;;;5;0,3;175;667020,069719;4784644,35566
479;22;Tos908;PI;PISA;11;;1;1;1;2,5;5;;;1;1;1;2;3;1945;5;;;1;5;1;;1;1;20;5;;2;2;;;;;;4;0,4;174;612796,502073;4841621,51759
480;22;Tos792;LU;LUCCA;3;;1;2,5;1;1;5;;;10;1;1;2;3;1;5;;;1;5;1;;1;1;20;5;;2;2;;;;;;5;0,3;174;621743,640683;4855133,69571
601;22;Tos1689;FI;FIRENZE;7;;1;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;680526,555263;4848444,57779
605;22;Tos1719;FI;FIRENZE;8;;1;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;679343,466048;4854000,2099
606;22;Tos1735;FI;FIRENZE;15;;1;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;681041,183759;4849652,76727
609;22;Tos1743;FI;FIRENZE;1;;1;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;676687,946705;4850105,44636
610;22;Tos1745;FI;FIRENZE;15;;1;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;676593,155139;4856201,18669
