"Id_Regione";"Id_Unita";"Provincia";"Comune";"Id_categor";"Materiale";"A";"B";"C";"D";"Peso stima";"Peso_S1";"I1";"I2";"I3";"I4";"I5";"I6";"Superficie";"I7";"Effettiva";"Effettiv_1";"I8";"I9";"I10";"Data dismi";"I11";"I12";"I13";"I14";"Distanza c";"I15";"I16";"Punteggio";"Classe di";"Superfic_1";"Tipo di bo";"Tipo d'int";"Classed_1";"Costo_dell";"Fondi Loca";"Fondi da r";"Numero_pia";"Numero_van";"X";"Y"
"2";"Friuli234";"GO";"ROMANS D'ISONZO";"14";;2,5;1,0;2,5;2,5;50;;5,0;1;1,0;0;2;3;;5;;;1;5;"1";;"1";1,0;"20";5,0;;4;2;211,5;5;;;;;;;;;;844457,0;5091426,0
"2";"Friuli2352";"UD";"MARTIGNACCO";"14";;1,0;1,0;2,5;2,5;;7515,0;10,0;1;1,0;1;2;5;;8;;;1;5;"1";;"1";1,0;"20";3,0;;4;2;518,7;3;;;;;;;;;;820897,8;5112261,9
"2";"Friuli2372";"PN";"PORCIA";"14";;1,0;1,0;2,5;2,5;;1500,0;10,0;1;1,0;1;2;3;;5;;;1;5;"1";;"1";1,0;"20";5,0;;4;2;540,8;3;;;;;;;;;;778629,9;5097047,9
"2";"Friuli2432";"UD";"TAVAGNACCO";"14";;1,0;1,0;2,5;2,5;;3000,0;10,0;1;1,0;1;2;3;;5;;;1;5;"1";;"1";1,0;"20";5,0;;4;2;540,8;3;;;;;;;;;;826193,5;5114541,7
"2";"Friuli2490";"PN";"SESTO AL REGHENA";"14";;1,0;1,0;2,5;2,5;;2250,0;10,0;1;1,0;1;2;3;;5;;;1;5;"1";;"1";1,0;"20";5,0;;4;2;540,8;3;;;;;;;;;;800739,2;5087418,9
"2";"Friuli2511";"UD";"TAVAGNACCO";"14";;1,0;1,0;2,5;2,5;;1500,0;10,0;1;1,0;1;2;3;;5;;;1;5;"1";;"1";1,0;"20";5,0;;4;2;540,8;3;;;;;;;;;;825842,3;5113344,6
"2";"Friuli2567";"UD";"TAVAGNACCO";"14";;1,0;1,0;2,5;1,0;;22500,0;15,0;1;1,0;1;2;5;;8;;;1;5;"1";;"1";1,0;"20";5,0;;4;2;203,9;5;;;;;;;;;;827504,3;5112502,5
"2";"Friuli27";"UD";"SAN DANIELE DEL FRIULI";"14";;2,5;1,0;2,5;2,5;21;;5,0;1;1,0;0;2;3;;5;;;1;5;"1";;"1";1,0;"10";5,0;;4;2;180,0;5;;;;;;;;;;808835,9;5119030,2
"2";"Friuli273";"UD";"SAN GIORGIO DI NOGARO";"14";;1,0;1,0;2,5;2,5;;55303,5;15,0;1;1,0;1;2;5;;8;;;1;5;"1";;"1";1,0;"20";3,0;;4;2;571,2;3;;;;;;;;;;828427,2;5079998,1
"2";"Friuli2739";"UD";"CODROIPO";"13";;2,5;1,0;2,5;2,5;50;;5,0;1;1,0;1;2;3;;5;;;1;5;"1";;"1";1,0;"20";5,0;;4;2;214,6;5;;;;;;;;;;808211,2;5097483,7
"2";"Friuli2743";"PN";"FIUME VENETO";"14";;1,0;1,0;2,5;1,0;;27000,0;15,0;1;1,0;1;2;5;;8;;;1;5;"1";;"1";1,0;"20";3,0;;4;2;189,4;5;;;;;;;;;;787827,9;5092542,1
"2";"Friuli2744";"PN";"MORSANO AL TAGLIAMENTO";"14";;1,0;1,0;2,5;2,5;;22500,0;15,0;1;1,0;1;2;5;;8;;;1;5;"1";;"1";1,0;"20";3,0;;4;2;571,2;3;;;;;;;;;;803474,6;5085478,2
"2";"Friuli2770";"UD";"UDINE";"14";;1,0;1,0;2,5;2,5;;6000,0;10,0;1;1,0;1;2;3;;5;;;1;5;"1";;"1";1,0;"20";5,0;;4;2;540,8;3;;;;;;;;;;829500,3;5106244,3
"2";"Friuli2794";"UD";"CODROIPO";"14";;1,0;1,0;2,5;2,5;;7350,0;10,0;1;1,0;1;2;3;;5;;;1;5;"1";;"1";1,0;"20";3,0;;4;2;482,0;3;;;;;;;;;;809824,3;5097919,6
"2";"Friuli2799";"PN";"AVIANO";"14";;1,0;1,0;2,5;2,5;;1500,0;10,0;1;1,0;1;2;3;;5;;;1;5;"1";;"1";1,0;"20";3,0;;4;2;482,0;3;;;;;;;;;;778726,5;5107593,5
"2";"Friuli2800";"UD";"GEMONA DEL FRIULI";"13";;2,5;1,0;2,5;2,5;50;;5,0;1;1,0;0;2;3;;5;;;1;5;"1";;"3";1,0;"20";5,0;;4;2;216,0;5;;;;;;;;;;818946,6;5133210,1
"2";"Friuli2808";"PN";"FIUME VENETO";"14";;1,0;1,0;2,5;2,5;;27750,0;15,0;1;1,0;1;2;5;;8;;;1;5;"1";;"1";1,0;"20";3,0;;4;2;571,2;3;;;;;;;;;;787611,9;5092465,6
"2";"Friuli2854";"PN";"PORCIA";"14";;1,0;1,0;2,5;1,0;;9000,0;10,0;1;1,0;1;2;5;;8;;;1;5;"1";;"1";1,0;"20";3,0;;4;2;173,7;5;;;;;;;;;;780641,1;5098492,0
"2";"Friuli2856";"TS";"TRIESTE";"14";;1,0;1,0;2,5;2,5;;27000,0;15,0;1;1,0;1;2;5;;8;;;1;5;"1";;"1";1,0;"20";3,0;;4;2;571,2;3;;;;;;;;;;874800,2;5062804,4
"2";"Friuli2889";"UD";"PAGNACCO";"14";;1,0;1,0;2,5;2,5;;900,0;10,0;1;1,0;1;2;3;;5;;;1;5;"1";;"1";1,0;"20";5,0;;4;2;540,8;3;;;;;;;;;;823285,6;5116274,3
"2";"Friuli2898";"UD";"MUZZANA DEL TURGNANO";"14";;1,0;1,0;2,5;1,0;;17250,0;15,0;1;1,0;1;2;5;;8;;;1;5;"1";;"1";1,0;"20";5,0;;4;2;203,9;5;;;;;;;;;;821253,1;5082645,5
"2";"Friuli2907";"PN";"SAN VITO AL TAGLIAMENTO";"14";;2,5;1,0;2,5;2,5;4;;5,0;1;1,0;1;2;3;;5;;;1;5;"1";;"1";1,0;"10";5,0;;4;2;183,1;5;;;;;;;;;;799284,9;5091815,4
"2";"Friuli2962";"UD";"UDINE";"14";;1,0;1,0;2,5;2,5;;2295,0;10,0;1;1,0;1;2;3;;5;;;1;5;"1";;"1";1,0;"20";3,0;;4;2;482,0;3;;;;;;;;;;828963,1;5107693,5
"2";"Friuli2968";"TS";"TRIESTE";"14";;1,0;1,0;2,5;1,0;;2070,0;10,0;1;1,0;1;2;3;;5;;;1;5;"1";;"1";1,0;"20";5,0;;4;2;179,1;5;;;;;;;;;;872223,5;5065003,6
"2";"Friuli2972";"TS";"TRIESTE";"14";;1,0;1,0;2,5;2,5;;675,0;10,0;1;1,0;1;2;3;;5;;;1;5;"1";;"1";1,0;"20";5,0;;4;2;540,8;3;;;;;;;;;;872436,8;5069921,0
"2";"Friuli2985";"UD";"CIVIDALE DEL FRIULI";"14";;1,0;1,0;2,5;2,5;;240000,0;15,0;1;1,0;1;2;9;;10;;;1;5;"1";;"1";1,0;"20";3,0;;4;2;615,3;3;;;;;;;;;;841079,1;5113566,2
"2";"Friuli3004";"UD";"MORTEGLIANO";"14";;1,0;1,0;2,5;2,5;;1500,0;10,0;1;1,0;1;2;3;;5;;;1;5;"1";;"1";1,0;"20";5,0;;4;2;540,8;3;;;;;;;;;;824080,3;5096827,1
"2";"Friuli3026";"PN";"SESTO AL REGHENA";"14";;1,0;1,0;2,5;2,5;;38550,0;15,0;1;1,0;1;2;5;;8;;;1;5;"1";;"1";1,0;"20";5,0;;4;2;630,0;3;;;;;;;;;;801540,4;5087880,7
"2";"Friuli3028";"UD";"SAN DANIELE DEL FRIULI";"14";;1,0;1,0;2,5;2,5;;2250,0;10,0;1;1,0;1;2;3;;5;;;1;5;"1";;"1";1,0;"20";1,0;;2;2;408,5;3;;;;;;;;;;810332,3;5128849,8
"2";"Friuli3032";"PN";"PORCIA";"14";;1,0;1,0;2,5;2,5;;32400,0;15,0;1;1,0;1;2;5;;8;;;1;5;"1";;"1";1,0;"20";3,0;;4;2;571,2;3;;;;;;;;;;778566,3;5095923,3
"2";"Friuli3033";"PN";"ZOPPOLA";"14";;1,0;1,0;2,5;2,5;;7500,0;10,0;1;1,0;1;2;5;;8;;;1;5;"1";;"1";1,0;"20";3,0;;4;2;518,7;3;;;;;;;;;;790247,7;5095357,7
"2";"Friuli3040";"UD";"GEMONA DEL FRIULI";"14";;1,0;1,0;2,5;2,5;;9000,0;10,0;1;1,0;1;2;5;;8;;;1;5;"1";;"1";1,0;"20";3,0;;4;2;518,7;3;;;;;;;;;;817232,5;5132026,0
"2";"Friuli3046";"UD";"UDINE";"14";;2,5;1,0;2,5;2,5;50;;5,0;1;1,0;0;2;3;;5;;;1;30;"3";;"1";1,0;"5";5,0;;4;2;248,4;5;;;;;;;;;;827402,7;5110128,5
"2";"Friuli3076";"PN";"SAN VITO AL TAGLIAMENTO";"14";;1,0;1,0;2,5;2,5;;9930,0;10,0;1;1,0;1;2;5;;8;;;1;5;"1";;"1";1,0;"20";3,0;;4;2;518,7;3;;;;;;;;;;800555,2;5095197,9
