"Id_Regione";"ID_Unita";"Provincia";"Comune";"Categoria";"Descrizione materiali";"Tipologia";"A - Friabilità";"B - Uso pubblico";"C - Accessibilità";"D - Presenza di confinamento";"I1 - Quantità di materiale stimato (Kg)";"Peso stimato friabile (kg)";"Peso stimato compatto (kg)";"I2 - Presenza di un programma di manutenzione e controllo";"I3 - Attività";"I4 - Dispersione di fibre";"I5 - Concentrazione di fibre aerodisperse (ff/l)";"I6 - Area di estensione del sito (m2)";"Effettiva area perimetrale (m2)";"I7 - Superficie esposta all’aria (m2)";"Effettiva superficie con amianto friabile  (m2)";"Effettiva superficie con amianto compatto (m2)";"I8 - Coinvolgimento del sito in lavori di urbanizzazione";"I9 - Stato di conservazione delle strutture edili";"I10 - Tempo trascorso dalla dismissione (anni)";"Data dismissione (gg-mm-aaaa)";"I11 - Tipologia di amianto presente";"I12 - Dati epidemiologici";"I13 - Frequenza di utilizzo";"I14 - Distanza dal centro urbano (m)";"Distanza dal centro urbano (km)";"I15 - Densità di popolazione";"I16 - Età media dei soggetti frequentatori (anni)";"Tipo di bonifica";"Tipo di intervento";"Costi Totali stimati dell'intervento (€)";"Fondi locali/regionali assegnati";"Fondi da richiedere";"Punteggio Mappatura";"Classe di priorità";"Coefficiente di priorità";"Punteggio Mappatura";"Coordinate X (WGS84-UTM fuso 32)";"Coordinate Y (WGS84-UTM fuso 32)"
3;"2T_0671";"Aosta";"CHAMBAVE";2;;"Edifici residenziali";1;1;2,5;2,5;10;0;2650;10;1;5;2;3;;5;"0";156;1;5;1;;1;1;10;5;;2;2;0;0;4680;0;4680;489;3;0,7;489,3;385650;5066770
3;"2T_0672";"Aosta";"CHAMBAVE";2;;"Edifici agricoli e loro pertinenze";1;1;1;2,5;15;0;11220;10;1;5;2;5;;8;"0";660;1;5;1;;1;1;20;3;;2;2;0;0;19800;0;19800;251;4;0,4;251,4;385301;5065717
3;"2T_0673";"Aosta";"CHAMBAVE";2;;"Edifici agricoli e loro pertinenze";1;1;1;2,5;10;0;2393;10;1;5;2;3;;5;"0";141;1;5;1;;1;1;20;3;;2;2;0;0;4230;0;4230;209;4;0,4;209,4;385582;5065871
3;"2T_0674";"Aosta";"CHAMBAVE";2;;"Edifici artigianali e di servizio";1;1;2,5;2,5;10;0;6664;10;1;5;2;3;;5;"0";392;1;5;1;;1;1;20;3;;2;2;0;0;11760;0;11760;533;3;0,7;533,4;386737;5066639
3;"2T_0676";"Aosta";"CHAMBAVE";2;;"Edifici residenziali";1;1;1;2,5;10;0;851;10;1;5;2;3;;5;"0";50;1;5;1;;1;1;10;5;;2;2;0;0;1500;0;1500;202;4;0,4;202,2;387101;5066696
3;"2T_0677";"Aosta";"CHAMBAVE";2;;"Edifici residenziali";1;1;1;2,5;10;0;3581;10;1;5;2;3;;5;"0";211;1;5;1;;1;1;20;3;;2;2;0;0;6330;0;6330;209;4;0,4;209,4;387012;5066570
3;"2T_0678";"Aosta";"CHAMBAVE";2;;"Edifici residenziali";1;1;1;2,5;10;0;695;10;1;5;2;3;;5;"0";41;1;5;1;;1;1;20;5;;2;2;0;0;1230;0;1230;226;4;0,4;226,2;387192;5066590
3;"2T_0679";"Aosta";"CHAMBAVE";2;;"Edifici artigianali e di servizio";1;1;1;2,5;10;0;1061;10;1;5;2;3;;5;"0";62;1;5;1;;1;1;20;3;;2;2;0;0;1860;0;1860;209;4;0,4;209,4;387196;5066563
3;"2T_0680";"Aosta";"CHAMBAVE";2;;"Edifici artigianali e di servizio";1;1;1;2,5;10;0;8555;10;1;5;2;5;;8;"0";503;1;30;1;;1;1;20;5;;2;2;0;0;15090;0;15090;307;4;0,4;307,2;387523;5066694
3;"2T_0681";"Aosta";"CHAMBAVE";2;;"Edifici artigianali e di servizio";1;1;1;2,5;15;0;19379;10;1;5;2;5;;8;"0";1140;1;30;1;;1;1;20;3;;2;2;0;0;34200;0;34200;311;4;0,4;311,4;387523;5066617
3;"2T_0682";"Aosta";"CHAMBAVE";2;;"Edifici artigianali e di servizio";1;1;1;2,5;15;0;35961;10;1;5;2;5;;8;"0";2115;1;30;1;;1;1;20;3;;2;2;0;0;63450;0;63450;311;4;0,4;311,4;387662;5066548
3;"2T_0685";"Aosta";"SAINT-DENIS";2;;"Edifici agricoli e loro pertinenze";1;1;1;2,5;10;0;3619;10;1;5;2;3;;5;"0";213;1;5;1;;1;1;20;3;;2;2;0;0;6390;0;6390;209;4;0,4;209,4;387019;5067196
3;"2T_0686";"Aosta";"SAINT-DENIS";2;;"Edifici residenziali";1;1;1;2,5;10;0;1469;10;1;5;2;3;;5;"0";86;1;5;1;;1;1;20;5;;2;2;0;0;2580;0;2580;226;4;0,4;226,2;387671;5067575
3;"2T_0687";"Aosta";"SAINT-DENIS";2;;"Edifici residenziali";1;1;1;2,5;5;0;83;10;1;5;2;3;;5;"0";5;1;5;1;;1;1;5;5;;2;2;0;0;150;0;150;169;4;0,4;169,2;389113;5066841
3;"2T_0689";"Aosta";"PONTEY";2;;"Edifici artigianali e di servizio";1;2,5;1;2,5;15;0;25716;10;1;5;2;5;;8;"0";1513;1;5;1;;1;1;20;3;;2;2;0;0;45390;0;45390;336;4;0,4;336;390030;5066555
3;"2T_0691";"Aosta";"PONTEY";2;;"Edifici agricoli e loro pertinenze";1;1;1;2,5;10;0;8561;10;1;5;2;5;;8;"0";504;1;5;1;;1;1;20;3;;2;2;0;0;15120;0;15120;230;4;0,4;230,4;389748;5065715
3;"2T_0693";"Aosta";"HONE";2;;"Edifici residenziali";1;2,5;1;2,5;15;0;10936;10;1;5;2;5;;8;"0";643;1;5;1;;1;1;20;1;;2;2;0;0;19290;0;19290;312;4;0,4;312;400705;5053749
3;"2T_0694";"Aosta";"HONE";2;;"Edifici artigianali e di servizio";1;2,5;2,5;2,5;15;0;53045;10;1;5;2;5;;8;"0";3120;1;5;1;;1;1;20;3;;2;2;0;0;93600;0;93600;881;2;0,8;880,8;401183;5052747
3;"2T_0696";"Aosta";"HONE";2;;"Edifici residenziali";1;1;1;2,5;10;0;2627;10;1;5;2;3;;5;"0";155;1;5;1;;1;1;20;5;;2;2;0;0;4650;0;4650;226;4;0,4;226,2;401731;5051918
3;"2T_0699";"Aosta";"HONE";2;;"Edifici artigianali e di servizio";1;1;1;2,5;10;0;1178;10;1;5;2;3;;5;"0";69;1;5;1;;1;1;5;5;;2;2;0;0;2070;0;2070;190;4;0,4;190,2;401931;5051892
3;"2T_0700";"Aosta";"HONE";2;;"Edifici artigianali e di servizio";1;1;1;2,5;15;0;15862;10;1;5;2;5;;8;"0";933;1;30;1;;1;1;20;5;;2;2;0;0;27990;0;27990;328;4;0,4;328,2;401962;5051901
3;"2T_0701";"Aosta";"HONE";2;;"Edifici artigianali e di servizio";1;1;2,5;2,5;10;0;4877;10;1;5;2;3;;5;"0";287;1;5;1;;1;1;20;3;;2;2;0;0;8610;0;8610;533;3;0,7;533,4;401769;5051539
3;"2T_0702";"Aosta";"HONE";2;;"Edifici residenziali";1;1;2,5;2,5;10;0;1015;10;1;5;2;3;;5;"0";60;1;5;1;;1;1;20;5;;2;2;0;0;1800;0;1800;563;3;0,7;562,8;401888;5051632
3;"2T_0703";"Aosta";"HONE";2;;"Edifici residenziali";1;1;1;2,5;10;0;2688;10;1;5;2;3;;5;"0";158;1;30;1;;1;1;5;5;;2;2;0;0;4740;0;4740;250;4;0,4;250,2;401592;5051767
3;"2T_0704";"Aosta";"HONE";2;;"Edifici residenziali";1;1;1;2,5;10;0;1337;10;1;5;2;3;;5;"0";79;1;30;1;;1;1;20;5;;2;2;0;0;2370;0;2370;286;4;0,4;286,2;401501;5051947
3;"2T_0709";"Aosta";"HONE";2;;"Edifici artigianali e di servizio";1;1;1;2,5;15;0;12837;10;1;5;2;5;;8;"0";755;1;5;1;;1;1;20;5;;2;2;0;0;22650;0;22650;268;4;0,4;268,2;402063;5051640
3;"2T_0716";"Aosta";"CHATILLON";2;;"Edifici artigianali e di servizio";1;1;1;2,5;10;0;2924;10;1;5;2;3;;5;"0";172;1;5;1;;1;1;20;3;;2;2;0;0;5160;0;5160;209;4;0,4;209,4;390635;5066727
3;"2T_0719";"Aosta";"CHATILLON";2;;"Edifici agricoli e loro pertinenze";1;1;2,5;2,5;5;0;279;10;1;5;2;3;;5;"0";16;1;5;1;;1;1;5;5;;2;2;0;0;480;0;480;400;3;0,7;400,05;391218;5066981
3;"2T_0724";"Aosta";"CHATILLON";2;;"Edifici residenziali";1;1;1;2,5;10;0;3626;10;1;5;2;3;;5;"0";213;1;30;1;;1;1;20;5;;4;2;0;0;6390;0;6390;328;4;0,4;328,2;391636;5067071
3;"2T_0726";"Aosta";"CHATILLON";2;;"Edifici agricoli e loro pertinenze";1;1;1;2,5;10;0;2287;10;1;5;2;3;;5;"0";135;1;5;1;;1;1;20;3;;2;2;0;0;4050;0;4050;209;4;0,4;209,4;391636;5066735
3;"2T_0727";"Aosta";"CHATILLON";2;;"Edifici agricoli e loro pertinenze";1;1;1;2,5;10;0;4678;10;1;5;2;3;;5;"0";275;1;5;1;;1;1;20;3;;2;2;2;3;0;0;0;209;4;0,4;209,4;391749;5066753
3;"2T_0729";"Aosta";"CHATILLON";2;;"Edifici agricoli e loro pertinenze";1;1;1;2,5;10;0;7201;10;1;5;2;3;;5;"0";424;1;5;1;;1;1;20;3;;2;2;0;0;12720;0;12720;209;4;0,4;209,4;391856;5067684
3;"2T_0730";"Aosta";"CHATILLON";2;;"Edifici agricoli e loro pertinenze";1;1;1;2,5;10;0;5464;10;1;5;2;3;;5;"0";321;1;5;1;;1;1;20;5;;2;2;0;0;9630;0;9630;226;4;0,4;226,2;393744;5068006
3;"2T_0734";"Aosta";"CHATILLON";2;;"Edifici residenziali";1;1;1;2,5;15;0;13176;10;1;5;2;5;;8;"0";775;1;30;1;;1;1;20;5;;4;2;0;0;23250;0;23250;370;4;0,4;370,2;392245;5067304
3;"2T_0736";"Aosta";"CHATILLON";2;;"Edifici residenziali";1;1;1;2,5;10;0;6012;10;1;5;2;3;;5;"0";354;1;30;1;;1;1;20;5;;4;2;0;0;10620;0;10620;328;4;0,4;328,2;392503;5067097
3;"2T_0737";"Aosta";"CHATILLON";2;;"Edifici artigianali e di servizio";1;2,5;1;2,5;15;0;10243;10;1;5;2;5;;8;"0";603;1;30;1;;1;1;20;5;;4;2;0;0;18090;0;18090;525;4;0,4;525;392087;5066984
3;"2T_0739";"Aosta";"CHATILLON";2;;"Edifici residenziali";1;1;1;2,5;10;0;3904;10;1;5;2;3;;5;"0";230;1;5;1;;1;1;20;5;;4;2;0;0;6900;0;6900;268;4;0,4;268,2;392238;5066943
3;"2T_0740";"Aosta";"CHATILLON";2;;"Edifici residenziali";1;1;2,5;2,5;10;0;3045;10;1;5;2;3;;5;"0";179;1;30;1;;1;1;5;5;;4;2;2;3;0;0;0;710;3;0,7;709,8;392111;5066834
3;"2T_0742";"Aosta";"CHATILLON";2;;"Edifici artigianali e di servizio";1;1;1;2,5;15;0;13542;10;1;5;2;5;;8;"0";797;1;5;1;;1;1;20;5;;4;2;0;0;23910;0;23910;310;4;0,4;310,2;392816;5067142
3;"2T_0743";"Aosta";"CHATILLON";2;;"Edifici artigianali e di servizio";1;1;1;2,5;15;0;10913;10;1;5;2;5;;8;"0";642;1;30;1;;1;1;20;3;;2;2;0;0;19260;0;19260;311;4;0,4;311,4;392913;5067144
3;"2T_0746";"Aosta";"CHATILLON";2;;"Edifici residenziali";1;1;2,5;2,5;10;0;2477;10;1;5;2;3;;5;"0";146;1;5;1;;1;1;10;5;;4;2;0;0;4380;0;4380;563;3;0,7;562,8;392658;5067319
3;"2T_0749";"Aosta";"CHATILLON";2;;"Edifici agricoli e loro pertinenze";1;1;1;2,5;10;0;4768;10;1;5;2;3;;5;"0";280;1;5;1;;1;1;20;5;;2;2;0;0;8400;0;8400;226;4;0,4;226,2;393201;5067283
3;"2T_0750";"Aosta";"CHATILLON";2;;"Edifici artigianali e di servizio";1;2,5;1;2,5;15;0;19713;10;1;5;2;5;;8;"0";1160;1;5;1;;1;1;20;3;;2;2;0;0;34800;0;34800;336;4;0,4;336;393345;5067124
3;"2T_0751";"Aosta";"CHATILLON";2;;"Edifici agricoli e loro pertinenze";1;1;1;2,5;10;0;7532;10;1;5;2;3;;5;"0";443;1;5;1;;1;1;20;3;;2;2;2;3;0;0;0;209;4;0,4;209,4;393440;5066939
3;"2T_0753";"Aosta";"CHATILLON";2;;"Edifici agricoli e loro pertinenze";1;1;1;2,5;15;0;10980;10;1;5;2;5;;8;"0";646;1;5;1;;1;1;20;3;;2;2;0;0;19380;0;19380;251;4;0,4;251,4;393608;5067191
3;"2T_0754";"Aosta";"CHATILLON";2;;"Edifici agricoli e loro pertinenze";1;1;1;2,5;10;0;7629;10;1;5;2;3;;5;"0";449;1;5;1;;1;1;20;3;;2;2;0;0;13470;0;13470;209;4;0,4;209,4;393590;5067209
3;"2T_0757";"Aosta";"CHATILLON";2;;"Edifici artigianali e di servizio";1;1;1;2,5;10;0;2566;10;1;5;2;3;;5;"0";151;1;5;1;;1;1;5;3;;2;2;0;0;4530;0;4530;173;4;0,4;173,4;392928;5066601
3;"2T_0758";"Aosta";"CHATILLON";2;;"Edifici artigianali e di servizio";1;1;1;2,5;10;0;2135;10;1;5;2;3;;5;"0";126;1;5;1;;1;1;5;3;;2;2;0;0;3780;0;3780;173;4;0,4;173,4;392917;5066575
3;"2T_0761";"Aosta";"CHATILLON";2;;"Edifici artigianali e di servizio";1;1;1;2,5;10;0;1202;10;1;5;2;3;;5;"0";71;1;5;1;;1;1;5;3;;2;2;0;0;2130;0;2130;173;4;0,4;173,4;392713;5066678
3;"2T_0762";"Aosta";"CHATILLON";2;;"Edifici agricoli e loro pertinenze";1;1;1;2,5;10;0;9619;10;1;5;2;5;;8;"0";566;1;5;1;;1;1;20;3;;2;2;0;0;16980;0;16980;230;4;0,4;230,4;392704;5066841
3;"2T_0769";"Aosta";"CHATILLON";2;;"Edifici residenziali";1;1;2,5;2,5;10;0;1039;10;1;5;2;3;;5;"0";61;1;5;1;;1;1;20;5;;2;2;0;0;1830;0;1830;563;3;0,7;562,8;393297;5065881
3;"2T_0771";"Aosta";"ANTEY-SAINT-ANDRE";2;;"Edifici artigianali e di servizio";1;2,5;1;2,5;10;0;7035;10;1;5;2;3;;5;"0";414;1;5;1;;1;1;20;3;;2;2;0;0;12420;0;12420;289;4;0,4;288,6;390780;5069868
3;"2T_0777";"Aosta";"ANTEY-SAINT-ANDRE";2;;"Edifici artigianali e di servizio";1;1;1;2,5;10;0;7564;10;1;5;2;3;;5;"0";445;1;30;1;;1;1;20;5;;2;2;2;3;0;0;0;286;4;0,4;286,2;390573;5073431
3;"2T_0781";"Aosta";"MONTJOVET";2;;"Edifici residenziali";1;1;1;2,5;10;0;632;10;1;5;2;3;;5;"0";37;1;5;1;;1;1;20;5;;2;2;0;0;1110;0;1110;226;4;0,4;226,2;397119;5063919
3;"2T_0782";"Aosta";"MONTJOVET";2;;"Edifici agricoli e loro pertinenze";1;1;1;2,5;10;0;1052;10;1;5;2;3;;5;"0";62;1;5;1;;1;1;5;3;;2;2;0;0;1860;0;1860;173;4;0,4;173,4;396830;5063164
3;"2T_0783";"Aosta";"MONTJOVET";2;;"Edifici artigianali e di servizio";1;1;1;2,5;10;0;4762;10;1;5;2;3;;5;"0";280;1;5;1;;1;1;20;3;;2;2;0;0;8400;0;8400;209;4;0,4;209,4;396802;5062941
3;"2T_0784";"Aosta";"MONTJOVET";2;;"Edifici artigianali e di servizio";1;1;1;2,5;10;0;1738;10;1;5;2;3;;5;"0";102;1;5;1;;1;1;20;5;;2;2;0;0;3060;0;3060;226;4;0,4;226,2;396309;5062856
3;"2T_0789";"Aosta";"MONTJOVET";2;;"Edifici artigianali e di servizio";1;1;2,5;2,5;10;0;2162;10;1;5;2;3;;5;"0";127;1;30;1;;1;1;20;5;;2;2;0;0;3810;0;3810;747;3;0,7;746,55;396194;5062150
3;"2T_0790";"Aosta";"MONTJOVET";2;;"Edifici artigianali e di servizio";1;1;1;2,5;10;0;8405;10;1;5;2;3;;5;"0";494;1;5;1;;1;1;20;3;;2;2;0;0;14820;0;14820;209;4;0,4;209,4;396382;5061844
3;"2T_0792";"Aosta";"MONTJOVET";2;;"Edifici residenziali";1;1;2,5;2,5;10;0;844;10;1;5;2;3;;5;"0";50;1;5;1;;1;1;10;5;;2;2;0;0;1500;0;1500;489;3;0,7;489,3;396544;5060526
3;"2T_0793";"Aosta";"CHAMPDEPRAZ";2;;"Edifici artigianali e di servizio";1;1;2,5;2,5;10;0;6893;10;3;5;2;3;;5;"0";405;1;30;7;;1;1;5;3;;2;2;0;0;12150;0;12150;1054;3;0,7;1053,5;393675;5060993
3;"2T_0795";"Aosta";"CHAMPDEPRAZ";2;;"Edifici residenziali";1;1;1;2,5;10;0;1438;10;1;5;2;3;;5;"0";85;1;5;1;;1;1;20;5;;2;2;0;0;2550;0;2550;226;4;0,4;226,2;395821;5060047
3;"2T_0796";"Aosta";"CHAMPDEPRAZ";2;;"Edifici agricoli e loro pertinenze";1;1;1;2,5;10;0;3201;10;1;5;2;3;;5;"0";188;1;30;1;;1;1;20;5;;2;2;0;0;5640;0;5640;286;4;0,4;286,2;395991;5059971
3;"2T_0797";"Aosta";"CHAMPDEPRAZ";2;;"Edifici artigianali e di servizio";1;1;1;2,5;15;0;54917;10;1;5;2;5;;8;"0";3230;1;5;1;;1;1;20;3;;2;2;0;0;96900;0;96900;251;4;0,4;251,4;396547;5059915
3;"2T_0798";"Aosta";"CHAMPDEPRAZ";2;;"Edifici artigianali e di servizio";1;1;1;2,5;10;0;5621;10;1;5;2;3;;5;"0";331;1;5;1;;1;1;20;3;;2;2;0;0;9930;0;9930;209;4;0,4;209,4;396331;5059684
3;"2T_0802";"Aosta";"CHAMPDEPRAZ";2;;"Edifici artigianali e di servizio";1;1;1;2,5;15;0;49455;10;1;5;2;5;;8;"0";2909;1;5;1;;1;1;20;3;;2;2;0;0;87270;0;87270;251;4;0,4;251,4;396712;5059463
3;"2T_0805";"Aosta";"GRESSAN";2;;"Edifici agricoli e loro pertinenze";1;1;1;2,5;10;0;1551;10;3;5;2;3;;5;"0";91;1;30;3;;1;1;5;5;;2;2;0;0;2730;0;2730;425;4;0,4;425;366453;5064163
3;"2T_0806";"Aosta";"GRESSAN";2;;"Altro";1;1;2,5;2,5;5;0;390;10;1;5;2;3;;5;"0";23;1;5;1;;1;1;5;3;;2;2;0;0;690;0;690;371;3;0,7;370,65;368535;5064282
3;"2T_0807";"Aosta";"ISSOGNE";2;;"Edifici artigianali e di servizio";1;1;1;2,5;15;0;19781;10;1;5;2;5;;8;"0";1164;1;30;1;;1;1;20;3;;2;2;0;0;34920;0;34920;311;4;0,4;311,4;396561;5059213
3;"2T_0808";"Aosta";"ISSOGNE";2;;"Edifici artigianali e di servizio";1;2,5;1;2,5;15;0;42398;10;1;5;2;5;;8;"0";2494;1;5;1;;1;1;20;3;;2;2;0;0;74820;0;74820;336;4;0,4;336;396640;5059177
3;"2T_0809";"Aosta";"ISSOGNE";2;;"Edifici artigianali e di servizio";1;2,5;1;2,5;15;0;11531;10;1;5;2;5;;8;"0";678;1;5;1;;1;1;20;3;;2;2;0;0;20340;0;20340;336;4;0,4;336;396653;5059128
3;"2T_0810";"Aosta";"ISSOGNE";2;;"Edifici artigianali e di servizio";1;2,5;1;2,5;15;0;53049;10;1;5;2;5;;8;"0";3121;1;5;1;;1;1;20;1;;2;2;0;0;93630;0;93630;312;4;0,4;312;395910;5059000
3;"2T_0811";"Aosta";"ISSOGNE";2;;"Edifici agricoli e loro pertinenze";1;1;1;2,5;10;0;5066;10;1;5;2;3;;5;"0";298;1;5;1;;1;1;20;1;;2;2;0;0;8940;0;8940;193;4;0,4;192,6;396056;5058783
3;"2T_0812";"Aosta";"ISSOGNE";2;;"Edifici artigianali e di servizio";1;2,5;1;2,5;15;0;204587;10;1;5;2;9;;10;"0";12035;1;30;1;;1;1;20;3;;2;2;2;3;0;0;0;470;4;0,4;469,8;396546;5058859
3;"2T_0815";"Aosta";"ISSOGNE";2;;"Edifici residenziali";1;1;1;2,5;10;0;7185;10;1;5;2;3;;5;"0";423;1;5;1;;1;1;20;3;;2;2;2;3;0;0;0;209;4;0,4;209,4;396502;5058442
3;"2T_0816";"Aosta";"ISSOGNE";2;;"Edifici artigianali e di servizio";1;1;1;2,5;10;0;4951;10;1;5;2;3;;5;"0";291;1;5;1;;1;1;20;5;;2;2;0;0;8730;0;8730;226;4;0,4;226,2;397101;5057264
3;"2T_0819";"Aosta";"ISSOGNE";2;;"Edifici residenziali";1;1;2,5;2,5;10;0;1105;10;1;5;2;3;;5;"0";65;1;5;1;;1;1;5;5;;2;2;0;0;1950;0;1950;453;3;0,7;452,55;397120;5057130
3;"2T_0820";"Aosta";"ISSOGNE";2;;"Edifici residenziali";1;1;2,5;2,5;10;0;917;10;1;5;2;3;;5;"0";54;1;5;1;;1;1;5;5;;2;2;0;0;1620;0;1620;453;3;0,7;452,55;397060;5057116
3;"2T_0822";"Aosta";"ISSOGNE";2;;"Edifici artigianali e di servizio";1;1;1;2,5;10;0;6982;10;1;5;2;3;;5;"0";411;1;5;1;;1;1;20;3;;2;2;0;0;12330;0;12330;209;4;0,4;209,4;397668;5056952
3;"2T_0825";"Aosta";"ISSOGNE";2;;"Edifici artigianali e di servizio";1;1;1;2,5;10;0;6921;10;1;5;2;3;;5;"0";407;1;5;1;;1;1;20;5;;2;2;0;0;12210;0;12210;226;4;0,4;226,2;397818;5056489
3;"2T_0826";"Aosta";"ISSOGNE";2;;"Edifici residenziali";1;1;2,5;2,5;10;0;1266;10;1;5;2;3;;5;"0";74;1;5;1;;1;1;10;5;;4;2;0;0;2220;0;2220;563;3;0,7;562,8;397601;5056375
3;"2T_0827";"Aosta";"ISSOGNE";2;;"Edifici residenziali";1;1;1;2,5;10;0;879;10;1;5;2;3;;5;"0";52;1;5;1;;1;1;20;5;;4;2;0;0;1560;0;1560;268;4;0,4;268,2;397667;5056391
3;"2T_0828";"Aosta";"ISSOGNE";2;;"Edifici artigianali e di servizio";1;1;1;2,5;10;0;8466;10;1;5;2;3;;5;"0";498;1;5;1;;1;1;20;3;;2;2;0;0;14940;0;14940;209;4;0,4;209,4;398045;5056265
3;"2T_0830";"Aosta";"VERRES";2;;"Edifici agricoli e loro pertinenze";1;1;1;2,5;15;0;12006;10;1;5;2;5;;8;"0";706;1;30;1;;1;1;20;5;;2;2;0;0;21180;0;21180;328;4;0,4;328,2;397167;5058986
3;"2T_0831";"Aosta";"VERRES";2;;"Edifici agricoli e loro pertinenze";1;1;1;2,5;10;0;3070;10;1;5;2;3;;5;"0";181;1;5;1;;1;1;20;5;;2;2;0;0;5430;0;5430;226;4;0,4;226,2;397194;5059002
3;"2T_0832";"Aosta";"VERRES";2;;"Edifici residenziali";1;1;1;2,5;5;0;367;10;1;5;2;3;;5;"0";22;1;5;1;;1;1;20;5;;2;2;0;0;660;0;660;205;4;0,4;205,2;397261;5059004
3;"2T_0834";"Aosta";"VERRES";2;;"Edifici agricoli e loro pertinenze";1;1;1;2,5;10;0;5019;10;1;5;2;3;;5;"0";295;1;5;1;;1;1;20;3;;2;2;2;3;0;0;0;209;4;0,4;209,4;397080;5058803
3;"2T_0835";"Aosta";"VERRES";2;;"Edifici agricoli e loro pertinenze";1;1;1;2,5;15;0;57303;10;1;5;2;5;;8;"0";3371;1;5;1;;1;1;20;3;;2;2;0;0;101130;0;101130;251;4;0,4;251,4;396929;5058721
3;"2T_0836";"Aosta";"VERRES";2;;"Edifici agricoli e loro pertinenze";1;1;1;2,5;10;0;763;10;1;5;2;3;;5;"0";45;1;30;1;;1;1;20;3;;2;2;0;0;1350;0;1350;269;4;0,4;269,4;397170;5058613
3;"2T_0837";"Aosta";"VERRES";2;;"Edifici artigianali e di servizio";1;2,5;1;2,5;10;0;9176;10;1;5;2;5;;8;"0";540;1;30;1;;1;1;20;5;;2;2;0;0;16200;0;16200;444;4;0,4;444;397477;5058279
3;"2T_0838";"Aosta";"VERRES";2;;"Edifici artigianali e di servizio";1;2,5;1;2,5;10;0;8296;10;1;5;2;3;;5;"0";488;1;30;1;;1;1;20;5;;2;2;0;0;14640;0;14640;418;4;0,4;417,6;397507;5058267
3;"2T_0839";"Aosta";"VERRES";2;;"Edifici artigianali e di servizio";1;2,5;1;2,5;15;0;12040;10;1;5;2;5;;8;"0";708;1;30;1;;1;1;20;5;;2;2;0;0;21240;0;21240;465;4;0,4;465;397501;5058334
3;"2T_0843";"Aosta";"VERRES";2;;"Edifici residenziali";1;1;2,5;2,5;10;0;568;10;1;5;2;3;;5;"0";33;1;5;1;;1;1;5;5;;4;2;0;0;990;0;990;526;3;0,7;526,05;398209;5058170
3;"2T_0846";"Aosta";"VERRES";2;;"Edifici agricoli e loro pertinenze";1;1;1;2,5;15;0;16685;10;1;5;2;5;;8;"0";981;1;30;1;;1;1;20;3;;4;2;2;3;0;0;0;337;4;0,4;336,6;397709;5057811
3;"2T_0847";"Aosta";"VERRES";2;;"Edifici artigianali e di servizio";1;2,5;2,5;2,5;15;0;50910;10;1;5;2;5;;8;"0";2995;1;30;1;;1;1;20;5;;4;2;0;0;89850;0;89850;1349;2;0,8;1348,8;397867;5057889
3;"2T_0851";"Aosta";"VERRES";2;;"Scuole di ogni ordine e grado";1;2,5;1;2,5;15;0;13232;10;1;5;2;5;;8;"0";778;1;30;1;;1;1;20;5;;4;2;0;0;23340;0;23340;525;4;0,4;525;397974;5057686
3;"2T_0859";"Aosta";"VERRES";2;;"Cinema, teatri e sale convegni";1;2,5;1;2,5;15;0;10036;10;1;5;2;5;;8;"0";590;1;30;1;;1;1;20;5;;4;2;0;0;17700;0;17700;525;4;0,4;525;398224;5057279
3;"2T_0862";"Aosta";"VERRES";2;;"Edifici agricoli e loro pertinenze";1;1;2,5;2,5;10;0;539;10;1;5;2;3;;5;"0";32;1;30;1;;1;1;5;5;;4;2;0;0;960;0;960;710;3;0,7;709,8;398047;5057291
3;"2T_0865";"Aosta";"VERRES";2;;"Edifici residenziali";1;1;2,5;2,5;10;0;635;10;1;5;2;3;;5;"0";37;1;5;1;;1;1;5;5;;4;2;2;3;0;0;0;526;3;0,7;526,05;397888;5057219
3;"2T_0866";"Aosta";"VERRES";2;;"Edifici artigianali e di servizio";1;1;1;2,5;10;0;1623;10;1;5;2;3;;5;"0";95;1;5;1;;1;1;20;5;;4;2;0;0;2850;0;2850;268;4;0,4;268,2;397876;5057244
3;"2T_0867";"Aosta";"VERRES";2;;"Edifici agricoli e loro pertinenze";1;1;1;2,5;10;0;581;10;1;5;2;3;;5;"0";34;1;30;1;;1;1;5;5;;4;2;0;0;1020;0;1020;292;4;0,4;292,2;398091;5057060
3;"2T_0869";"Aosta";"VERRES";2;;"Edifici agricoli e loro pertinenze";1;1;1;2,5;10;0;842;10;1;5;2;3;;5;"0";50;1;5;1;;1;1;5;3;;4;2;0;0;1500;0;1500;199;4;0,4;198,6;397628;5057478
3;"2T_0870";"Aosta";"VERRES";1;;"Edifici industriali e loro pertinenze*";1;2,5;1;2,5;10;0;9462;10;1;5;2;5;;8;"0";557;1;30;1;;1;1;20;3;;2;2;2;3;0;0;0;420;4;0,4;420;397493;5057493
3;"2T_0871";"Aosta";"VERRES";1;;"Edifici industriali e loro pertinenze*";1;2,5;1;2,5;10;0;1831;10;1;5;2;3;;5;"0";108;1;5;1;;1;1;20;3;;2;2;2;3;0;0;0;289;4;0,4;288,6;397515;5057510
