provincia,comune,Ragione sociale,indirizzo,civico,destinazione,sup_coperta
LU,PORCARI,CARTIERA LUCCHESE SPA,VIA CIARPI,77,IMPIANTO INDUSTRIALE,""
LU,PORCARI,SOFFASS SPA,LECCIO,19,IMPIANTO INDUSTRIALE,""
LU,PORCARI,SOFFASS SPA,LECCIO,19,IMPIANTO INDUSTRIALE,""
LU,PORCARI,SOFFASS SPA,LECCIO,19,IMPIANTO INDUSTRIALE,""
LU,SAN ROMANO IN GARFAGNANA,AZIENDA USL2 DI LUCCA,VIA DELLE PIANE -  VILLETTA,1,Ospedale/Casa di cura,540
LU,SERAVEZZA,STAZIONE CARABINIERI,MARCONI,315,caserma carabinieri,359
LU,SERAVEZZA,ARMA CARABINIERI,via Marconi,3/5,Ufficio aperto al pubblico,359
LU,VIAREGGIO,POSTE ITALIANE S.p.A.,VIA DANTE ALIGHIERI,2,Ufficio aperto al pubblico,228
LU,VIAREGGIO,ISTITUTO TECNICO NAUTICO ARTIGLIO,VIA DEI PESCATORI,"",Scuola,2650
LU,VIAREGGIO,ITIS GALILEI VIAREGGIO,VIA AURELIA NORD,242,Scuola,0
LU,VILLA BASILICA,CARTIERA DELLA MADONNINA SPA,Via delle Cartiere,213,IMPIANTO INDUSTRIALE,""
LU,VILLA BASILICA,CARTIERA DELLA MADONNINA SPA,Via delle Cartiere,213,IMPIANTO INDUSTRIALE,""
LU,VILLA BASILICA,CARTIERA DELLA MADONNINA SPA,Via delle Cartiere,213,IMPIANTO INDUSTRIALE,""
LU,VILLA BASILICA,CARTIERA DELLA MADONNINA SPA,Via delle Cartiere,213,IMPIANTO INDUSTRIALE,""
